hostname,sy_snum,sy_pnum,pl_bmasse,pl_bmassj,st_mass
K2-5,1,2,5.73000,0.01800,0.61
K2-50,1,2,3.15000,0.00993,0.61
K2-52,1,1,45700.00000,144.00000,1.69
K2-53,1,1,7.27000,0.02290,0.85
K2-54,1,1,1.60000,0.00505,0.42
K2-55,1,1,14.00000,0.04400,0.70
K2-57,1,1,5.06000,0.01590,0.68
K2-58,1,3,7.65000,0.02410,0.89
K2-58,1,3,3.26000,0.01020,0.89
K2-58,1,3,3.57000,0.01120,0.89
K2-59,1,2,6.39000,0.02010,0.77
K2-59,1,2,5.90000,0.01860,0.77
K2-6,1,1,6.80000,0.02140,0.97
K2-60,1,1,135.39558,0.42600,0.97
K2-61,1,1,6.71000,0.02110,1.21
K2-62,1,2,5.22000,0.01640,0.77
K2-62,1,2,5.22000,0.01640,0.77
K2-63,1,2,10.50000,0.03290,1.40
K2-63,1,2,14.50000,0.04550,1.40
K2-64,1,1,4.94000,0.01550,0.74
K2-65,1,1,3.12000,0.00982,0.87
K2-66,1,1,21.30000,0.06702,1.11
K2-68,1,1,3.12000,0.00982,0.73
K2-69,1,1,5.99000,0.01890,0.55
K2-7,1,1,7.61000,0.02390,0.97
K2-70,1,1,8.70000,0.02740,0.94
K2-71,1,1,5.27000,0.01660,0.48
K2-72,1,4,1.28000,0.00403,0.27
K2-72,1,4,1.65000,0.00521,0.27
K2-72,1,4,1.01000,0.00317,0.27
K2-72,1,4,2.21000,0.00696,0.27
K2-73,1,1,6.57000,0.02070,1.05
K2-74,1,1,5.95000,0.01870,0.96
K2-75,1,2,7.61000,0.02390,1.16
K2-75,1,2,8.10000,0.02550,1.16
K2-77,1,1,603.87700,1.90000,0.80
K2-79,1,1,13.20000,0.04150,1.06
K2-8,1,2,12.50000,0.03940,0.78
K2-8,1,2,6.39000,0.02010,0.78
K2-80,1,3,4.70000,0.01480,0.90
K2-80,1,3,2.76000,0.00869,0.90
K2-80,1,3,7.04000,0.02220,0.91
K2-81,1,1,4.54000,0.01430,0.75
K2-83,1,2,2.08000,0.00654,0.48
K2-83,1,2,2.80000,0.00882,0.48
K2-84,1,2,6.39000,0.02010,0.95
K2-84,1,2,4.78000,0.01500,0.95
K2-85,1,1,1.01000,0.00317,0.57
K2-86,1,1,4.50000,0.01420,0.79
K2-87,1,1,44.90000,0.14100,1.16
K2-88,1,1,2.04000,0.00642,0.26
K2-89,1,1,0.17000,0.00053,0.35
K2-9,1,1,5.69000,0.01790,0.30
K2-90,1,2,7.27000,0.02290,0.63
K2-90,1,2,2.24000,0.00705,0.70
K2-91,1,1,1.37000,0.00430,0.29
K2-95,1,1,14.30000,0.04510,0.44
K2-97,1,1,152.55840,0.48000,1.20
K2-98,1,1,32.20000,0.10131,1.20
K2-99,1,1,308.29510,0.97000,1.63
KELT-1,1,1,8654.15000,27.23000,1.32
KELT-10,1,1,215.80657,0.67900,1.11
KELT-11,1,1,54.34893,0.17100,1.44
KELT-12,1,1,301.93850,0.95000,1.59
KELT-14,1,1,408.09372,1.28400,1.24
KELT-17,1,1,416.35730,1.31000,1.64
KELT-20,1,1,1074.90106,3.38200,1.76
KELT-21,1,1,1242.71530,3.91000,1.46
KELT-24,1,1,1646.35940,5.18000,1.46
KELT-6,1,2,165.27160,0.52000,1.42
KELT-6,1,2,1179.14930,3.71000,1.13
KELT-7,1,1,441.78370,1.39000,1.76
KELT-8,1,1,209.76780,0.66000,0.81
KIC 10001893,1,3,,,0.47
KIC 10001893,1,3,,,0.47
KIC 10001893,1,3,,,0.47
KIC 10525077,1,1,25.90000,0.08160,1.01
KIC 3558849,1,1,38.10000,0.12000,0.98
KIC 5437945,1,2,33.60000,0.10600,1.07
KIC 7917485,1,1,3750.39400,11.80000,1.63
KOI-7892,1,2,15.80000,0.04960,1.04
KOI-7892,1,2,6.35000,0.02000,1.04
KIC 9663113,1,2,19.20000,0.06030,0.98
KMT-2016-BLG-0212L,1,1,5700.00000,18.00000,0.48
KMT-2016-BLG-1107L,1,1,1043.00000,3.28300,0.09
KMT-2016-BLG-1397L,1,1,2200.00000,7.00000,0.45
KMT-2016-BLG-1820L,1,1,1450.00000,4.57000,0.04
KMT-2016-BLG-1836L,1,1,700.00000,2.20000,0.49
KMT-2016-BLG-2142L,1,1,4923.00000,15.49000,0.07
KMT-2016-BLG-2364L,1,1,1250.00000,3.93000,0.50
KMT-2016-BLG-2397L,1,1,836.00000,2.63000,0.64
KMT-2017-BLG-0165L,1,1,34.00000,0.11000,0.76
KMT-2017-BLG-1038L,1,1,640.00000,2.00000,0.37
KMT-2017-BLG-1146L,1,1,230.00000,0.71000,0.33
KMT-2018-BLG-0029L,1,1,7.59000,0.02390,1.14
KMT-2018-BLG-0748L,1,1,60.00000,0.19000,0.09
KMT-2018-BLG-1292L,1,1,1400.00000,4.42000,1.09
KMT-2018-BLG-1990L,1,1,111.00000,0.34800,0.09
KMT-2019-BLG-0842L,1,1,10.28000,0.03234,0.76
KMT-2019-BLG-1339L,1,1,397.00000,1.25000,0.48
KMT-2019-BLG-1953L,1,1,200.00000,0.64000,0.31
KOI-12,1,2,349.61300,1.10000,1.50
KOI-142,1,3,9.50000,0.03000,0.99
KOI-142,1,3,214.10000,0.67400,0.99
KOI-1599,1,2,4.60000,0.01447,1.02
KOI-1599,1,2,9.00000,0.02832,1.02
KOI-1783,1,2,71.00000,0.22339,1.08
KOI-1783,1,2,15.00000,0.04720,1.08
KOI-217,1,1,,,0.95
KOI-351,1,8,2.27000,0.00714,1.20
KOI-351,1,8,1.81000,0.00570,1.20
KOI-351,1,8,8.60000,0.02710,1.20
KOI-351,1,8,7.56000,0.02380,1.20
KOI-351,1,8,8.65000,0.02720,1.20
KOI-351,1,8,254.26400,0.80000,1.20
KOI-351,1,8,381.39600,1.20000,1.20
KOI-3680,1,1,613.41190,1.93000,1.01
KOI-55,1,2,0.44000,0.00140,0.50
KOI-55,1,2,0.65500,0.00210,0.50
KPS-1,1,1,346.43470,1.09000,0.89
Kapteyn,1,1,7.00000,0.02200,0.28
Kepler-10,1,2,4.60853,0.01450,0.91
Kepler-10,1,2,7.37000,0.02319,1.02
Kepler-100,1,3,7.34000,0.02300,1.08
Kepler-100,1,3,7.05000,0.02218,1.08
Kepler-100,1,3,3.00000,0.00944,1.08
Kepler-1000,1,1,20.30000,0.06390,1.40
Kepler-1001,1,2,10.10000,0.03170,0.90
Kepler-1001,1,2,3.11000,0.00980,0.93
Kepler-1002,1,1,3.57000,0.01120,1.22
Kepler-1003,1,1,3.82000,0.01200,1.11
Kepler-1004,1,1,32.50000,0.10200,1.11
Kepler-1005,1,1,2.86000,0.00899,1.00
Kepler-1006,1,1,2.99000,0.00940,0.78
Kepler-1007,1,1,2.67000,0.00839,0.73
Kepler-1009,1,1,5.35000,0.01680,0.59
Kepler-101,1,2,51.10000,0.16000,1.17
Kepler-101,1,2,3.78000,0.01000,1.17
Kepler-1010,1,1,5.99000,0.01890,0.86
Kepler-1011,1,1,8.60000,0.02710,0.91
Kepler-1012,1,1,2.21000,0.00696,0.95
Kepler-1013,1,1,5.27000,0.01660,0.81
Kepler-1014,1,1,6.30000,0.01980,0.88
Kepler-1015,1,1,12.30000,0.03880,1.49
Kepler-1016,1,2,5.39000,0.01700,0.99
Kepler-1016,1,2,13.10000,0.04130,0.99
Kepler-1017,1,1,4.62000,0.01450,0.93
Kepler-1018,1,1,7.18000,0.02260,0.91
Kepler-1019,1,1,2.73000,0.00859,0.70
Kepler-102,1,5,4.30000,0.01353,0.80
Kepler-102,1,5,3.00000,0.00944,0.80
Kepler-102,1,5,3.80000,0.01200,0.80
Kepler-102,1,5,8.93000,0.02800,0.80
Kepler-102,1,5,5.20000,0.01636,0.80
Kepler-1020,1,1,5.82000,0.01830,0.87
Kepler-1021,1,1,6.04000,0.01900,0.89
Kepler-1022,1,1,6.17000,0.01940,0.71
Kepler-1023,1,1,7.41000,0.02330,0.93
Kepler-1024,1,1,14.50000,0.04570,0.81
Kepler-1025,1,1,4.58000,0.01440,1.09
Kepler-1026,1,1,5.52000,0.01740,0.79
Kepler-1028,1,1,2.33000,0.00733,0.90
Kepler-1029,1,1,2.13000,0.00669,0.82
Kepler-103,1,2,9.70000,0.03100,1.09
Kepler-103,1,2,36.10000,0.11400,1.09
Kepler-1030,1,1,6.71000,0.02110,0.80
Kepler-1031,1,1,0.59000,0.00186,1.09
Kepler-1032,1,1,4.16000,0.01310,0.77
Kepler-1033,1,1,6.85000,0.02150,0.94
Kepler-1034,1,1,5.73000,0.01800,0.83
Kepler-1035,1,1,1.71000,0.00537,0.98
Kepler-1036,1,1,9.32000,0.02930,0.95
Kepler-1037,1,1,2.18000,0.00687,0.82
Kepler-1038,1,1,12.20000,0.03840,0.87
Kepler-1039,1,1,2.73000,0.00859,0.79
Kepler-1040,1,1,4.98000,0.01570,0.98
Kepler-1041,1,1,8.96000,0.02820,1.06
Kepler-1042,1,1,5.43000,0.01710,0.75
Kepler-1043,1,1,7.04000,0.02210,0.92
Kepler-1044,1,1,7.61000,0.02390,1.08
Kepler-1045,1,1,7.70000,0.02420,0.86
Kepler-1046,1,1,3.57000,0.01120,1.04
Kepler-1047,1,2,5.02000,0.01580,1.08
Kepler-1047,1,2,0.93700,0.00295,1.08
Kepler-1048,1,1,3.22000,0.01010,0.75
Kepler-1049,1,1,0.80900,0.00254,0.51
Kepler-105,1,2,5.10000,0.01600,1.28
Kepler-105,1,2,4.60000,0.01447,0.96
Kepler-1050,1,2,3.19000,0.01000,1.09
Kepler-1050,1,2,2.79000,0.00879,1.09
Kepler-1051,1,1,11.50000,0.03610,1.43
Kepler-1052,1,1,8.91000,0.02800,1.03
Kepler-1053,1,1,0.90400,0.00284,0.74
Kepler-1054,1,1,7.41000,0.02330,1.22
Kepler-1055,1,1,2.04000,0.00642,0.98
Kepler-1056,1,1,9.32000,0.02930,1.12
Kepler-1057,1,1,11.20000,0.03540,1.07
Kepler-1058,1,1,7.85000,0.02470,0.73
Kepler-1059,1,1,3.64000,0.01150,0.75
Kepler-106,1,4,5.30000,0.01668,1.00
Kepler-106,1,4,10.44000,0.03300,1.00
Kepler-106,1,4,8.10000,0.02549,1.00
Kepler-106,1,4,11.17000,0.03500,1.00
Kepler-1060,1,1,6.26000,0.01970,0.99
Kepler-1061,1,1,4.58000,0.01440,1.09
Kepler-1062,1,1,3.75000,0.01180,0.75
Kepler-1064,1,1,3.02000,0.00951,0.85
Kepler-1065,1,2,13.40000,0.04220,0.94
Kepler-1065,1,2,3.19000,0.01000,0.94
Kepler-1066,1,1,6.17000,0.01940,0.98
Kepler-1067,1,1,0.43700,0.00137,0.95
Kepler-1068,1,1,12.80000,0.04030,1.01
Kepler-1069,1,1,3.19000,0.01000,0.99
Kepler-107,1,4,3.51000,0.01104,1.24
Kepler-107,1,4,9.39000,0.02954,1.24
Kepler-107,1,4,3.80000,0.01196,1.24
Kepler-107,1,4,8.60000,0.02706,1.24
Kepler-1070,1,1,3.64000,0.01150,1.21
Kepler-1071,1,1,6.26000,0.01970,0.86
Kepler-1072,1,1,3.12000,0.00982,1.20
Kepler-1073,1,2,5.90000,0.01860,1.00
Kepler-1073,1,2,3.33000,0.01050,1.00
Kepler-1074,1,1,2.10000,0.00660,0.60
Kepler-1075,1,1,2.60000,0.00819,0.56
Kepler-1076,1,1,0.43700,0.00137,0.79
Kepler-1077,1,1,8.10000,0.02550,1.02
Kepler-1078,1,1,4.27000,0.01340,0.94
Kepler-1079,1,1,3.29000,0.01040,1.08
Kepler-1080,1,1,10.80000,0.03390,1.10
Kepler-1081,1,1,1.01000,0.00317,0.88
Kepler-1082,1,1,1.46000,0.00459,1.03
Kepler-1083,1,1,11.20000,0.03540,0.81
Kepler-1084,1,1,1.41000,0.00444,1.12
Kepler-1085,1,2,41.20000,0.13000,1.11
Kepler-1085,1,2,10.70000,0.03370,1.05
Kepler-1087,1,1,0.16500,0.00052,0.96
Kepler-1088,1,1,2.60000,0.00819,1.08
Kepler-1089,1,1,4.01000,0.01260,0.52
Kepler-109,1,2,7.30000,0.02297,1.04
Kepler-109,1,2,21.80000,0.06859,1.04
Kepler-1090,1,1,5.69000,0.01790,0.86
Kepler-1091,1,1,2.73000,0.00859,1.01
Kepler-1092,1,1,4.94000,0.01550,0.99
Kepler-1093,1,2,4.46000,0.01400,1.13
Kepler-1093,1,2,4.50000,0.01420,1.13
Kepler-1094,1,1,10.20000,0.03220,1.14
Kepler-1095,1,1,1.92000,0.00606,0.94
Kepler-1096,1,1,2.07000,0.00651,0.66
Kepler-1097,1,1,10.70000,0.03360,0.82
Kepler-1098,1,1,2.24000,0.00705,0.99
Kepler-1099,1,1,8.40000,0.02640,1.01
Kepler-11,1,6,1.90000,0.00600,0.96
Kepler-11,1,6,2.90000,0.00900,0.96
Kepler-11,1,6,7.30000,0.02300,0.96
Kepler-11,1,6,8.00000,0.02500,0.96
Kepler-11,1,6,2.00000,0.00600,0.96
Kepler-11,1,6,25.00000,0.07900,0.96
Kepler-110,1,2,4.01000,0.01260,1.07
Kepler-110,1,2,5.52000,0.01740,1.07
Kepler-1100,1,1,3.71000,0.01170,1.21
Kepler-1101,1,1,6.66000,0.02100,0.94
Kepler-1102,1,1,7.56000,0.02380,0.96
Kepler-1103,1,1,5.77000,0.01820,1.11
Kepler-1104,1,1,2.04000,0.00642,1.30
Kepler-1105,1,1,4.70000,0.01480,0.71
Kepler-1106,1,1,3.36000,0.01060,1.11
Kepler-1107,1,1,2.36000,0.00742,0.86
Kepler-1108,1,1,2.73000,0.00859,0.88
Kepler-1109,1,1,5.43000,0.01710,1.05
Kepler-111,1,2,3.12000,0.00982,1.17
Kepler-111,1,2,42.00000,0.13200,1.17
Kepler-1110,1,1,7.56000,0.02380,0.73
Kepler-1111,1,1,4.66000,0.01470,1.10
Kepler-1112,1,1,9.38000,0.02950,1.34
Kepler-1113,1,1,8.30000,0.02610,1.12
Kepler-1114,1,1,2.39000,0.00752,0.87
Kepler-1115,1,1,3.53000,0.01110,1.60
Kepler-1116,1,1,6.99000,0.02200,0.95
Kepler-1117,1,1,1.41000,0.00444,0.95
Kepler-1118,1,1,7.95000,0.02500,0.96
Kepler-1119,1,1,4.35000,0.01370,1.11
Kepler-112,1,2,6.17000,0.01940,0.78
Kepler-112,1,2,6.35000,0.02000,0.78
Kepler-1120,1,1,2.48000,0.00780,0.78
Kepler-1121,1,1,4.31000,0.01360,1.29
Kepler-1122,1,1,4.82000,0.01520,0.92
Kepler-1123,1,1,3.43000,0.01080,0.93
Kepler-1124,1,1,2.18000,0.00687,0.35
Kepler-1125,1,1,4.04000,0.01270,0.95
Kepler-1126,1,1,3.64000,0.01150,0.92
Kepler-1127,1,1,4.50000,0.01420,0.97
Kepler-1128,1,1,12.90000,0.04070,0.94
Kepler-1129,1,2,9.06000,0.02850,1.00
Kepler-1129,1,2,7.90000,0.02490,1.00
Kepler-113,1,2,11.70000,0.03700,0.75
Kepler-113,1,2,8.70000,0.02737,0.75
Kepler-1131,1,1,3.15000,0.00993,1.03
Kepler-1132,1,1,6.12000,0.01930,0.87
Kepler-1133,1,1,4.54000,0.01430,0.93
Kepler-1134,1,1,7.46000,0.02350,0.84
Kepler-1135,1,1,4.08000,0.01280,0.96
Kepler-1136,1,1,3.33000,0.01050,0.72
Kepler-1137,1,1,5.48000,0.01720,1.50
Kepler-1138,1,1,3.53000,0.01110,0.95
Kepler-1139,1,1,1.81000,0.00570,0.94
Kepler-114,1,3,6.80000,0.02100,0.77
Kepler-114,1,3,2.80000,0.00900,0.56
Kepler-114,1,3,3.90000,0.01200,0.56
Kepler-1140,1,1,8.10000,0.02550,0.76
Kepler-1141,1,1,0.47700,0.00150,1.01
Kepler-1142,1,1,2.76000,0.00869,0.97
Kepler-1143,1,2,3.43000,0.01080,0.81
Kepler-1143,1,2,12.60000,0.03980,0.81
Kepler-1144,1,1,4.62000,0.01450,0.98
Kepler-1145,1,1,2.54000,0.00800,0.79
Kepler-1146,1,1,2.04000,0.00642,0.74
Kepler-1147,1,1,7.32000,0.02300,1.09
Kepler-1148,1,1,3.50000,0.01100,0.81
Kepler-1149,1,1,2.67000,0.00839,1.02
Kepler-115,1,2,1.32000,0.00416,1.07
Kepler-115,1,2,7.27000,0.02290,1.07
Kepler-1151,1,1,5.56000,0.01750,0.88
Kepler-1152,1,1,0.59000,0.00186,0.55
Kepler-1153,1,1,3.64000,0.01150,0.91
Kepler-1154,1,2,6.08000,0.01910,1.26
Kepler-1154,1,2,6.17000,0.01940,1.26
Kepler-1155,1,1,4.78000,0.01500,1.03
Kepler-1156,1,1,2.30000,0.00724,1.00
Kepler-1157,1,1,1.32000,0.00416,0.76
Kepler-1158,1,1,6.08000,0.01910,1.41
Kepler-1159,1,1,6.21000,0.01950,1.19
Kepler-116,1,2,11.60000,0.03640,1.21
Kepler-116,1,2,5.90000,0.01860,1.21
Kepler-1160,1,1,5.22000,0.01640,0.92
Kepler-1161,1,1,5.18000,0.01630,0.59
Kepler-1162,1,1,5.52000,0.01740,0.89
Kepler-1163,1,1,1.08000,0.00340,1.22
Kepler-1164,1,1,1.46000,0.00459,0.85
Kepler-1165,1,1,3.02000,0.00951,1.13
Kepler-1166,1,1,3.50000,0.01100,0.90
Kepler-1167,1,1,3.57000,0.01120,0.79
Kepler-1168,1,1,6.80000,0.02140,0.87
Kepler-1169,1,1,0.77900,0.00245,1.24
Kepler-117,1,2,29.87500,0.09400,1.13
Kepler-117,1,2,584.78000,1.84000,1.13
Kepler-1170,1,1,6.39000,0.02010,0.80
Kepler-1171,1,1,7.08000,0.02230,1.58
Kepler-1172,1,1,10.30000,0.03250,0.92
Kepler-1173,1,1,0.64000,0.00201,0.86
Kepler-1174,1,1,3.15000,0.00993,1.04
Kepler-1175,1,1,9.22000,0.02900,0.90
Kepler-1176,1,1,6.57000,0.02070,1.01
Kepler-1177,1,1,4.27000,0.01340,0.98
Kepler-1178,1,1,1.24000,0.00390,0.80
Kepler-1179,1,1,2.30000,0.00724,0.84
Kepler-118,1,2,4.50000,0.01420,0.81
Kepler-118,1,2,45.70000,0.14400,0.81
Kepler-1180,1,1,4.62000,0.01450,1.09
Kepler-1181,1,1,3.09000,0.00972,1.17
Kepler-1182,1,1,6.39000,0.02010,1.04
Kepler-1183,1,1,8.35000,0.02630,1.00
Kepler-1184,1,1,7.65000,0.02410,1.05
Kepler-1185,1,1,2.33000,0.00733,0.96
Kepler-1186,1,1,5.60000,0.01760,0.95
Kepler-1187,1,1,7.32000,0.02300,1.06
Kepler-1188,1,1,4.98000,0.01570,1.04
Kepler-1189,1,1,3.78000,0.01190,1.11
Kepler-119,1,2,12.60000,0.03980,0.92
Kepler-119,1,2,0.72100,0.00227,0.92
Kepler-1190,1,1,2.33000,0.00733,0.76
Kepler-1191,1,1,2.89000,0.00909,0.85
Kepler-1192,1,1,6.17000,0.01940,0.86
Kepler-1193,1,1,2.30000,0.00724,1.08
Kepler-1194,1,1,2.89000,0.00909,0.94
Kepler-1195,1,1,4.98000,0.01570,0.74
Kepler-1196,1,1,5.60000,0.01760,0.98
Kepler-1197,1,1,2.10000,0.00660,0.78
Kepler-1198,1,1,2.76000,0.00869,0.93
Kepler-1199,1,1,1.60000,0.00505,0.94
Kepler-12,1,1,137.30256,0.43200,1.17
Kepler-120,1,2,8.50000,0.02700,0.65
Kepler-120,1,2,2.96000,0.00930,0.65
Kepler-1200,1,1,1.20000,0.00377,0.74
Kepler-1201,1,1,5.86000,0.01840,1.15
Kepler-1202,1,1,8.96000,0.02820,1.03
Kepler-1203,1,1,1.20000,0.00377,0.64
Kepler-1204,1,1,9.53000,0.03000,1.03
Kepler-1205,1,1,2.57000,0.00809,0.84
Kepler-1206,1,1,3.33000,0.01050,0.80
Kepler-1207,1,1,3.26000,0.01020,1.06
Kepler-1208,1,1,5.99000,0.01890,0.80
Kepler-1209,1,1,2.89000,0.00909,1.23
Kepler-121,1,2,6.08000,0.01910,0.86
Kepler-121,1,2,5.77000,0.01820,0.86
Kepler-1210,1,1,3.53000,0.01110,0.94
Kepler-1211,1,1,7.04000,0.02210,0.96
Kepler-1212,1,1,5.22000,0.01640,1.10
Kepler-1213,1,1,1.81000,0.00570,1.14
Kepler-1214,1,1,6.17000,0.01940,0.85
Kepler-1215,1,1,1.98000,0.00624,0.95
Kepler-1216,1,1,2.51000,0.00790,0.99
Kepler-1217,1,1,4.62000,0.01450,1.06
Kepler-1218,1,1,2.67000,0.00839,1.06
Kepler-1219,1,1,5.14000,0.01620,1.25
Kepler-122,1,5,6.08000,0.01910,1.08
Kepler-122,1,5,29.00000,0.09120,1.08
Kepler-122,1,5,5.48000,0.01720,1.08
Kepler-122,1,5,27.70000,0.08700,1.08
Kepler-122,1,5,36.00000,0.11300,1.03
Kepler-1220,1,1,2.92000,0.00920,1.00
Kepler-1221,1,1,4.19000,0.01320,0.87
Kepler-1222,1,1,0.41800,0.00131,0.84
Kepler-1223,1,1,1.98000,0.00624,0.80
Kepler-1224,1,1,2.33000,0.00733,1.18
Kepler-1225,1,1,3.97000,0.01250,1.13
Kepler-1226,1,1,2.70000,0.00849,1.02
Kepler-1227,1,1,5.86000,0.01840,0.97
Kepler-1228,1,1,2.99000,0.00940,0.78
Kepler-1229,1,1,2.54000,0.00800,0.54
Kepler-123,1,2,55.30000,0.17400,1.01
Kepler-123,1,2,2.79000,0.00879,1.01
Kepler-1230,1,1,7.80000,0.02450,1.06
Kepler-1231,1,1,2.60000,0.00819,1.01
Kepler-1232,1,1,4.38000,0.01380,0.92
Kepler-1233,1,1,7.27000,0.02290,1.16
Kepler-1234,1,1,8.30000,0.02610,0.80
Kepler-1235,1,1,0.41800,0.00131,0.93
Kepler-1236,1,1,5.22000,0.01640,0.86
Kepler-1237,1,1,8.55000,0.02690,0.94
Kepler-1238,1,1,4.38000,0.01380,1.30
Kepler-1239,1,1,8.75000,0.02750,1.40
Kepler-124,1,3,0.31500,0.00099,0.84
Kepler-124,1,3,3.71000,0.01170,0.84
Kepler-124,1,3,1.41000,0.00444,0.84
Kepler-1240,1,1,1.60000,0.00505,0.98
Kepler-1241,1,1,7.41000,0.02330,0.84
Kepler-1242,1,1,5.73000,0.01800,0.77
Kepler-1243,1,1,3.71000,0.01170,0.96
Kepler-1244,1,1,2.39000,0.00752,1.46
Kepler-1245,1,2,2.67000,0.00839,0.86
Kepler-1245,1,2,2.67000,0.00839,0.86
Kepler-1246,1,1,2.42000,0.00761,0.73
Kepler-1247,1,1,6.04000,0.01900,0.86
Kepler-1248,1,1,1.76000,0.00553,1.21
Kepler-1249,1,1,6.26000,0.01970,1.19
Kepler-125,1,2,6.21000,0.01950,0.54
Kepler-125,1,2,0.33000,0.00104,0.54
Kepler-1250,1,1,4.35000,0.01370,0.99
Kepler-1251,1,1,4.04000,0.01270,0.92
Kepler-1252,1,1,3.43000,0.01080,1.06
Kepler-1253,1,1,2.33000,0.00733,0.97
Kepler-1254,1,3,3.02000,0.00951,0.78
Kepler-1254,1,3,2.24000,0.00705,0.78
Kepler-1254,1,3,2.27000,0.00714,0.78
Kepler-1255,1,1,5.99000,0.01890,1.08
Kepler-1256,1,1,2.83000,0.00889,1.17
Kepler-1257,1,1,2.92000,0.00920,0.90
Kepler-1258,1,1,0.56600,0.00178,0.99
Kepler-1259,1,1,2.63000,0.00829,0.80
Kepler-126,1,3,2.92000,0.00920,1.18
Kepler-126,1,3,3.12000,0.00982,1.18
Kepler-126,1,3,6.80000,0.02140,1.18
Kepler-1260,1,1,3.78000,0.01190,1.06
Kepler-1261,1,1,5.73000,0.01800,0.82
Kepler-1262,1,1,3.97000,0.01250,0.99
Kepler-1263,1,1,1.55000,0.00489,0.84
Kepler-1264,1,1,1.76000,0.00553,0.99
Kepler-1265,1,1,2.39000,0.00752,0.71
Kepler-1266,1,1,7.18000,0.02260,0.80
Kepler-1267,1,1,9.32000,0.02930,1.15
Kepler-1268,1,1,4.78000,0.01500,1.06
Kepler-1269,1,1,3.29000,0.01040,1.10
Kepler-127,1,3,2.54000,0.00800,1.27
Kepler-127,1,3,7.56000,0.02380,1.27
Kepler-127,1,3,7.46000,0.02350,1.27
Kepler-1270,1,1,11.00000,0.03460,1.28
Kepler-1271,1,1,2.79000,0.00879,1.13
Kepler-1272,1,1,6.21000,0.01950,1.06
Kepler-1273,1,1,6.76000,0.02130,0.94
Kepler-1274,1,1,2.60000,0.00819,1.45
Kepler-1275,1,1,2.79000,0.00879,1.23
Kepler-1276,1,1,1.81000,0.00570,1.14
Kepler-1277,1,1,3.19000,0.01000,0.94
Kepler-1278,1,1,1.01000,0.00317,1.11
Kepler-1279,1,1,3.71000,0.01170,1.21
Kepler-128,1,2,0.77000,0.00242,1.09
Kepler-128,1,2,0.90000,0.00283,1.09
Kepler-1280,1,1,4.16000,0.01310,1.20
Kepler-1281,1,1,3.33000,0.01050,0.87
Kepler-1282,1,1,3.02000,0.00951,0.92
Kepler-1283,1,1,4.31000,0.01360,1.16
Kepler-1284,1,1,1.92000,0.00606,0.84
Kepler-1285,1,1,0.87100,0.00274,1.20
Kepler-1286,1,1,5.27000,0.01660,1.00
Kepler-1287,1,1,2.99000,0.00940,0.96
Kepler-1288,1,1,1.46000,0.00459,1.20
Kepler-1289,1,1,2.92000,0.00920,1.10
Kepler-129,1,2,6.21000,0.01950,1.07
Kepler-129,1,2,7.04000,0.02210,1.07
Kepler-1290,1,1,2.60000,0.00819,0.95
Kepler-1291,1,1,3.39000,0.01070,0.84
Kepler-1292,1,1,3.97000,0.01250,0.95
Kepler-1293,1,1,0.87100,0.00274,1.18
Kepler-1294,1,1,10.30000,0.03240,0.99
Kepler-1295,1,1,3.02000,0.00951,0.92
Kepler-1296,1,1,0.69300,0.00218,0.87
Kepler-1297,1,1,0.87100,0.00274,0.99
Kepler-1298,1,1,2.27000,0.00714,1.45
Kepler-1299,1,1,9.17000,0.02880,0.94
Kepler-1300,1,1,2.45000,0.00771,1.29
Kepler-1301,1,1,2.54000,0.00800,0.85
Kepler-1302,1,1,2.63000,0.00829,0.86
Kepler-1303,1,1,2.60000,0.00819,1.01
Kepler-1304,1,1,5.86000,0.01840,0.85
Kepler-1305,1,1,4.19000,0.01320,0.97
Kepler-1306,1,1,4.31000,0.01360,0.98
Kepler-1307,1,1,6.66000,0.02100,1.06
Kepler-1308,1,1,0.09330,0.00029,0.35
Kepler-1309,1,1,6.21000,0.01950,0.85
Kepler-131,1,2,16.13000,0.05100,1.02
Kepler-131,1,2,8.25000,0.02600,1.02
Kepler-1310,1,1,2.67000,0.00839,0.91
Kepler-1311,1,2,2.07000,0.00651,1.05
Kepler-1311,1,2,1.98000,0.00624,1.05
Kepler-1312,1,1,5.06000,0.01590,0.99
Kepler-1313,1,1,3.75000,0.01180,0.92
Kepler-1314,1,1,22.90000,0.07200,0.60
Kepler-1315,1,1,2.48000,0.00780,0.80
Kepler-1316,1,1,12.30000,0.03860,1.04
Kepler-1317,1,1,3.05000,0.00961,0.83
Kepler-1318,1,1,9.85000,0.03100,0.73
Kepler-1320,1,1,3.53000,0.01110,0.80
Kepler-1321,1,2,21.50000,0.06760,0.54
Kepler-1321,1,2,6.35000,0.02000,0.54
Kepler-1322,1,1,3.22000,0.01010,0.90
Kepler-1323,1,1,2.92000,0.00920,1.18
Kepler-1324,1,1,2.89000,0.00909,0.78
Kepler-1325,1,1,8.55000,0.02690,0.93
Kepler-1326,1,1,16.30000,0.05120,1.45
Kepler-1327,1,1,3.89000,0.01230,1.02
Kepler-1328,1,1,0.90400,0.00284,1.00
Kepler-1329,1,1,5.35000,0.01680,0.72
Kepler-133,1,2,3.75000,0.01180,1.02
Kepler-133,1,2,8.45000,0.02660,1.02
Kepler-1330,1,1,3.36000,0.01060,0.97
