hostname,sy_snum,sy_pnum,pl_bmasse,pl_bmassj,st_mass
Kepler-412,1,1,299.07803,0.94100,1.17
Kepler-414,1,2,3.50000,0.01100,0.89
Kepler-414,1,2,29.90000,0.09400,0.89
Kepler-415,1,2,119.90000,0.37700,0.67
Kepler-415,1,2,4.70000,0.01480,0.67
Kepler-416,1,2,58.20000,0.18300,1.00
Kepler-416,1,2,6.57000,0.02070,1.00
Kepler-417,1,2,11.00000,0.03500,0.90
Kepler-417,1,2,7.70000,0.02420,0.90
Kepler-418,1,1,349.60000,1.10000,0.98
Kepler-419,1,2,794.50000,2.50000,1.39
Kepler-419,1,2,2320.10000,7.30000,1.39
Kepler-42,1,3,0.39900,0.00126,0.13
Kepler-42,1,3,0.31500,0.00099,0.13
Kepler-42,1,3,0.13000,0.00041,0.13
Kepler-421,1,1,16.10000,0.05080,0.79
Kepler-422,1,1,136.66000,0.43000,1.15
Kepler-423,1,1,189.10100,0.59500,0.85
Kepler-424,1,2,327.35000,1.03000,1.01
Kepler-424,1,2,2215.18000,6.97000,1.01
Kepler-425,1,1,79.45000,0.25000,0.93
Kepler-426,1,1,108.06000,0.34000,0.91
Kepler-427,1,1,92.17000,0.29000,0.96
Kepler-428,1,1,403.63000,1.27000,0.87
Kepler-43,1,1,1026.59090,3.23000,1.32
Kepler-430,1,2,10.60000,0.03340,1.17
Kepler-430,1,2,3.71000,0.01170,1.17
Kepler-431,1,3,0.37000,0.00117,1.07
Kepler-431,1,3,0.22900,0.00072,1.07
Kepler-431,1,3,1.41000,0.00444,1.07
Kepler-433,1,1,896.24000,2.82000,1.46
Kepler-434,1,1,908.96000,2.86000,1.20
Kepler-435,1,1,266.97000,0.84000,1.54
Kepler-436,1,2,7.90000,0.02490,0.73
Kepler-436,1,2,6.04000,0.01900,0.75
Kepler-437,1,1,5.22000,0.01640,0.71
Kepler-438,1,1,1.46000,0.00459,0.54
Kepler-439,1,1,5.65000,0.01780,0.88
Kepler-44,1,1,317.82000,1.00000,1.12
Kepler-440,1,1,4.12000,0.01300,0.57
Kepler-441,1,1,3.33000,0.01050,0.57
Kepler-442,1,1,2.36000,0.00742,0.61
Kepler-443,1,1,6.04000,0.01900,0.74
Kepler-445,1,3,3.12000,0.00982,0.18
Kepler-445,1,3,6.85000,0.02150,0.18
Kepler-445,1,3,2.10000,0.00660,0.18
Kepler-446,1,3,2.86000,0.00899,0.22
Kepler-446,1,3,1.41000,0.00444,0.22
Kepler-446,1,3,2.39000,0.00752,0.22
Kepler-447,1,1,435.41000,1.37000,1.00
KOI-12,1,2,6992.26000,22.00000,1.50
Kepler-449,1,2,4.88000,0.01540,1.02
Kepler-449,1,2,8.07000,0.02540,1.02
Kepler-45,1,1,160.49700,0.50500,0.59
Kepler-450,1,3,19.40000,0.06104,1.19
Kepler-450,1,3,12.50000,0.03933,1.19
Kepler-450,1,3,17.60000,0.05538,1.19
Kepler-452,1,1,3.29000,0.01040,1.04
KIC 9663113,1,2,16.40000,0.05160,1.15
Kepler-46,1,3,1907.00000,6.00000,0.90
Kepler-46,1,3,119.49900,0.37600,0.90
Kepler-46,1,3,3.33000,0.01050,0.92
KIC 5437945,1,2,26.10000,0.08210,1.17
Kepler-461,1,1,7.18000,0.02260,0.98
Kepler-462,1,2,53.90000,0.16959,1.59
Kepler-462,1,2,6.00000,0.01888,1.59
Kepler-463,1,1,9.53000,0.03000,0.87
Kepler-464,1,1,10.90000,0.03430,1.21
Kepler-465,1,1,9.01000,0.02830,1.23
Kepler-466,1,2,8.50000,0.02670,1.04
Kepler-466,1,2,2.10000,0.00660,1.04
Kepler-467,1,1,5.69000,0.01790,1.05
Kepler-468,1,1,,,0.96
Kepler-470,1,1,35600.00000,112.00000,1.40
Kepler-471,1,1,37000.00000,117.00000,1.49
Kepler-472,1,1,10.50000,0.03290,0.85
Kepler-473,1,1,15.60000,0.04920,1.06
Kepler-474,1,1,9.59000,0.03020,0.99
Kepler-475,1,1,6.76000,0.02130,0.86
Kepler-476,1,1,9.69000,0.03050,1.03
Kepler-478,1,1,7.80000,0.02450,0.85
Kepler-479,1,1,5.14000,0.01620,0.86
Kepler-48,1,4,3.94000,0.01240,0.88
Kepler-48,1,4,14.61000,0.04597,0.88
Kepler-48,1,4,7.93000,0.02500,0.88
Kepler-48,1,4,657.00000,2.06700,0.88
Kepler-480,1,1,8.15000,0.02560,1.25
Kepler-481,1,1,6.80000,0.02140,1.01
Kepler-482,1,1,6.17000,0.01940,0.75
Kepler-483,1,1,10.40000,0.03270,1.28
Kepler-484,1,1,5.82000,0.01830,0.96
Kepler-485,1,1,35500.00000,112.00000,1.07
Kepler-486,1,1,84.20000,0.26500,0.79
Kepler-487,1,2,,,0.91
Kepler-487,1,2,7.65000,0.02410,0.91
Kepler-488,1,1,39400.00000,124.00000,1.07
Kepler-489,1,1,46.10000,0.14500,0.82
Kepler-49,1,4,311.46000,0.98000,0.55
Kepler-49,1,4,228.83000,0.72000,0.55
Kepler-49,1,4,3.19000,0.01000,0.55
Kepler-49,1,4,3.05000,0.00961,0.55
Kepler-490,1,1,,,1.08
Kepler-491,1,1,59.00000,0.18600,1.04
Kepler-492,1,1,66.70000,0.21000,0.94
Kepler-493,1,1,37500.00000,118.00000,1.36
Kepler-494,1,1,40.40000,0.12700,1.10
Kepler-495,1,1,23.80000,0.07490,0.86
Kepler-496,1,1,5.99000,0.01890,0.86
Kepler-497,1,1,30.40000,0.09570,1.09
Kepler-498,1,1,9.43000,0.02970,0.98
Kepler-499,1,1,5.35000,0.01680,0.87
Kepler-5,1,1,670.93913,2.11100,1.37
Kepler-50,1,2,3.57000,0.01120,1.24
Kepler-50,1,2,5.35000,0.01680,1.24
Kepler-500,1,1,7.18000,0.02260,1.02
Kepler-501,1,1,17.10000,0.05370,1.03
Kepler-502,1,1,20.40000,0.06410,1.15
Kepler-505,1,1,7.27000,0.02290,0.55
Kepler-506,1,1,7.90000,0.02490,1.19
Kepler-507,1,1,2.24000,0.00705,1.16
Kepler-508,1,1,3.33000,0.01050,1.16
Kepler-509,1,1,6.76000,0.02130,1.10
Kepler-51,1,3,2.10000,0.00700,1.04
Kepler-51,1,3,4.00000,0.01300,1.04
Kepler-51,1,3,7.60000,0.02400,1.04
Kepler-510,1,1,6.66000,0.02100,0.91
Kepler-511,1,1,33.10000,0.10400,1.00
Kepler-512,1,1,7.70000,0.02420,1.17
Kepler-513,1,1,5.48000,0.01720,1.02
Kepler-516,1,1,27.90000,0.08780,1.62
Kepler-518,1,1,5.10000,0.01600,0.96
Kepler-52,1,3,2765.00000,8.70000,0.54
Kepler-52,1,3,3308.41000,10.41000,0.54
Kepler-52,1,3,4.46000,0.01400,0.58
Kepler-520,1,2,3.39000,0.01070,1.10
Kepler-520,1,2,1.24000,0.00390,1.10
Kepler-521,1,1,10.20000,0.03220,1.34
Kepler-522,1,1,38.20000,0.12000,1.54
Kepler-523,1,1,4.50000,0.01420,0.93
Kepler-524,1,2,4.31000,0.01360,1.09
Kepler-524,1,2,0.84000,0.00264,1.09
Kepler-525,1,1,7.41000,0.02330,0.95
Kepler-526,1,1,4.62000,0.01450,1.15
Kepler-527,1,1,8.45000,0.02660,1.28
Kepler-528,1,1,4.98000,0.01570,1.01
Kepler-529,1,2,4.12000,0.01300,1.07
Kepler-529,1,2,4.66000,0.01470,1.07
Kepler-53,1,3,5851.00000,18.41000,0.98
Kepler-53,1,3,5002.43000,15.74000,0.98
Kepler-53,1,3,5.14000,0.01620,0.98
Kepler-531,1,1,8.15000,0.02560,0.78
Kepler-532,1,1,7.13000,0.02240,0.87
Kepler-533,1,1,11.40000,0.03570,0.78
Kepler-534,1,1,5.65000,0.01780,1.05
Kepler-535,1,1,6.17000,0.01940,1.18
Kepler-536,1,1,9.80000,0.03080,0.92
Kepler-537,1,1,2.57000,0.00809,1.07
Kepler-539,1,2,308.29510,0.97000,1.05
Kepler-539,1,2,762.79200,2.40000,1.05
Kepler-54,1,3,292.39000,0.92000,0.51
Kepler-54,1,3,117.59000,0.37000,0.51
Kepler-54,1,3,2.96000,0.00930,0.52
Kepler-540,1,1,7.80000,0.02450,1.02
Kepler-541,1,1,11.20000,0.03540,1.41
Kepler-542,1,1,3.09000,0.00972,0.93
Kepler-543,1,1,6.80000,0.02140,0.70
Kepler-544,1,1,5.14000,0.01620,1.16
Kepler-545,1,1,7.70000,0.02420,1.04
Kepler-546,1,1,39.10000,0.12300,1.11
Kepler-547,1,1,15.10000,0.04750,0.78
Kepler-548,1,1,,,0.93
Kepler-549,1,2,11.00000,0.03461,0.88
Kepler-549,1,2,8.91000,0.02800,0.88
Kepler-55,1,5,473.55000,1.49000,0.62
Kepler-55,1,5,352.78000,1.11000,0.62
Kepler-55,1,5,3.15000,0.00993,0.63
Kepler-55,1,5,3.02000,0.00951,0.63
Kepler-55,1,5,3.15000,0.00993,0.63
Kepler-550,1,1,17.90000,0.05630,0.87
Kepler-551,1,1,7.90000,0.02490,0.65
Kepler-552,1,1,14.80000,0.04650,1.03
Kepler-553,1,2,19.40000,0.06090,0.92
Kepler-553,1,2,,,0.92
Kepler-554,1,1,17.00000,0.05350,0.93
Kepler-555,1,1,8.40000,0.02640,1.03
Kepler-556,1,1,5.65000,0.01780,1.00
Kepler-557,1,1,7.61000,0.02390,1.11
Kepler-558,1,1,6.21000,0.01950,0.85
Kepler-559,1,1,12.70000,0.03990,0.96
Kepler-56,1,3,22.10000,0.07000,1.32
Kepler-56,1,3,181.00000,0.57000,1.32
Kepler-56,1,3,1784.00000,5.61000,1.29
Kepler-561,1,2,38.70000,0.12200,0.96
Kepler-561,1,2,7.65000,0.02410,0.96
Kepler-562,1,1,23.70000,0.07450,0.93
Kepler-563,1,1,9.75000,0.03070,0.80
Kepler-564,1,1,19.40000,0.06090,0.95
Kepler-565,1,1,12.90000,0.04050,0.98
Kepler-566,1,1,5.27000,0.01660,0.83
Kepler-567,1,1,5.69000,0.01790,0.84
Kepler-568,1,1,5.73000,0.01800,0.55
Kepler-569,1,1,10.10000,0.03190,0.95
Kepler-57,1,2,5994.02000,18.86000,0.83
Kepler-57,1,2,2208.83000,6.95000,0.83
Kepler-570,1,1,6.57000,0.02070,0.93
Kepler-571,1,1,7.46000,0.02350,0.93
Kepler-572,1,1,7.18000,0.02260,0.83
Kepler-573,1,1,8.20000,0.02580,0.99
Kepler-574,1,1,6.30000,0.01980,0.95
Kepler-575,1,1,6.30000,0.01980,0.97
Kepler-576,1,1,10.70000,0.03380,0.99
Kepler-577,1,1,7.04000,0.02210,0.78
Kepler-578,1,1,4.66000,0.01470,0.87
Kepler-579,1,1,4.66000,0.01470,0.99
Kepler-58,1,3,441.77000,1.39000,0.95
Kepler-58,1,3,696.02000,2.19000,0.95
Kepler-58,1,3,8.96000,0.02820,1.04
Kepler-580,1,1,7.13000,0.02240,0.67
Kepler-581,1,1,7.41000,0.02330,1.00
Kepler-582,1,1,13.10000,0.04130,0.93
Kepler-583,1,1,5.82000,0.01830,0.94
Kepler-584,1,1,16.50000,0.05190,1.17
Kepler-585,1,1,8.40000,0.02640,0.96
Kepler-586,1,1,8.20000,0.02580,0.94
Kepler-587,1,1,5.60000,0.01760,0.92
Kepler-588,1,1,7.41000,0.02330,1.01
Kepler-589,1,1,5.77000,0.01820,0.88
Kepler-59,1,2,651.52000,2.05000,1.04
Kepler-59,1,2,435.41000,1.37000,1.04
Kepler-590,1,1,15.20000,0.04790,1.10
Kepler-591,1,1,11.40000,0.03590,0.97
Kepler-592,1,1,6.30000,0.01980,1.04
Kepler-593,1,1,8.60000,0.02710,1.08
Kepler-594,1,1,5.39000,0.01700,0.91
Kepler-595,1,2,17.40000,0.05475,0.93
Kepler-595,1,2,3.30000,0.01038,0.93
Kepler-596,1,1,11.80000,0.03720,1.21
Kepler-597,1,1,6.21000,0.01950,0.97
Kepler-598,1,2,2.86000,0.00899,0.87
Kepler-598,1,2,9.40000,0.02960,0.90
Kepler-599,1,1,8.45000,0.02660,0.83
Kepler-6,1,1,212.31044,0.66800,1.21
Kepler-60,1,3,4.19000,0.01318,1.04
Kepler-60,1,3,3.85000,0.01211,1.04
Kepler-60,1,3,4.16000,0.01309,1.04
Kepler-600,1,1,8.75000,0.02750,0.84
Kepler-601,1,1,4.27000,0.01340,0.85
Kepler-602,1,1,5.02000,0.01580,1.08
Kepler-603,1,3,7.51000,0.02360,1.01
Kepler-603,1,3,34.50000,0.10800,1.01
Kepler-603,1,3,2.30000,0.00724,1.01
Kepler-604,1,1,7.22000,0.02270,1.02
Kepler-605,1,2,2.67000,0.00839,0.91
Kepler-605,1,2,0.56600,0.00178,0.91
Kepler-606,1,1,11.00000,0.03450,1.13
Kepler-607,1,1,0.59000,0.00186,0.84
Kepler-608,1,1,12.90000,0.04050,1.00
Kepler-609,1,1,11.20000,0.03520,1.09
Kepler-61,1,1,5.27000,0.01660,0.64
Kepler-610,1,2,16.30000,0.05140,1.10
Kepler-610,1,2,10.90000,0.03430,1.10
Kepler-611,1,1,3.36000,0.01060,1.01
Kepler-612,1,1,8.45000,0.02660,0.98
Kepler-613,1,1,5.86000,0.01840,0.98
Kepler-614,1,1,6.30000,0.01980,0.85
Kepler-615,1,1,3.68000,0.01160,0.73
Kepler-616,1,2,6.48000,0.02040,0.98
Kepler-616,1,2,11.50000,0.03630,0.98
Kepler-617,1,1,2.30000,0.00724,0.51
Kepler-618,1,1,7.27000,0.02290,1.05
Kepler-619,1,2,10.10000,0.03190,1.09
Kepler-619,1,2,3.50000,0.01100,1.09
Kepler-62,1,5,9.00000,0.03000,0.69
Kepler-62,1,5,4.00000,0.01300,0.69
Kepler-62,1,5,14.00000,0.04400,0.69
Kepler-62,1,5,36.00000,0.11300,0.69
Kepler-62,1,5,35.00000,0.11000,0.69
Kepler-620,1,1,11.00000,0.03460,1.15
Kepler-621,1,1,5.90000,0.01860,0.72
Kepler-622,1,1,5.18000,0.01630,0.64
Kepler-623,1,1,9.32000,0.02930,0.90
Kepler-624,1,1,5.95000,0.01870,1.10
Kepler-625,1,2,4.62000,0.01450,1.04
Kepler-625,1,2,1.16000,0.00364,1.04
Kepler-626,1,1,5.86000,0.01840,1.01
Kepler-627,1,1,13.40000,0.04220,1.30
Kepler-628,1,1,53.20000,0.16800,1.00
Kepler-629,1,1,2.48000,0.00780,0.93
Kepler-63,1,1,120.00000,0.37800,0.98
Kepler-630,1,1,10.20000,0.03220,1.02
Kepler-631,1,1,8.75000,0.02750,1.24
Kepler-632,1,1,5.52000,0.01740,0.91
Kepler-633,1,1,3.29000,0.01040,1.02
Kepler-634,1,1,4.23000,0.01330,1.03
Kepler-635,1,1,7.46000,0.02350,1.33
Kepler-637,1,1,20.20000,0.06360,1.64
Kepler-638,1,1,4.01000,0.01260,0.88
Kepler-639,1,1,6.26000,0.01970,1.14
Kepler-640,1,1,7.08000,0.02230,1.01
Kepler-641,1,1,4.08000,0.01280,1.02
Kepler-642,1,1,8.75000,0.02750,1.40
Kepler-643,1,1,321.00830,1.01000,1.00
Kepler-644,1,1,10.10000,0.03170,1.49
Kepler-645,1,1,5.06000,0.01590,1.13
Kepler-646,1,1,4.62000,0.01450,0.93
Kepler-647,1,2,1.71000,0.00537,1.03
Kepler-647,1,2,15.10000,0.04760,1.07
Kepler-648,1,1,10.50000,0.03290,1.05
Kepler-649,1,1,5.73000,0.01800,0.97
Kepler-65,1,4,2.40000,0.00760,1.25
Kepler-65,1,4,5.40000,0.01700,1.25
Kepler-65,1,4,4.14000,0.01300,1.25
Kepler-65,1,4,260.00000,0.82000,1.25
Kepler-650,1,1,9.06000,0.02850,1.08
Kepler-651,1,1,6.21000,0.01950,0.92
Kepler-652,1,1,6.76000,0.02130,0.97
Kepler-653,1,2,4.46000,0.01400,1.02
Kepler-653,1,2,0.39900,0.00126,1.02
Kepler-654,1,1,4.94000,0.01550,1.04
Kepler-655,1,1,7.80000,0.02450,1.15
Kepler-656,1,1,9.91000,0.03120,0.86
Kepler-657,1,1,12.20000,0.03830,1.01
Kepler-658,1,1,3.29000,0.01040,0.63
Kepler-659,1,1,6.80000,0.02140,0.79
Kepler-66,1,1,8.25000,0.02590,1.04
Kepler-660,1,1,7.13000,0.02240,0.75
Kepler-661,1,1,9.64000,0.03030,0.70
Kepler-662,1,1,5.39000,0.01700,0.79
Kepler-663,1,1,7.27000,0.02290,0.86
Kepler-664,1,1,7.56000,0.02380,1.01
Kepler-665,1,1,7.27000,0.02290,0.79
Kepler-666,1,1,6.35000,0.02000,1.03
Kepler-667,1,1,20.10000,0.06320,0.91
Kepler-668,1,1,7.75000,0.02440,0.87
Kepler-669,1,1,20.80000,0.06550,1.15
Kepler-67,1,1,8.96000,0.02820,0.86
Kepler-670,1,1,,,0.99
Kepler-671,1,1,7.70000,0.02420,0.97
Kepler-672,1,1,6.80000,0.02140,0.95
Kepler-673,1,1,34.80000,0.11000,0.88
Kepler-674,1,1,3.50000,0.01100,0.60
Kepler-675,1,1,6.53000,0.02050,0.79
Kepler-676,1,1,9.48000,0.02980,0.51
Kepler-677,1,1,25.00000,0.07860,1.00
Kepler-678,1,1,23.10000,0.07280,0.94
Kepler-679,1,1,9.32000,0.02930,0.87
Kepler-680,1,1,6.44000,0.02030,1.08
Kepler-681,1,1,9.69000,0.03050,0.80
Kepler-682,1,1,42.60000,0.13400,0.92
Kepler-683,1,1,4.54000,0.01430,0.96
Kepler-684,1,1,11.20000,0.03540,0.89
Kepler-685,1,1,78.80000,0.24800,1.11
Kepler-686,1,1,,,0.94
Kepler-687,1,1,12.20000,0.03830,0.77
Kepler-688,1,1,68.70000,0.21600,0.98
Kepler-689,1,1,8.70000,0.02740,0.91
Kepler-69,1,2,5.65000,0.01780,0.81
Kepler-69,1,2,3.57000,0.01120,0.81
Kepler-690,1,1,29.60000,0.09330,1.11
Kepler-691,1,1,5.02000,0.01580,0.53
Kepler-692,1,1,9.85000,0.03100,0.90
Kepler-694,1,1,8.25000,0.02590,0.97
Kepler-695,1,1,62.30000,0.19600,0.84
Kepler-696,1,1,31.30000,0.09840,1.06
Kepler-697,1,1,16.00000,0.05020,0.92
Kepler-698,1,1,13.10000,0.04130,0.94
Kepler-699,1,1,,,0.81
Kepler-7,1,1,140.16303,0.44100,1.36
Kepler-700,1,1,30.00000,0.09440,0.98
Kepler-701,1,1,8.45000,0.02660,0.88
Kepler-702,1,1,61.80000,0.19400,0.90
Kepler-703,1,1,51.10000,0.16100,1.18
Kepler-704,1,1,7.32000,0.02300,0.97
Kepler-705,1,1,5.10000,0.01600,0.53
Kepler-706,1,1,,,0.87
Kepler-707,1,1,2.33000,0.00733,0.80
Kepler-708,1,1,8.91000,0.02800,0.97
Kepler-709,1,1,8.85000,0.02790,0.80
Kepler-710,1,1,4.19000,0.01320,0.94
Kepler-711,1,1,11.50000,0.03630,0.84
Kepler-712,1,2,11.50000,0.03630,0.84
Kepler-712,1,2,21.00000,0.06590,0.84
Kepler-713,1,1,6.71000,0.02110,0.98
Kepler-714,1,1,67.60000,0.21300,1.09
Kepler-715,1,1,13.50000,0.04260,1.04
Kepler-716,1,2,8.75000,0.02750,0.83
Kepler-716,1,2,2.52000,0.00793,0.83
Kepler-717,1,1,6.44000,0.02030,0.88
Kepler-718,1,1,41600.00000,131.00000,1.18
Kepler-719,1,1,54.50000,0.17200,0.99
Kepler-720,1,1,53.40000,0.16800,0.95
Kepler-721,1,1,7.46000,0.02350,0.82
Kepler-722,1,2,7.41000,0.02330,1.03
Kepler-722,1,2,8.35000,0.02630,1.03
Kepler-723,1,1,,,0.92
Kepler-724,1,1,10.80000,0.03410,0.90
Kepler-725,1,1,79.40000,0.25000,0.88
Kepler-726,1,1,10.70000,0.03360,0.88
Kepler-727,1,1,6.94000,0.02180,0.89
Kepler-728,1,1,11.10000,0.03500,0.95
Kepler-729,1,1,12.50000,0.03940,0.94
Kepler-730,1,2,,,1.05
Kepler-730,1,2,3.09000,0.00971,1.05
Kepler-731,1,1,,,1.03
Kepler-732,1,2,5.39000,0.01700,0.49
Kepler-732,1,2,2.15000,0.00678,0.49
Kepler-733,1,1,8.35000,0.02630,0.90
Kepler-734,1,1,12.40000,0.03900,0.85
Kepler-735,1,1,9.01000,0.02830,0.85
Kepler-736,1,1,8.91000,0.02800,0.86
Kepler-737,1,1,4.50000,0.01420,0.51
Kepler-738,1,1,6.80000,0.02140,0.86
Kepler-739,1,1,11.00000,0.03460,0.93
Kepler-74,1,1,200.22000,0.63000,1.18
Kepler-740,1,1,18.90000,0.05960,0.91
Kepler-741,1,1,9.11000,0.02870,1.16
Kepler-742,1,1,10.60000,0.03320,0.76
Kepler-744,1,1,3.26000,0.01020,0.94
Kepler-745,1,1,5.31000,0.01670,1.04
Kepler-746,1,1,1.41000,0.00444,0.91
Kepler-747,1,1,24.10000,0.07590,0.82
Kepler-748,1,1,6.90000,0.02170,1.07
Kepler-749,1,1,9.80000,0.03080,0.79
Kepler-75,1,1,3209.90000,10.10000,0.91
Kepler-750,1,2,9.64000,0.03030,1.15
Kepler-750,1,2,3.26000,0.01020,1.15
Kepler-751,1,1,6.62000,0.02080,0.87
Kepler-752,1,1,8.30000,0.02610,0.87
Kepler-753,1,1,4.31000,0.01360,0.68
Kepler-754,1,1,4.70000,0.01480,1.06
Kepler-756,1,1,1.46000,0.00459,0.82
Kepler-757,1,1,2.42000,0.00761,1.08
Kepler-758,1,4,6.71000,0.02110,1.16
Kepler-758,1,4,3.50000,0.01100,1.16
Kepler-758,1,4,5.14000,0.01620,1.16
Kepler-758,1,4,2.96000,0.00930,1.16
Kepler-759,1,1,5.77000,0.01820,1.04
Kepler-76,1,1,638.83830,2.01000,1.20
Kepler-760,1,2,9.59000,0.03020,0.89
Kepler-760,1,2,2.79000,0.00879,0.89
Kepler-761,1,1,4.78000,0.01500,0.95
Kepler-762,1,1,,,1.06
Kepler-763,1,1,1.98000,0.00624,0.84
Kepler-764,1,1,3.33000,0.01050,0.92
Kepler-765,1,1,6.48000,0.02040,1.05
Kepler-766,1,1,11.40000,0.03590,1.10
Kepler-767,1,1,35.70000,0.11200,0.96
Kepler-768,1,1,3.86000,0.01210,0.82
Kepler-769,1,2,8.85000,0.02790,1.19
Kepler-769,1,2,3.86000,0.01210,1.19
Kepler-77,1,1,136.66100,0.43000,0.95
Kepler-770,1,3,5.90000,0.01860,0.94
Kepler-770,1,3,1.87000,0.00588,0.94
Kepler-770,1,3,2.54000,0.00800,0.94
Kepler-771,1,1,3.97000,0.01250,1.03
Kepler-772,1,1,3.97000,0.01250,0.98
Kepler-773,1,1,2.63000,0.00829,1.04
Kepler-774,1,1,10.20000,0.03200,1.57
Kepler-775,1,1,1.81000,0.00570,0.92
Kepler-776,1,1,2.18000,0.00687,0.83
Kepler-777,1,1,2.76000,0.00869,0.58
Kepler-778,1,1,3.46000,0.01090,0.81
Kepler-780,1,1,0.64000,0.00201,1.01
Kepler-781,1,1,8.70000,0.02740,0.81
Kepler-782,1,1,10.40000,0.03270,0.98
Kepler-783,1,2,0.39900,0.00126,0.93
Kepler-783,1,2,6.04000,0.01900,0.94
Kepler-784,1,1,3.12000,0.00982,1.00
Kepler-785,1,1,,,0.77
Kepler-786,1,1,6.48000,0.02040,0.81
Kepler-787,1,1,2.18000,0.00687,0.65
Kepler-788,1,1,7.04000,0.02210,1.16
Kepler-789,1,1,5.14000,0.01620,1.01
Kepler-79,1,4,10.90000,0.03430,1.17
Kepler-79,1,4,5.90000,0.01900,1.17
Kepler-79,1,4,6.00000,0.01900,1.17
Kepler-79,1,4,4.10000,0.01300,1.17
Kepler-790,1,1,5.39000,0.01700,0.84
Kepler-791,1,1,9.53000,0.03000,1.30
Kepler-792,1,1,4.50000,0.01420,1.09
Kepler-793,1,1,2.45000,0.00771,0.98
Kepler-794,1,1,5.10000,0.01600,1.19
Kepler-796,1,1,2.24000,0.00705,0.93
Kepler-797,1,1,5.35000,0.01680,0.96
Kepler-798,1,1,6.30000,0.01980,1.19
Kepler-799,1,1,37.90000,0.11900,0.95
Kepler-8,1,1,187.51970,0.59000,1.21
Kepler-80,1,6,6.93000,0.02180,0.73
Kepler-80,1,6,6.74000,0.02121,0.73
Kepler-80,1,6,6.75000,0.02124,0.73
Kepler-80,1,6,4.13000,0.01299,0.73
Kepler-80,1,6,1.92000,0.00606,0.73
Kepler-80,1,6,1.51000,0.00474,0.83
Kepler-800,1,1,8.50000,0.02670,0.85
Kepler-801,1,1,4.66000,0.01470,0.67
Kepler-802,1,1,12.30000,0.03860,0.93
Kepler-803,1,1,13.80000,0.04340,1.05
Kepler-804,1,2,4.42000,0.01390,1.01
Kepler-804,1,2,1.55000,0.00489,1.01
Kepler-805,1,1,8.70000,0.02740,1.19
Kepler-806,1,1,1.55000,0.00489,0.99
Kepler-807,1,1,76.80000,0.24200,1.04
Kepler-808,1,1,2.73000,0.00859,0.76
Kepler-809,1,1,9.32000,0.02930,0.99
Kepler-81,1,3,17.20000,0.05400,0.64
Kepler-81,1,3,4.30000,0.01400,0.64
Kepler-81,1,3,1.92000,0.00606,0.65
Kepler-810,1,1,4.38000,0.01380,1.03
Kepler-811,1,1,7.75000,0.02440,1.01
Kepler-812,1,1,12.30000,0.03880,1.45
Kepler-813,1,1,5.22000,0.01640,0.95
Kepler-814,1,1,5.14000,0.01620,1.15
Kepler-815,1,1,15.80000,0.04980,1.25
Kepler-816,1,1,74.50000,0.23400,0.90
Kepler-817,1,1,60.20000,0.18900,1.03
Kepler-818,1,1,22.90000,0.07200,0.94
Kepler-819,1,1,8.05000,0.02530,0.86
Kepler-82,1,5,12.15000,0.03823,0.91
Kepler-82,1,5,13.90000,0.04373,0.91
Kepler-82,1,5,3.78000,0.01190,0.96
Kepler-82,1,5,6.66000,0.02100,0.96
Kepler-82,1,5,20.90000,0.06576,0.91
Kepler-820,1,1,30.80000,0.09700,1.23
Kepler-821,1,1,2.27000,0.00714,0.84
Kepler-822,1,1,3.78000,0.01190,1.06
Kepler-823,1,1,3.09000,0.00972,0.98
Kepler-824,1,1,4.16000,0.01310,1.15
Kepler-825,1,2,2.96000,0.00930,1.03
Kepler-825,1,2,4.04000,0.01270,1.03
Kepler-826,1,1,2.10000,0.00660,1.05
Kepler-827,1,1,27.00000,0.08490,0.93
Kepler-828,1,1,2.89000,0.00909,0.81
Kepler-829,1,1,5.10000,0.01600,0.98
Kepler-830,1,1,3.53000,0.01110,1.07
Kepler-831,1,1,2.15000,0.00678,0.99
Kepler-832,1,1,4.90000,0.01540,0.92
Kepler-833,1,1,4.74000,0.01490,0.64
Kepler-834,1,1,4.74000,0.01490,0.70
Kepler-835,1,1,8.20000,0.02580,1.08
Kepler-836,1,1,7.90000,0.02490,1.03
Kepler-837,1,1,7.08000,0.02230,0.85
Kepler-838,1,1,7.90000,0.02490,0.98
Kepler-839,1,1,7.13000,0.02240,1.22
Kepler-84,1,5,40.00000,0.12600,1.00
Kepler-84,1,5,20.20000,0.06400,1.00
Kepler-84,1,5,2.48000,0.00780,1.06
Kepler-84,1,5,7.27000,0.02290,1.06
Kepler-84,1,5,5.48000,0.01720,1.06
Kepler-840,1,1,43000.00000,135.00000,1.04
Kepler-841,1,1,23.80000,0.07490,0.85
Kepler-842,1,1,3.19000,0.01000,0.78
Kepler-843,1,1,7.22000,0.02270,1.02
Kepler-844,1,1,3.46000,0.01090,0.59
Kepler-845,1,1,4.82000,0.01520,0.79
Kepler-846,1,1,6.71000,0.02110,0.94
Kepler-847,1,1,1.76000,0.00553,0.83
Kepler-848,1,1,3.53000,0.01110,1.01
Kepler-849,1,1,40.40000,0.12700,1.23
Kepler-85,1,4,4.54000,0.01430,0.92
Kepler-85,1,4,20.90000,0.06600,0.92
Kepler-85,1,4,1.87000,0.00588,0.87
Kepler-85,1,4,0.60000,0.00189,0.92
