sy_snum,sy_pnum,pl_orbper,pl_rade,pl_dens,pl_orbeccen,pl_eqt,st_teff,st_rad,st_mass,st_met,st_metratio,st_logg
1,1,3.76419105,1.730,3.860000,0.000000,908,4906.00,0.72,0.75,-0.150,[Fe/H],4.61
1,1,46.87793670,2.380,2.550000,0.000000,484,5797.00,0.99,0.99,-0.030,[Fe/H],4.44
1,1,2.75798267,1.980,3.240000,0.000000,1332,6067.00,1.07,1.09,-0.030,[Fe/H],4.42
1,1,9.30412078,1.760,3.780000,0.000000,583,4597.00,0.70,0.75,0.110,[Fe/H],4.62
1,1,16.54080322,1.550,4.460000,0.000000,570,5153.00,0.79,0.85,0.000,[Fe/H],4.57
1,1,1.93155984,2.360,2.580000,0.000000,1290,5762.00,0.98,0.98,-0.030,[Fe/H],4.45
1,1,0.76212926,0.800,4.690000,0.000000,1872,5592.00,0.93,0.95,0.030,[Fe/H],4.49
1,1,16.92344113,3.630,1.470000,0.000000,702,5806.00,1.01,1.01,0.030,[Fe/H],4.43
1,1,23.89902960,1.600,4.280000,0.000000,823,5722.00,0.98,0.99,0.040,[Fe/H],4.46
1,1,6.22161470,1.730,3.860000,0.000000,1101,6261.00,1.32,1.21,0.030,[Fe/H],4.27
1,1,6.17998440,2.380,2.550000,0.000000,814,5215.00,0.81,0.86,0.010,[Fe/H],4.56
1,1,1.56906650,1.580,4.350000,0.000000,1849,6199.00,1.32,1.20,0.070,[Fe/H],4.27
1,1,5.94566534,1.250,5.910000,0.000000,568,4002.00,0.57,0.60,-0.060,[Fe/H],4.70
1,1,1.52372816,1.420,4.990000,0.000000,818,3959.00,0.54,0.56,-0.170,[Fe/H],4.72
1,1,6.14727918,0.800,4.690000,0.000000,770,4868.00,0.74,0.79,-0.010,[Fe/H],4.60
1,1,34.35118740,2.770,2.090000,0.000000,576,5816.00,1.02,1.02,0.030,[Fe/H],4.43
1,1,3.00725242,1.900,3.420000,0.000000,1122,5612.00,0.92,0.94,-0.010,[Fe/H],4.49
1,1,13.24503188,1.630,4.170000,0.000000,887,5758.00,1.36,1.08,0.210,[Fe/H],4.21
1,1,77.25483960,3.280,1.680000,0.000000,548,5956.00,1.16,1.10,0.090,[Fe/H],4.35
1,1,3.85691855,1.010,5.390000,0.000000,972,5345.00,0.84,0.88,0.010,[Fe/H],4.54
1,1,1.54320660,1.120,5.710000,0.000000,1827,5923.00,1.14,1.03,-0.060,[Fe/H],4.33
1,1,33.41779930,3.360,1.620000,0.000000,448,5049.00,0.77,0.81,-0.020,[Fe/H],4.58
1,1,2.05333679,1.110,5.670000,0.000000,1737,6113.00,1.28,1.12,-0.020,[Fe/H],4.27
1,1,0.69384285,0.610,3.990000,0.000000,2161,5589.00,0.94,0.96,0.010,[Fe/H],4.48
1,1,23.12748644,1.420,4.990000,0.000000,667,5975.00,1.08,1.08,0.050,[Fe/H],4.40
1,1,5.13248562,1.830,3.600000,0.000000,584,3753.00,0.49,0.52,-0.090,[Fe/H],4.76
1,1,198.68017900,2.250,2.740000,0.000000,297,5321.00,0.82,0.86,-0.040,[Fe/H],4.55
1,1,1.43474156,1.460,4.820000,0.000000,1664,5851.00,1.03,1.01,0.000,[Fe/H],4.42
1,1,58.60179250,2.070,3.060000,0.000000,508,5862.00,1.00,0.99,-0.090,[Fe/H],4.44
1,1,78.10002310,3.180,1.740000,0.000000,480,6112.00,1.21,1.14,0.060,[Fe/H],4.33
1,1,4.27103091,1.210,5.960000,0.000000,1108,5658.00,0.92,0.94,-0.090,[Fe/H],4.48
1,1,2.89221751,1.240,5.970000,0.000000,794,4306.00,0.63,0.66,-0.100,[Fe/H],4.66
1,1,187.74702900,3.260,1.700000,0.000000,267,5211.00,0.79,0.82,-0.110,[Fe/H],4.57
1,1,2.54307286,1.300,5.600000,0.000000,1319,5794.00,0.99,0.99,-0.020,[Fe/H],4.45
1,1,2.16845259,2.830,2.040000,0.000000,1558,5837.00,1.00,1.01,-0.020,[Fe/H],4.45
1,1,6.42200058,1.750,3.800000,0.000000,1000,6247.00,1.34,1.21,0.050,[Fe/H],4.26
1,1,81.31510590,2.470,2.430000,0.000000,393,5614.00,0.91,0.94,-0.040,[Fe/H],4.50
1,1,51.32856230,2.660,2.210000,0.000000,546,5724.00,0.94,0.96,-0.080,[Fe/H],4.48
1,1,19.79191978,2.270,2.710000,0.000000,736,6092.00,1.15,1.11,-0.010,[Fe/H],4.36
1,1,5.03728015,1.230,6.020000,0.000000,1321,6417.00,1.41,1.30,0.130,[Fe/H],4.25
1,1,4.42157218,2.010,3.180000,0.000000,729,4299.00,0.68,0.71,0.280,[Fe/H],4.62
1,1,1.25275217,1.650,4.110000,0.000000,2199,6104.00,1.17,1.11,0.000,[Fe/H],4.35
1,1,0.57103852,1.340,5.390000,0.000000,1897,5268.00,0.82,0.86,0.010,[Fe/H],4.55
1,1,4.51005748,1.460,4.820000,0.000000,1063,5406.00,0.84,0.88,-0.090,[Fe/H],4.54
1,1,37.64673840,2.190,2.840000,0.000000,787,5893.00,1.06,1.05,0.040,[Fe/H],4.41
1,1,9.69312032,2.660,2.210000,0.000000,609,4781.00,0.70,0.73,-0.160,[Fe/H],4.62
1,1,8.79617863,2.000,3.200000,0.000000,938,6077.00,1.15,1.10,0.020,[Fe/H],4.36
1,1,14.36267939,3.020,1.870000,0.000000,918,6496.00,1.54,1.34,0.040,[Fe/H],4.19
1,1,42.30049540,2.810,2.060000,0.000000,558,5931.00,1.17,1.12,0.180,[Fe/H],4.35
1,1,14.97435694,1.350,5.340000,0.000000,631,5374.00,0.83,0.87,-0.080,[Fe/H],4.55
1,1,23.55407250,1.700,3.950000,0.000000,1381,8480.00,1.73,1.60,-0.510,[Fe/H],4.17
1,1,41.69778270,2.540,2.340000,0.000000,488,5641.00,0.93,0.95,0.010,[Fe/H],4.48
1,1,4.79028459,1.110,5.670000,0.000000,938,5612.00,0.93,0.95,0.030,[Fe/H],4.49
1,1,38.67150750,2.740,2.120000,0.000000,502,5688.00,0.97,0.96,0.000,[Fe/H],4.46
1,1,8.32651530,1.920,3.380000,0.000000,938,6083.00,1.17,1.11,0.030,[Fe/H],4.35
1,1,2.94902905,1.380,5.190000,0.000000,1027,4904.00,0.74,0.78,-0.040,[Fe/H],4.60
1,1,13.15141081,1.910,3.400000,0.000000,1008,6231.00,1.59,1.29,0.120,[Fe/H],4.14
1,1,42.19173570,2.040,3.120000,0.000000,526,5544.00,0.89,0.92,-0.030,[Fe/H],4.51
1,1,4.33946454,1.670,4.050000,0.000000,1061,5500.00,0.90,0.93,0.050,[Fe/H],4.50
1,1,2.85234897,1.280,5.710000,0.000000,621,3658.00,0.34,0.35,-0.590,[Fe/H],4.93
1,1,17.67006420,1.840,3.560000,0.000000,778,5683.00,0.94,0.95,-0.090,[Fe/H],4.47
1,1,108.59332900,1.730,3.860000,0.000000,374,5798.00,0.93,0.92,-0.260,[Fe/H],4.46
1,1,5.12330347,1.960,3.280000,0.000000,994,5664.00,0.95,0.97,0.040,[Fe/H],4.47
1,1,61.61781670,3.650,1.460000,0.000000,424,5543.00,0.91,0.94,0.040,[Fe/H],4.50
1,1,3.53232449,1.590,4.310000,0.000000,1159,5851.00,1.04,1.03,0.050,[Fe/H],4.42
1,1,62.89162280,2.350,2.590000,0.000000,384,5298.00,0.83,0.87,-0.010,[Fe/H],4.55
1,1,11.55562343,1.970,3.260000,0.000000,703,5569.00,0.90,0.93,-0.020,[Fe/H],4.50
1,1,17.13263989,2.640,2.230000,0.000000,611,5281.00,0.81,0.84,-0.100,[Fe/H],4.56
1,1,76.95785700,1.850,3.540000,0.000000,451,5656.00,0.94,0.96,0.020,[Fe/H],4.47
1,1,2.36172433,1.640,4.150000,0.000000,922,4512.00,0.68,0.72,0.030,[Fe/H],4.63
1,1,23.92107910,2.200,2.830000,0.000000,1020,6807.00,1.84,1.50,0.050,[Fe/H],4.08
1,1,3.17060005,1.700,3.950000,0.000000,1080,5582.00,0.92,0.95,0.040,[Fe/H],4.49
1,1,0.81316672,1.190,5.900000,0.000000,1693,5550.00,0.91,0.94,0.050,[Fe/H],4.50
1,1,24.08627070,2.770,2.090000,0.000000,500,4850.00,0.73,0.76,-0.080,[Fe/H],4.61
1,1,2.34451194,0.820,4.750000,0.000000,1471,5791.00,1.07,1.01,0.040,[Fe/H],4.38
1,1,18.30272480,1.470,4.770000,0.000000,902,5685.00,0.96,0.97,0.020,[Fe/H],4.46
1,1,17.14647302,1.990,3.220000,0.000000,811,5753.00,0.96,0.98,-0.030,[Fe/H],4.47
1,1,3.97076766,1.400,5.090000,0.000000,958,5064.00,0.75,0.79,-0.130,[Fe/H],4.59
1,1,2.35226580,1.230,6.020000,0.000000,1019,4692.00,0.70,0.74,-0.060,[Fe/H],4.62
1,1,10.62784997,2.610,2.260000,0.000000,872,5941.00,1.14,1.09,0.110,[Fe/H],4.36
1,1,1.10446351,1.690,3.980000,0.000000,1397,5054.00,0.77,0.81,-0.020,[Fe/H],4.58
1,1,3.73089898,1.440,4.910000,0.000000,1128,5833.00,1.01,1.02,0.020,[Fe/H],4.43
1,1,65.64784240,2.220,2.790000,0.000000,485,5470.00,0.85,0.88,-0.110,[Fe/H],4.53
1,1,1.64680191,0.870,4.920000,0.000000,806,3964.00,0.53,0.55,-0.250,[Fe/H],4.73
1,1,1.75583533,1.730,3.860000,0.000000,1343,5470.00,0.88,0.91,0.030,[Fe/H],4.52
1,1,33.46974300,2.030,3.140000,0.000000,609,5842.00,1.03,1.03,0.040,[Fe/H],4.43
1,1,11.89520511,1.320,5.500000,0.000000,787,5778.00,1.00,1.00,0.020,[Fe/H],4.44
1,1,4.45743164,1.090,5.600000,0.000000,732,4679.00,0.71,0.76,0.050,[Fe/H],4.62
1,1,13.53962930,2.340,2.610000,0.000000,1079,6203.00,1.95,1.41,0.180,[Fe/H],4.01
1,1,22.70816791,2.370,2.560000,0.000000,677,6217.00,1.28,1.19,0.040,[Fe/H],4.30
1,1,7.97034958,2.140,2.930000,0.000000,839,5519.00,0.89,0.92,0.010,[Fe/H],4.51
1,1,10.71252541,2.130,2.950000,0.000000,485,4253.00,0.57,0.59,-0.350,[Fe/H],4.70
1,1,32.56370690,2.210,2.810000,0.000000,490,5390.00,0.84,0.89,-0.030,[Fe/H],4.54
1,1,6.11786898,1.030,5.430000,0.000000,1211,6302.00,1.35,1.22,0.020,[Fe/H],4.26
1,1,3.97599768,1.120,5.710000,0.000000,936,5183.00,0.79,0.85,-0.030,[Fe/H],4.57
1,1,9.47852200,1.550,4.460000,0.000000,946,6080.00,1.18,1.13,0.050,[Fe/H],4.34
1,1,33.24068820,1.690,3.980000,0.000000,486,5446.00,0.86,0.90,-0.020,[Fe/H],4.53
1,1,1.00393374,1.710,3.920000,0.000000,1419,4971.00,0.75,0.79,-0.050,[Fe/H],4.60
1,1,55.82265390,2.500,2.390000,0.000000,379,5157.00,0.82,0.87,0.130,[Fe/H],4.56
1,1,6.11009134,0.940,5.150000,0.000000,1125,6191.00,1.23,1.24,0.260,[Fe/H],4.35
1,1,9.98969327,2.410,2.510000,0.000000,705,5069.00,0.76,0.80,-0.090,[Fe/H],4.58
1,1,1.44259224,2.560,2.320000,0.000000,2700,7044.00,1.95,1.58,-0.010,[Fe/H],4.05
1,1,26.02044230,3.200,1.730000,0.000000,675,5558.00,0.89,0.92,-0.040,[Fe/H],4.51
1,1,0.76985360,0.890,4.990000,0.000000,1650,5252.00,0.82,0.86,0.000,[Fe/H],4.55
1,1,6.89225223,1.590,4.310000,0.000000,1156,5936.00,1.04,1.04,-0.040,[Fe/H],4.42
1,1,37.94563000,2.990,1.900000,0.000000,515,5453.00,0.86,0.90,-0.040,[Fe/H],4.53
1,1,24.17385790,2.450,2.450000,0.000000,595,5844.00,1.02,1.01,-0.010,[Fe/H],4.42
1,1,106.24754700,1.900,3.420000,0.000000,377,5712.00,0.97,0.98,0.020,[Fe/H],4.46
1,1,31.80634000,1.070,5.560000,0.000000,378,4990.00,0.75,0.80,-0.050,[Fe/H],4.59
1,1,2.68505749,1.320,5.500000,0.000000,1137,5212.00,0.81,0.84,-0.030,[Fe/H],4.56
1,1,16.86012860,1.990,3.220000,0.000000,765,6077.00,1.14,1.09,0.000,[Fe/H],4.36
1,1,4.89337519,1.570,4.390000,0.000000,1374,6176.00,1.30,1.17,0.030,[Fe/H],4.27
1,1,11.17394617,2.410,2.510000,0.000000,796,5924.00,1.05,1.04,0.010,[Fe/H],4.41
1,1,28.50571890,2.820,2.050000,0.000000,555,5765.00,0.99,1.00,0.040,[Fe/H],4.45
1,1,53.59910440,2.680,2.180000,0.000000,529,5983.00,1.07,1.05,-0.040,[Fe/H],4.41
1,1,104.35189760,1.330,5.440000,0.000000,355,5622.00,0.87,0.96,-0.040,[Fe/H],4.54
1,1,16.07677615,2.230,2.770000,0.000000,724,5635.00,0.93,0.95,0.000,[Fe/H],4.49
1,1,18.87064068,2.610,2.260000,0.000000,701,5975.00,1.09,1.06,-0.010,[Fe/H],4.39
1,1,17.13695430,2.080,3.040000,0.000000,775,5913.00,1.06,1.04,0.000,[Fe/H],4.40
1,1,3.78858982,1.770,3.750000,0.000000,1158,6012.00,1.16,1.11,0.080,[Fe/H],4.36
1,1,10.45843441,1.330,5.440000,0.000000,609,4730.00,0.72,0.76,-0.020,[Fe/H],4.62
1,1,5.60014851,1.510,4.610000,0.000000,952,5308.00,0.81,0.85,-0.080,[Fe/H],4.56
1,1,25.20347870,2.360,2.580000,0.000000,600,5438.00,0.83,0.86,-0.160,[Fe/H],4.55
1,1,2.83265213,1.320,5.500000,0.000000,1453,5908.00,1.21,1.08,0.120,[Fe/H],4.31
1,1,16.22371307,1.510,4.610000,0.000000,676,5590.00,0.92,0.94,0.000,[Fe/H],4.49
1,1,8.49642241,2.080,3.040000,0.000000,702,4965.00,0.71,0.74,-0.250,[Fe/H],4.61
1,1,66.18490310,2.230,2.770000,0.000000,436,5756.00,0.97,0.98,0.000,[Fe/H],4.46
1,1,2.03231845,1.250,5.910000,0.000000,1011,4708.00,0.72,0.78,0.060,[Fe/H],4.62
1,1,7.68477160,1.470,4.770000,0.000000,830,5517.00,0.90,0.93,0.030,[Fe/H],4.50
1,1,15.04471980,1.150,5.780000,0.000000,931,5889.00,1.17,0.94,-0.270,[Fe/H],4.27
1,1,4.43796290,19.661,0.110000,0.000000,1480,5947.00,1.48,1.17,0.070,[Fe/H],4.17
1,1,1.11854972,1.060,5.540000,0.000000,1174,4612.00,0.70,0.74,0.040,[Fe/H],4.63
1,1,15.18725932,2.290,2.680000,0.000000,789,6177.00,1.24,1.15,0.030,[Fe/H],4.32
1,1,28.68513240,2.940,1.940000,0.000000,547,5834.00,1.04,1.03,0.060,[Fe/H],4.42
1,1,0.58800076,1.060,5.540000,0.000000,1188,4105.00,0.61,0.64,0.010,[Fe/H],4.67
1,1,85.73502850,3.050,1.850000,0.000000,448,5825.00,1.03,1.03,0.060,[Fe/H],4.42
1,1,1.07839035,1.410,5.040000,0.000000,1667,5226.00,0.81,0.84,-0.040,[Fe/H],4.56
1,1,1.21699766,1.640,4.150000,0.000000,1314,4877.00,0.75,0.80,0.070,[Fe/H],4.60
1,1,13.68237119,1.620,4.210000,0.000000,802,5909.00,1.06,1.06,0.050,[Fe/H],4.41
1,1,11.08507637,2.320,2.640000,0.000000,665,5001.00,0.76,0.80,-0.030,[Fe/H],4.59
1,1,25.36911600,1.510,4.610000,0.000000,755,6210.00,1.38,1.23,0.120,[Fe/H],4.24
1,1,8.07124073,1.700,3.950000,0.000000,856,5568.00,0.92,0.94,0.040,[Fe/H],4.49
1,1,11.01816836,2.550,2.330000,0.000000,840,5705.00,0.94,0.96,-0.080,[Fe/H],4.48
1,1,12.94130146,2.140,2.930000,0.000000,795,6051.00,1.15,1.10,0.030,[Fe/H],4.36
1,1,5.34982412,1.190,5.900000,0.000000,1156,6050.00,1.21,1.14,0.130,[Fe/H],4.33
1,1,18.82634264,2.360,2.580000,0.000000,591,5130.00,0.80,0.85,0.050,[Fe/H],4.57
1,1,4.76703963,1.220,5.990000,0.000000,1046,5616.00,0.93,0.95,0.010,[Fe/H],4.48
1,1,4.37034536,1.390,5.140000,0.000000,1191,5743.00,0.98,0.99,0.030,[Fe/H],4.46
1,1,2.03232507,1.990,3.220000,0.000000,1542,5905.00,1.08,1.06,0.070,[Fe/H],4.40
1,1,22.92212660,1.440,4.910000,0.000000,684,5986.00,1.10,1.06,-0.020,[Fe/H],4.38
1,1,16.10467749,2.120,2.960000,0.000000,1159,5944.00,1.94,1.25,0.050,[Fe/H],3.97
1,1,7.42693741,1.520,4.570000,0.000000,899,5842.00,0.99,1.00,-0.040,[Fe/H],4.45
1,1,12.00096042,1.880,3.470000,0.000000,632,5194.00,0.82,0.87,0.090,[Fe/H],4.55
1,1,1.91694425,0.790,4.660000,0.000000,1246,5239.00,0.80,0.84,-0.040,[Fe/H],4.56
1,1,16.30125900,1.220,5.990000,0.000000,557,4870.00,0.75,0.80,0.040,[Fe/H],4.60
1,1,13.32351601,1.330,5.440000,0.000000,872,6155.00,1.22,1.18,0.140,[Fe/H],4.34
1,1,7.01075434,1.820,3.620000,0.000000,1453,6140.00,1.19,1.13,0.010,[Fe/H],4.34
1,1,17.29234530,1.450,4.870000,0.000000,809,5923.00,1.02,1.02,-0.080,[Fe/H],4.43
1,1,94.28875770,2.290,2.680000,0.000000,369,5747.00,0.95,0.97,-0.040,[Fe/H],4.47
1,1,0.57736958,1.540,4.500000,0.000000,1757,5063.00,0.74,0.78,-0.180,[Fe/H],4.59
1,1,86.82898900,1.400,5.090000,0.000000,212,3784.00,0.51,0.54,-0.060,[Fe/H],4.75
1,1,9.95661537,2.710,2.150000,0.000000,946,5961.00,1.08,1.06,0.010,[Fe/H],4.40
1,1,10.41725184,1.420,4.990000,0.000000,870,5778.00,1.00,1.01,0.060,[Fe/H],4.44
1,1,26.78391830,1.930,3.350000,0.000000,523,5471.00,0.89,0.92,0.060,[Fe/H],4.51
1,1,45.12630420,2.600,2.270000,0.000000,604,6198.00,1.25,1.16,0.020,[Fe/H],4.30
1,1,11.94014029,2.810,2.060000,0.000000,625,4967.00,0.76,0.80,0.010,[Fe/H],4.59
1,1,4.16055856,0.790,4.660000,0.000000,985,5541.00,0.90,0.93,0.010,[Fe/H],4.50
1,1,31.05716180,2.140,2.930000,0.000000,480,5337.00,0.82,0.86,-0.090,[Fe/H],4.55
1,1,84.57332260,2.860,2.010000,0.000000,366,5472.00,0.90,0.94,0.120,[Fe/H],4.50
1,1,4.14787559,1.930,3.350000,0.000000,1389,6386.00,1.48,1.30,0.050,[Fe/H],4.21
1,1,5.19104016,2.900,1.970000,0.000000,1183,6564.00,1.57,1.40,0.220,[Fe/H],4.20
1,1,4.86638150,1.150,5.780000,0.000000,1121,5682.00,0.96,0.98,0.040,[Fe/H],4.47
1,1,18.55257010,2.630,2.240000,0.000000,612,5261.00,0.80,0.84,-0.090,[Fe/H],4.56
1,1,13.62798432,2.260,2.730000,0.000000,639,4895.00,0.74,0.77,-0.050,[Fe/H],4.60
1,1,16.83207290,1.750,3.800000,0.000000,690,5667.00,0.94,0.96,0.010,[Fe/H],4.48
1,1,3.70428172,1.350,5.340000,0.000000,1839,6680.00,1.77,1.46,0.050,[Fe/H],4.10
1,1,11.32271513,1.360,5.290000,0.000000,554,4611.00,0.69,0.73,-0.030,[Fe/H],4.63
1,1,13.71220213,2.330,2.620000,0.000000,676,5303.00,0.82,0.86,-0.050,[Fe/H],4.55
1,1,7.46725407,1.180,5.890000,0.000000,1035,6149.00,1.21,1.21,0.240,[Fe/H],4.36
1,1,24.33471270,2.380,2.550000,0.000000,647,6202.00,1.28,1.19,0.060,[Fe/H],4.29
1,1,2.60754383,1.920,3.380000,0.000000,1431,5717.00,0.98,0.99,0.040,[Fe/H],4.46
1,1,45.09046430,1.840,3.560000,0.000000,487,5545.00,0.89,0.92,-0.040,[Fe/H],4.51
1,1,15.05403290,1.670,4.050000,0.000000,665,5949.00,1.09,1.06,0.030,[Fe/H],4.38
1,1,68.88619150,1.330,5.440000,0.000000,501,5850.00,1.10,0.97,-0.140,[Fe/H],4.33
1,1,36.29193360,2.320,2.640000,0.000000,694,6018.00,1.12,1.08,0.020,[Fe/H],4.37
1,1,12.41277540,1.490,4.700000,0.000000,933,6129.00,1.36,1.17,0.050,[Fe/H],4.23
1,1,2.66831376,1.520,4.570000,0.000000,1252,5502.00,0.87,0.90,-0.090,[Fe/H],4.52
1,1,0.98494017,0.860,4.890000,0.000000,2335,5839.00,0.99,0.99,-0.070,[Fe/H],4.45
1,1,0.66308526,1.430,4.940000,0.000000,1681,5053.00,0.77,0.80,-0.070,[Fe/H],4.58
1,1,19.11877530,1.770,3.750000,0.000000,823,5961.00,1.08,1.06,0.010,[Fe/H],4.39
1,1,48.43089910,2.260,2.730000,0.000000,396,5006.00,0.77,0.82,0.030,[Fe/H],4.58
1,1,8.67900242,1.820,3.620000,0.000000,949,5771.00,0.98,0.99,-0.020,[Fe/H],4.45
1,1,4.55139967,1.140,5.750000,0.000000,907,5213.00,0.80,0.84,-0.030,[Fe/H],4.56
1,1,0.96852602,1.180,5.890000,0.000000,1677,5791.00,0.98,0.99,-0.020,[Fe/H],4.45
1,1,6.49441289,1.350,5.340000,0.000000,732,4630.00,0.69,0.71,-0.100,[Fe/H],4.63
1,1,28.47474800,2.580,2.300000,0.000000,489,5044.00,0.76,0.80,-0.070,[Fe/H],4.59
1,1,13.03139450,3.010,1.880000,0.000000,774,6096.00,1.20,1.15,0.070,[Fe/H],4.33
1,1,40.99039860,2.030,3.140000,0.000000,627,5904.00,1.09,1.06,0.050,[Fe/H],4.38
1,1,37.33315360,1.630,4.170000,0.000000,657,5998.00,1.15,1.10,0.070,[Fe/H],4.36
1,1,6.03356196,3.320,1.650000,0.000000,1598,5047.00,3.38,1.28,-0.020,[Fe/H],3.49
1,1,3.02559550,1.480,4.730000,0.000000,1484,6143.00,1.23,1.13,-0.010,[Fe/H],4.31
1,1,51.13097040,2.370,2.560000,0.000000,542,5926.00,1.09,1.06,0.060,[Fe/H],4.39
1,1,28.62565300,2.490,2.410000,0.000000,573,5566.00,0.91,0.94,0.030,[Fe/H],4.50
1,1,6.98152703,1.420,4.990000,0.000000,1384,6179.00,2.17,1.45,0.110,[Fe/H],3.93
1,1,3.65691115,1.480,4.730000,0.000000,1368,6296.00,1.36,1.23,0.040,[Fe/H],4.26
1,1,12.57200950,1.190,5.900000,0.000000,886,6188.00,1.21,1.14,-0.020,[Fe/H],4.33
1,1,40.83650120,1.600,4.280000,0.000000,496,5578.00,0.92,0.94,-0.010,[Fe/H],4.49
1,1,3.23941344,1.010,5.390000,0.000000,1213,6074.00,1.16,1.11,0.020,[Fe/H],4.35
1,1,23.47741010,1.750,3.800000,0.000000,738,6221.00,1.33,1.21,0.060,[Fe/H],4.26
1,1,66.55790570,1.870,3.500000,0.000000,757,6227.00,1.32,1.20,0.040,[Fe/H],4.28
1,1,3.11602791,1.640,4.150000,0.000000,1123,5353.00,0.83,0.87,-0.040,[Fe/H],4.55
1,1,2.13194651,1.550,4.460000,0.000000,1418,5504.00,0.89,0.92,0.010,[Fe/H],4.51
1,1,12.94609780,1.910,3.400000,0.000000,764,6175.00,1.25,1.16,0.040,[Fe/H],4.31
1,1,0.66407381,1.210,5.960000,0.000000,1703,5123.00,0.79,0.84,0.030,[Fe/H],4.57
1,1,14.79674580,0.970,5.240000,0.000000,874,6170.00,1.28,1.20,0.160,[Fe/H],4.30
1,1,11.25402929,2.150,2.910000,0.000000,888,5753.00,0.98,1.00,0.030,[Fe/H],4.45
1,1,11.47685909,1.540,4.500000,0.000000,796,5715.00,0.94,0.96,-0.050,[Fe/H],4.48
1,1,2.76122421,1.120,5.710000,0.000000,2017,6132.00,1.29,1.20,0.140,[Fe/H],4.29
1,1,7.99019627,1.520,4.570000,0.000000,1113,6080.00,1.17,1.10,0.020,[Fe/H],4.35
1,1,4.69500134,1.420,4.990000,0.000000,1098,5660.00,0.93,0.95,-0.020,[Fe/H],4.49
1,1,8.63043276,1.660,4.070000,0.000000,739,5216.00,0.80,0.84,-0.040,[Fe/H],4.56
1,1,3.27646405,1.820,3.620000,0.000000,1195,5556.00,0.93,0.95,0.080,[Fe/H],4.49
1,1,5.57654784,0.970,5.240000,0.000000,1183,6241.00,1.28,1.18,0.000,[Fe/H],4.29
1,1,115.68622580,3.190,1.740000,0.000000,401,5776.00,0.97,0.99,-0.030,[Fe/H],4.46
1,1,3.81371974,1.550,4.460000,0.000000,1029,5486.00,0.89,0.92,0.040,[Fe/H],4.51
1,1,8.38398650,0.910,5.050000,0.000000,1285,5359.00,0.83,0.87,-0.040,[Fe/H],4.55
1,1,1.68189002,0.970,5.240000,0.000000,1790,5818.00,0.99,0.99,-0.040,[Fe/H],4.45
1,1,7.12811928,1.310,5.550000,0.000000,1373,6339.00,2.00,1.45,0.130,[Fe/H],4.00
1,1,19.94008740,2.980,1.900000,0.000000,588,5609.00,0.91,0.94,-0.010,[Fe/H],4.50
1,1,22.24190920,1.370,5.240000,0.000000,954,6130.00,1.79,1.29,0.050,[Fe/H],4.04
1,1,9.08237046,1.400,5.090000,0.000000,734,5188.00,0.81,0.85,0.010,[Fe/H],4.56
1,1,8.83922659,1.430,4.940000,0.000000,778,5236.00,0.82,0.86,0.040,[Fe/H],4.55
1,1,7.56127224,1.420,4.990000,0.000000,891,5771.00,1.00,1.01,0.040,[Fe/H],4.44
1,1,16.12888530,2.290,2.680000,0.000000,715,5259.00,0.81,0.85,-0.050,[Fe/H],4.56
1,1,13.56309720,1.880,3.470000,0.000000,733,5701.00,0.96,0.97,0.010,[Fe/H],4.47
1,1,16.29595382,1.910,3.400000,0.000000,678,5727.00,0.97,0.98,0.000,[Fe/H],4.45
1,1,18.01621096,2.470,2.430000,0.000000,768,5884.00,1.08,1.06,0.060,[Fe/H],4.39
1,1,2.10433812,0.520,3.650000,0.000000,662,3468.00,0.34,0.35,-0.130,[Fe/H],4.92
1,1,28.84326470,2.370,2.560000,0.000000,491,5235.00,0.80,0.85,-0.030,[Fe/H],4.56
1,1,0.67933627,1.440,4.910000,0.000000,1883,5549.00,0.88,0.91,-0.070,[Fe/H],4.51
1,1,5.44832529,2.100,3.000000,0.000000,978,5719.00,0.92,0.99,-0.020,[Fe/H],4.51
1,1,3.83309118,1.760,3.780000,0.000000,1012,5453.00,0.85,0.92,0.000,[Fe/H],4.54
1,1,5.42474928,5.110,0.943000,0.000000,625,4188.00,0.59,0.60,-0.220,[Fe/H],4.68
1,1,0.84338011,1.380,5.190000,0.000000,1541,4861.00,0.75,0.80,0.070,[Fe/H],4.60
1,1,87.97321360,3.540,1.520000,0.000000,446,5884.00,1.12,1.04,0.030,[Fe/H],4.36
1,1,0.56887443,1.560,4.410000,0.000000,1796,5144.00,0.79,0.83,-0.010,[Fe/H],4.57
1,1,213.25766300,3.110,1.800000,0.000000,202,4598.00,0.70,0.73,-0.010,[Fe/H],4.62
1,1,0.86838653,1.700,3.950000,0.000000,1389,4817.00,0.74,0.80,0.100,[Fe/H],4.60
1,1,0.96286738,1.610,4.240000,0.000000,1666,5488.00,0.87,0.90,-0.070,[Fe/H],4.52
1,1,0.92990668,1.520,4.570000,0.000000,2291,6169.00,1.40,1.18,0.020,[Fe/H],4.21
1,1,4.11584468,1.510,4.610000,0.000000,895,4776.00,0.73,0.78,0.050,[Fe/H],4.61
1,1,33.87868380,2.860,2.010000,0.000000,564,5550.00,0.91,0.93,0.010,[Fe/H],4.50
1,1,42.35142670,4.180,1.230000,0.000000,938,6725.00,1.74,1.45,0.020,[Fe/H],4.12
1,1,14.88801098,1.800,3.670000,0.000000,831,5885.00,1.03,1.02,-0.030,[Fe/H],4.42
