pl_name,hostname,sy_snum,sy_pnum,pl_controv_flag,pl_orbper,pl_orbsmax,pl_rade,pl_radj,pl_bmasse,pl_bmassj,pl_bmassprov,pl_orbeccen,pl_insol,pl_eqt,ttv_flag,st_spectype,st_teff,st_rad,st_mass,st_met,st_metratio,st_lum,st_logg,st_age,st_dens,st_vsin,st_rotp,st_radv,sy_gaiamag
Kepler-998 b,Kepler-998,1,1,0,5.65377733,0.062600,2.320,0.207,5.99000,0.01890,M-R relationship,0.000000,409.92,1020,0,,6058.00,1.18,1.12,0.070,[Fe/H],0.193,4.34,3.310,5.80107,,,,14.3408000
Kepler-999 b,Kepler-999,1,1,0,5.99185702,0.068100,2.340,0.209,6.08000,0.01910,M-R relationship,0.000000,740.17,1355,0,,6237.00,1.65,1.29,0.050,[Fe/H],0.538,4.11,3.090,0.35446,,,-52.35,12.2343000
L 168-9 b,L 168-9,1,1,0,1.40150000,0.020910,1.390,0.124,4.60000,0.01447,Mass,0.210000,149.37,965,0,M1 V,3800.00,0.60,0.62,0.040,[Fe/H],-1.172,4.04,,3.88024,,29.80,,10.2316000
L 98-59 b,L 98-59,1,3,0,2.25310000,0.022820,0.800,0.071,1.01000,0.00318,Mass,0.120000,23.90,610,0,M3 V,3412.00,0.31,0.31,-0.500,[Fe/H],-1.947,4.94,1.000,15.80000,0.0000,78.00,-5.68,10.5976000
L 98-59 c,L 98-59,1,3,0,3.69040000,0.031700,1.350,0.120,2.42000,0.00761,Mass,0.070000,12.40,517,0,M3 V,3412.00,0.31,0.31,-0.500,[Fe/H],-1.947,4.94,1.000,15.80000,0.0000,78.00,-5.68,10.5976000
L 98-59 d,L 98-59,1,3,0,7.45120000,0.050600,1.570,0.140,2.31000,0.00727,Mass,0.090000,4.85,409,0,M3 V,3412.00,0.31,0.31,-0.500,[Fe/H],-1.947,4.94,1.000,15.80000,0.0000,78.00,-5.68,10.5976000
LHS 1140 b,LHS 1140,1,2,0,24.73695900,0.093600,1.727,0.154,6.98000,0.02196,Mass,0.060000,0.50,235,0,M4.5 V,3216.00,0.21,0.18,-0.240,[Fe/H],-2.356,5.04,5.000,25.99071,,131.00,-13.23,12.6706000
LHS 1140 c,LHS 1140,1,2,0,3.77793100,0.026750,1.282,0.114,1.81000,0.00569,Mass,0.310000,6.16,438,0,M4.5 V,3216.00,0.21,0.18,-0.240,[Fe/H],-2.356,5.04,5.000,25.99071,,131.00,-13.23,12.6706000
LHS 1815 b,LHS 1815,1,1,0,3.81433000,0.040400,1.088,0.097,8.70000,0.02737,Mass,0.000000,17.80,617,0,M1,3643.00,0.50,0.50,-0.120,[Fe/H],-1.387,4.77,,5.60000,,47.80,42.22,11.2362000
LHS 3844 b,LHS 3844,1,1,0,0.46292913,0.006220,1.303,0.116,2.25000,0.00708,M-R relationship,,70.10,805,0,M5,3036.00,0.19,0.15,,,-2.565,5.06,,31.73000,,,,13.3925000
LP 714-47 b,LP 714-47,1,1,0,4.05203700,0.041700,4.700,0.419,30.80000,0.09691,Mass,0.040000,17.22,700,0,M0.0 V,3950.00,0.58,0.59,0.410,[Fe/H],-1.125,4.64,,3.73287,2.0000,33.00,-8.04,11.7282000
LP 791-18 b,LP 791-18,1,2,0,0.94800500,0.009690,1.120,0.100,1.46000,0.00459,M-R relationship,0.000000,21.50,650,0,M(6.1+/-0.7) V,2960.00,0.17,0.14,-0.090,[Fe/H],-2.697,5.12,0.500,31.10000,2.0000,,14.10,15.0715000
LP 791-18 c,LP 791-18,1,2,0,4.98996300,0.029392,2.310,0.206,5.95000,0.01870,M-R relationship,0.000000,2.35,370,0,M(6.1+/-0.7) V,2960.00,0.17,0.14,-0.090,[Fe/H],-2.697,5.12,0.500,31.10000,2.0000,,14.10,15.0715000
LSPM J2116+0234 b,LSPM J2116+0234,1,1,0,14.43990000,0.087600,3.710,0.331,13.30000,0.04185,Msini,0.183000,,,0,M3.0 V,3475.00,0.43,0.43,-0.050,[Fe/H],-1.699,4.95,2.000,7.51790,2.0000,42.00,,10.8595000
LTT 9779 b,LTT 9779,1,1,0,0.79205200,0.016790,4.720,0.421,29.32000,0.09225,Mass,0.000000,2681.61,1978,0,G7 V,5443.00,0.95,0.77,0.270,[Fe/H],-0.149,4.35,1.900,1.81000,1.0600,45.00,-10.63,9.6000600
LkCa 15 b,LkCa 15,1,2,1,,14.700000,,,,,Msini,,,,0,,4194.00,1.61,,0.260,[Fe/H],-0.192,3.65,,,16.8200,,,11.5887000
LkCa 15 c,LkCa 15,1,2,1,,18.600000,,,,,Msini,,,,0,,4194.00,1.61,,0.260,[Fe/H],-0.192,3.65,,,16.8200,,,11.5887000
Lupus-TR-3 b,Lupus-TR-3,1,1,0,3.91405000,0.046400,9.976,0.890,257.43100,0.81000,Mass,0.000000,,,0,,5000.00,0.82,0.87,,,-1.464,4.96,,11.19938,,,,18.7650000
MASCARA-1 b,MASCARA-1,1,1,0,2.14878000,0.043000,16.814,1.500,1175.97100,3.70000,Mass,0.000000,,2570,0,A8,7554.00,2.10,1.72,0.000,[Fe/H],1.176,4.00,1.000,0.33000,109.0000,,,8.2424300
MOA-2007-BLG-192L b,MOA-2007-BLG-192L,1,1,0,,0.620000,1.630,0.146,3.30000,0.01000,Mass,,,,0,,,,0.06,,,,,,,,,,
MOA-2007-BLG-400L b,MOA-2007-BLG-400L,1,1,0,,6.500000,13.900,1.240,260.00000,0.83000,Mass,,,103,0,,,,0.30,,,,,,,,,,
MOA-2008-BLG-310L b,MOA-2008-BLG-310L,1,1,0,,1.100000,5.180,0.462,23.40000,0.07360,Mass,,,,0,,,,0.21,,,,,,,,,,
MOA-2008-BLG-379L b,MOA-2008-BLG-379L,1,1,0,,2.700000,13.000,1.160,1300.00000,4.10000,Mass,,,,0,K,,,0.56,,,,,,,,,,
MOA-2009-BLG-266L b,MOA-2009-BLG-266L,1,1,0,2774.00000000,3.200000,3.210,0.286,10.40000,0.03270,Mass,,,,0,,,,0.56,,,,,,,,,,
MOA-2009-BLG-319L b,MOA-2009-BLG-319L,1,1,0,,2.030000,9.640,0.860,67.30000,0.21200,Mass,,,,0,,,,0.52,,,,,,,,,,
MOA-2009-BLG-387L b,MOA-2009-BLG-387L,1,1,0,1982.00000000,1.800000,13.200,1.180,830.00000,2.60000,Mass,,,,0,,,,0.19,,,,,,,,,,
MOA-2010-BLG-073L b,MOA-2010-BLG-073L,1,1,0,,1.210000,12.400,1.110,3500.00000,11.00000,Mass,,,,0,,,,0.16,,,,,,,,,,
MOA-2010-BLG-117L b,MOA-2010-BLG-117L,1,1,0,,2.420000,14.200,1.270,170.00000,0.54000,Mass,,,,0,,,,0.58,,,,,,,,,,
MOA-2010-BLG-328L b,MOA-2010-BLG-328L,1,1,0,,0.920000,2.990,0.266,9.20000,0.02900,Mass,,,,0,,,,0.11,,,,,,,,,,
MOA-2010-BLG-353L b,MOA-2010-BLG-353L,1,1,0,,1.720000,11.100,0.994,86.00000,0.27000,Mass,,,,0,,,,0.18,,,,,,,,,,
MOA-2010-BLG-477L b,MOA-2010-BLG-477L,1,1,0,,2.000000,13.600,1.210,480.00000,1.50000,Mass,,,,0,,5950.00,,0.67,,,,,,,,,,
MOA-2011-BLG-028L b,MOA-2011-BLG-028L,1,1,0,,4.140000,5.990,0.535,30.00000,0.09000,Mass,,,,0,,,,0.75,,,,,,,,,,
MOA-2011-BLG-262L b,MOA-2011-BLG-262L,1,1,0,,0.950000,4.290,0.383,17.00000,0.05300,Mass,,,,0,,,,0.11,,,,,,,,,,
MOA-2011-BLG-291L b,MOA-2011-BLG-291L,1,1,0,,0.690000,4.430,0.396,18.00000,0.05700,Mass,,,,0,,,,0.15,,,,,,,,,,
MOA-2011-BLG-293L b,MOA-2011-BLG-293L,1,1,0,547.50000000,1.100000,12.900,1.150,1500.00000,4.80000,Mass,,,,0,,,,0.86,,,,,,,,,,
MOA-2011-BLG-322L b,MOA-2011-BLG-322L,1,1,0,,4.300000,12.400,1.110,3690.00000,11.60000,Mass,,,,0,,,,0.39,,,,,,,,,,
MOA-2012-BLG-006L b,MOA-2012-BLG-006L,1,1,0,,10.200000,12.600,1.120,2700.00000,8.40000,Mass,,,,0,,,,0.49,,,,,,,,,,
MOA-2012-BLG-505L b,MOA-2012-BLG-505L,1,1,0,,0.900000,2.480,0.221,6.70000,0.02110,Mass,,,,0,,,,0.10,,,,,,,,,,
MOA-2013-BLG-220L b,MOA-2013-BLG-220L,1,1,0,,3.030000,13.200,1.180,871.00000,2.74000,Mass,,,,0,,,,0.88,,,,,,,,,,
MOA-2013-BLG-605L b,MOA-2013-BLG-605L,1,1,0,,0.930000,1.620,0.144,3.24000,0.01020,Mass,,,,0,,,,0.02,,,,,,,,,,
MOA-2015-BLG-337L b,MOA-2015-BLG-337L,1,1,0,,0.240000,6.420,0.572,33.70000,0.10600,Mass,,,,0,,,,0.01,,,,,,,,,,
MOA-2016-BLG-227L b,MOA-2016-BLG-227L,1,1,0,,1.390000,13.200,1.180,890.00000,2.80000,Mass,,,,0,,,,0.29,,,,,,,,,,
MOA-2016-BLG-319L b,MOA-2016-BLG-319L,1,1,0,,0.950000,14.100,1.260,200.00000,0.62000,Mass,,,,0,,,,0.15,,,,,,,,,,
MOA-bin-1L b,MOA-bin-1L,1,1,0,,8.300000,13.000,1.160,1200.00000,3.70000,Mass,,,,0,,,,0.75,,,,,,,,,,
MOA-bin-29 b,MOA-bin-29,1,1,0,,0.480000,14.100,1.260,190.00000,0.60000,Mass,,,,0,,,,0.03,,,,,,,,,,
NGC 2682 Sand 364 b,NGC 2682 Sand 364,1,1,0,121.71000000,0.530000,12.700,1.130,2126.28270,6.69000,Msini,0.350000,,,0,K3 III,4284.00,39.59,9.06,-0.020,[Fe/H],2.072,2.20,4.150,,,,33.22,9.4037400
NGC 2682 Sand 978 b,NGC 2682 Sand 978,1,1,0,511.21000000,,13.300,1.190,692.86940,2.18000,Msini,0.160000,,,0,K4 III,4200.00,21.02,1.37,-0.020,[M/H],2.157,1.80,,,,,34.57,9.2528600
NGC 2682 YBP 1194 b,NGC 2682 YBP 1194,1,1,0,6.95900000,,12.300,1.100,101.70560,0.32000,Msini,0.300000,,,0,G5 V,5780.00,0.99,1.01,0.023,[Fe/H],-0.011,4.44,4.150,1.43409,,,34.19,14.4666000
NGC 2682 YBP 1514 b,NGC 2682 YBP 1514,1,1,0,5.11800000,,14.000,1.250,127.13200,0.40000,Msini,0.280000,,,0,G5 V,5725.00,0.89,0.96,0.030,[Fe/H],-0.018,4.57,4.150,1.12635,,,34.06,14.6201000
NGC 2682 YBP 401 b,NGC 2682 YBP 401,1,1,0,4.08700000,,14.300,1.270,146.20180,0.46000,Msini,0.150000,,,0,F9 V,6165.00,1.22,1.14,-0.046,[M/H],0.289,4.30,,0.83866,,,33.18,13.5888000
NGTS-1 b,NGTS-1,1,1,0,2.64729800,0.032600,14.908,1.330,258.07796,0.81200,Mass,0.016000,65.30,790,0,M0.5,3916.00,0.57,0.62,0.000,[M/H],-1.153,4.71,,4.40000,1.0000,,97.18,14.8661000
NGTS-10 b,NGTS-10,1,1,0,0.76689440,0.014300,13.507,1.205,687.14846,2.16200,Mass,0.000000,,1332,0,K5 V,4600.00,0.70,0.70,-0.020,[M/H],-0.757,4.59,10.400,,4.0000,17.29,39.09,14.2604000
NGTS-11 b,NGTS-11,1,1,0,35.45533000,0.201000,9.158,0.817,109.33352,0.34400,Mass,0.130000,33.16,435,0,K,5050.00,0.83,0.86,0.220,[Fe/H],-0.395,4.50,3.900,2.10900,1.1000,,21.41,12.1895000
NGTS-12 b,NGTS-12,1,1,0,7.53280600,0.075700,11.747,1.048,66.10864,0.20800,Mass,0.000000,416.00,1257,0,G,5690.00,1.59,1.02,-0.030,[Fe/H],0.338,4.04,9.400,0.35900,0.5000,,-12.60,12.1279000
NGTS-13 b,NGTS-13,1,1,0,4.11902700,0.054900,12.801,1.142,1538.29720,4.84000,Mass,0.086000,1096.00,1605,0,,5819.00,1.79,1.30,0.250,[Fe/H],0.517,4.04,4.230,0.31000,6.2000,,29.35,12.5691000
NGTS-2 b,NGTS-2,1,1,0,4.51116400,0.063000,17.878,1.595,235.19420,0.74000,Mass,0.000000,,1468,0,F5 V,6478.00,1.70,1.64,-0.060,[Fe/H],0.631,4.20,2.170,0.47700,15.2000,,-26.36,10.8605000
NGTS-4 b,NGTS-4,1,1,0,1.33735080,0.019000,3.180,0.284,20.60000,0.06481,Mass,0.000000,,1650,0,,5143.00,0.84,0.75,-0.280,[M/H],-0.353,4.50,,1.91000,2.7500,,111.20,12.9092000
NGTS-5 b,NGTS-5,1,1,0,3.35698660,0.038200,12.733,1.136,72.78307,0.22900,Mass,0.000000,,952,0,K2 V,4987.00,0.74,0.66,0.120,[Fe/H],-0.511,4.52,,2.81225,,,-5.52,13.5260000
NGTS-6 b,NGTS-6,1,1,0,0.88205900,0.016770,14.863,1.326,425.57437,1.33900,Mass,0.000000,,1284,0,,4730.00,0.75,0.77,0.110,[Fe/H],-0.592,4.70,9.770,3.93040,2.8510,,-19.14,13.8175000
NGTS-8 b,NGTS-8,1,1,0,2.49970000,0.035000,12.218,1.090,295.58190,0.93000,Mass,0.010000,503.00,1345,0,K0 V,5241.00,0.98,0.89,0.240,[Fe/H],-0.210,4.41,12.480,1.23245,3.5600,,,13.4954000
NGTS-9 b,NGTS-9,1,1,0,4.43527000,0.058000,11.994,1.070,921.70700,2.90000,Mass,0.060000,729.00,1448,0,F8 V,6330.00,1.38,1.34,0.310,[Fe/H],0.389,4.37,0.960,0.64571,6.3800,,38.79,12.6547000
OGLE-2003-BLG-235L b,OGLE-2003-BLG-235L,1,1,0,,4.300000,13.200,1.180,830.00000,2.60000,Mass,,,,0,K V,,,0.63,,,,,,,,,,
OGLE-2005-BLG-071L b,OGLE-2005-BLG-071L,1,1,0,,3.600000,13.000,1.160,1200.00000,3.80000,Mass,,,55,0,,,,0.46,,,,,,,,,,
OGLE-2005-BLG-169L b,OGLE-2005-BLG-169L,1,1,0,,3.500000,3.840,0.343,14.10000,0.04440,Mass,,,,0,K5,,,0.69,,,,,,,,,,
OGLE-2005-BLG-390L b,OGLE-2005-BLG-390L,1,1,0,3285.00000000,2.600000,2.210,0.197,5.50000,0.01700,Mass,,,50,0,,,,0.22,,,,,,,,,,
OGLE-2006-BLG-109L b,OGLE-2006-BLG-109L,1,2,0,1788.50000000,2.300000,14.000,1.250,231.00000,0.72700,Mass,,,82,0,,,,0.51,,,,,,,,,,
OGLE-2006-BLG-109L c,OGLE-2006-BLG-109L,1,2,0,4927.50000000,4.500000,11.100,0.994,86.00000,0.27000,Mass,0.150000,,59,0,,,,0.51,,,,,,,,,,
OGLE-2007-BLG-368L b,OGLE-2007-BLG-368L,1,1,0,,2.800000,4.720,0.421,20.00000,0.06000,Mass,,,,0,,,,0.64,,,,,,,,,,
OGLE-2008-BLG-355L b,OGLE-2008-BLG-355L,1,1,0,,1.700000,12.900,1.150,1500.00000,4.60000,Mass,,,,0,,,,0.37,,,,,,,,,,
OGLE-2011-BLG-0173L b,OGLE-2011-BLG-0173L,1,1,0,,8.000000,9.010,0.804,60.00000,0.19000,Mass,,,,0,,,,0.41,,,,,,,,,,
OGLE-2011-BLG-0251L b,OGLE-2011-BLG-0251L,1,1,0,,2.720000,14.200,1.270,170.00000,0.53000,Mass,,,,0,M,,,0.26,,,,,,,,,,
OGLE-2011-BLG-0265L b,OGLE-2011-BLG-0265L,1,1,0,,1.890000,13.900,1.240,280.00000,0.88000,Mass,,,,0,,,,0.21,,,,,,,,,,
OGLE-2012-BLG-0026L b,OGLE-2012-BLG-0026L,1,2,0,,4.000000,7.720,0.688,46.10000,0.14500,Mass,,,,0,G5 V,,,1.06,,,,,5.000,,,,,
OGLE-2012-BLG-0026L c,OGLE-2012-BLG-0026L,1,2,0,,4.800000,13.900,1.240,270.00000,0.86000,Mass,,,,0,G5 V,,,1.06,,,,,5.000,,,,,
OGLE-2012-BLG-0358L b,OGLE-2012-BLG-0358L,1,1,0,,0.870000,13.400,1.200,588.00000,1.85000,Mass,,,,0,,,,0.02,,,,,,,,,,
OGLE-2012-BLG-0406L b,OGLE-2012-BLG-0406L,1,1,0,,3.450000,13.200,1.180,868.00000,2.73000,Mass,,,,0,,,,0.44,,,,,,,,,,
OGLE-2012-BLG-0563L b,OGLE-2012-BLG-0563L,1,1,0,,0.740000,13.600,1.210,120.00000,0.39000,Mass,,,,0,,,,0.34,,,,,,,,,,
OGLE-2012-BLG-0724L b,OGLE-2012-BLG-0724L,1,1,0,,1.600000,14.300,1.270,150.00000,0.47000,Mass,,,,0,M V,,,0.29,,,,,,,,,,
OGLE-2012-BLG-0838L b,OGLE-2012-BLG-0838L,1,1,0,,4.430000,8.390,0.748,53.10000,0.16700,Mass,,,,0,,,,0.40,,,,,,,,,,
OGLE-2012-BLG-0950L b,OGLE-2012-BLG-0950L,1,1,0,,2.600000,6.560,0.585,35.00000,0.11000,Mass,,,,0,M V,,,0.57,,,,,,,,,,
OGLE-2013-BLG-0102L b,OGLE-2013-BLG-0102L,1,1,0,,0.800000,12.300,1.100,4100.00000,13.00000,Mass,,,,0,,,,0.10,,,,,,,,,,
OGLE-2013-BLG-0132L b,OGLE-2013-BLG-0132L,1,1,0,,3.600000,11.600,1.030,92.00000,0.29000,Mass,,,,0,,,,0.54,,,,,,,,,,
OGLE-2013-BLG-0911L b,OGLE-2013-BLG-0911L,1,1,0,,0.390000,12.500,1.120,3020.00000,9.51000,Mass,,,,0,,,,0.29,,,,,,,,,,
OGLE-2013-BLG-1721L b,OGLE-2013-BLG-1721L,1,1,0,,2.600000,14.100,1.260,200.00000,0.64000,Mass,,,,0,,,,0.46,,,,,,,,,,
OGLE-2013-BLG-1761L b,OGLE-2013-BLG-1761L,1,1,0,,1.800000,13.200,1.180,860.00000,2.70000,Mass,,,,0,,,,0.33,,,,,,,,,,
OGLE-2014-BLG-0124L b,OGLE-2014-BLG-0124L,1,1,0,,3.110000,14.200,1.270,160.00000,0.51000,Mass,,,,0,,,,0.71,,,,,,,,,,
OGLE-2014-BLG-0676L b,OGLE-2014-BLG-0676L,1,1,0,,4.400000,13.100,1.170,982.00000,3.09000,Mass,,,,0,,,,0.62,,,,,,,,,,
OGLE-2014-BLG-1722L b,OGLE-2014-BLG-1722L,1,2,0,,1.500000,8.590,0.766,55.30000,0.17400,Mass,,,,0,,,,0.40,,,,,,,,,,
OGLE-2014-BLG-1722L c,OGLE-2014-BLG-1722L,1,2,0,,1.700000,11.000,0.978,83.70000,0.26300,Mass,,,,0,,,,0.40,,,,,,,,,,
OGLE-2014-BLG-1760L b,OGLE-2014-BLG-1760L,1,1,0,,1.750000,14.200,1.260,180.00000,0.56000,Mass,,,,0,,,,0.51,,,,,,,,,,
OGLE-2015-BLG-0051L b,OGLE-2015-BLG-0051L,1,1,0,,0.730000,14.000,1.250,230.00000,0.72000,Mass,,,,0,,,,0.10,,,,,,,,,,
OGLE-2015-BLG-0954L b,OGLE-2015-BLG-0954L,1,1,0,,1.600000,13.100,1.170,1100.00000,3.40000,Mass,,,,0,,,,0.30,,,,,,,,,,
OGLE-2015-BLG-0966L b,OGLE-2015-BLG-0966L,1,1,0,,2.700000,4.860,0.433,21.00000,0.06600,Mass,,,,0,,,,0.38,,,,,,,,,,
OGLE-2015-BLG-1649L b,OGLE-2015-BLG-1649L,1,1,0,,2.070000,13.200,1.180,807.00000,2.54000,Mass,,,,0,,,,0.34,,,,,,,,,,
OGLE-2015-BLG-1670L b,OGLE-2015-BLG-1670L,1,1,0,,2.620000,4.420,0.394,17.90000,0.05630,Mass,,,,0,,,,0.55,,,,,,,,,,
OGLE-2015-BLG-1771L b,OGLE-2015-BLG-1771L,1,1,0,,0.850000,14.300,1.280,138.00000,0.43300,Mass,,,,0,,,,0.08,,,,,,,,,,
OGLE-2016-BLG-0263L b,OGLE-2016-BLG-0263L,1,1,0,,5.400000,13.000,1.160,1300.00000,4.10000,Mass,,,,0,,,,0.13,,,,,,,,,,
OGLE-2016-BLG-1067L b,OGLE-2016-BLG-1067L,1,1,0,,1.700000,14.300,1.280,140.00000,0.43000,Mass,,,,0,,,,0.30,,,,,,,,,,
OGLE-2016-BLG-1190L b,OGLE-2016-BLG-1190L,1,1,0,1224.00000000,2.170000,12.300,1.100,4253.00000,13.38000,Mass,,,,0,,,,0.88,,,,,,,,,,
OGLE-2016-BLG-1195L b,OGLE-2016-BLG-1195L,1,1,0,,1.160000,1.110,0.099,1.43000,0.00450,Mass,,,,0,,,,0.08,,,,,,,,,,
OGLE-2016-BLG-1227L b,OGLE-2016-BLG-1227L,1,1,0,,3.400000,13.900,1.240,250.00000,0.79000,Mass,,,,0,,,,0.10,,,,,,,,,,
OGLE-2017-BLG-0173L b,OGLE-2017-BLG-0173L,1,1,0,,3.913000,1.620,0.145,3.26900,0.01029,Mass,,,,0,,,,0.40,,,,,,,,,,
OGLE-2017-BLG-0373L b,OGLE-2017-BLG-0373L,1,1,0,,2.424000,14.000,1.250,127.00000,0.40100,Mass,,,,0,,,,0.25,,,,,,,,,,
OGLE-2017-BLG-0406L b,OGLE-2017-BLG-0406L,1,1,0,,3.500000,14.200,1.270,130.00000,0.41000,Mass,,,,0,,,,0.56,,,,,,,,,,
OGLE-2017-BLG-0482L b,OGLE-2017-BLG-0482L,1,1,0,,1.800000,2.950,0.263,9.00000,0.02800,Mass,,,,0,,,,0.20,,,,,,,,,,
OGLE-2017-BLG-0604L b,OGLE-2017-BLG-0604L,1,1,0,,4.060000,14.200,1.270,160.00000,0.51000,Mass,,,,0,,,,0.70,,,,,,,,,,
OGLE-2017-BLG-1049L b,OGLE-2017-BLG-1049L,1,1,0,,3.920000,12.800,1.140,1760.00000,5.53000,Mass,,,,0,,,,0.55,,,,,,,,,,
OGLE-2017-BLG-1140L b,OGLE-2017-BLG-1140L,1,1,0,,1.020000,13.500,1.210,505.00000,1.59000,Mass,,,,0,,,,0.21,,,,,,,,,,
OGLE-2017-BLG-1375L b,OGLE-2017-BLG-1375L,1,1,0,,3.040000,12.400,1.110,3585.00000,11.28000,Mass,,,,0,,,,0.81,,,,,,,,,,
OGLE-2017-BLG-1434L b,OGLE-2017-BLG-1434L,1,1,0,,1.180000,1.960,0.175,4.50000,0.01400,Mass,,,,0,,,,0.23,,,,,,,,,,
OGLE-2017-BLG-1522L b,OGLE-2017-BLG-1522L,1,1,0,,0.590000,14.000,1.250,240.00000,0.75000,Mass,,,,0,,,,0.04,,,,,,,,,,
OGLE-2018-BLG-0596L b,OGLE-2018-BLG-0596L,1,1,0,,0.970000,3.810,0.340,13.93000,0.04383,Mass,,,,0,,,,0.23,,,,,,,,,,
OGLE-2018-BLG-0677L b,OGLE-2018-BLG-0677L,1,1,0,,0.630000,1.820,0.162,3.96000,0.01250,Mass,,,,0,,,,0.12,,,,,,,,,,
OGLE-2018-BLG-0740L b,OGLE-2018-BLG-0740L,1,1,0,5480.00000000,5.000000,12.900,1.150,1500.00000,4.80000,Mass,0.000000,,,0,G V,5912.00,,1.00,-0.240,[Fe/H],,4.50,,,,,,
OGLE-2018-BLG-1011L b,OGLE-2018-BLG-1011L,1,2,0,,1.800000,13.500,1.200,570.00000,1.80000,Mass,,,,0,,,,0.18,,,,,,,,,,
OGLE-2018-BLG-1011L c,OGLE-2018-BLG-1011L,1,2,0,,0.800000,13.200,1.180,890.00000,2.80000,Mass,,,,0,,,,0.18,,,,,,,,,,
OGLE-2018-BLG-1269L b,OGLE-2018-BLG-1269L,1,1,0,,4.510000,14.100,1.250,210.00000,0.67000,Mass,,,,0,,,,1.11,,,,,,,,,,
OGLE-2018-BLG-1428L b,OGLE-2018-BLG-1428L,1,1,0,,3.300000,14.000,1.250,240.00000,0.77000,Mass,,,,0,,,,0.43,,,,,,,,,,
OGLE-TR-10 b,OGLE-TR-10,1,1,0,3.10127800,0.043400,14.011,1.250,197.04600,0.62000,Mass,0.820000,,1702,0,G2 V,5950.00,1.17,1.14,0.280,[Fe/H],0.188,4.18,3.100,0.50900,7.7000,,-6.25,15.6845000
OGLE-TR-111 b,OGLE-TR-111,1,1,0,4.01444630,0.047300,11.422,1.019,174.79900,0.55000,Mass,0.540000,,1019,0,K2 V,5040.00,0.83,0.82,0.190,,-0.339,4.54,8.800,2.14000,1.0000,,25.15,16.5277000
OGLE-TR-113 b,OGLE-TR-113,1,1,0,1.43247520,0.022890,12.251,1.093,400.44900,1.26000,Mass,0.150000,,1342,0,K4 V,4790.00,0.77,0.78,0.090,,-0.529,4.55,13.200,2.36500,9.0000,,-7.94,15.4430000
OGLE-TR-132 b,OGLE-TR-132,1,1,0,1.68986800,0.030350,13.450,1.200,375.02000,1.18000,Mass,0.600000,,2013,0,F5 V,6210.00,1.32,1.30,0.370,[Fe/H],0.371,4.31,1.200,0.72000,,,39.68,16.4883000
OGLE-TR-182 b,OGLE-TR-182,1,1,0,3.97910000,0.051000,12.666,1.130,320.99500,1.01000,Mass,0.000000,,1550,0,,5924.00,1.14,1.14,0.370,,0.241,4.14,4.300,0.46000,,,,16.6783000
OGLE-TR-211 b,OGLE-TR-211,1,1,0,3.67724000,0.051000,15.244,1.360,327.35100,1.03000,Mass,0.000000,,1686,0,,6325.00,1.64,1.33,0.110,,0.267,4.17,2.600,0.48600,,,,15.0702000
OGLE-TR-56 b,OGLE-TR-56,1,1,0,1.21191890,0.023830,15.278,1.363,441.77000,1.39000,Mass,0.670000,,2212,0,F8 V,6050.00,1.74,1.17,0.250,[Fe/H],0.350,4.09,3.000,0.36100,3.2000,,-48.32,12.9092250
OGLE2-TR-L9 b,OGLE2-TR-L9,1,1,0,2.48553350,0.030800,18.046,1.610,1430.17500,4.50000,Mass,,,2034,0,,6933.00,1.53,1.52,-0.050,[Fe/H],0.512,4.24,1.000,0.59700,39.3300,,,14.5637000
Oph 11 b,Oph 11,1,1,0,7300000.00000000,243.000000,12.300,1.100,4449.62000,14.00000,Mass,,,2175,0,M9,2375.00,0.23,0.02,,,-2.770,4.25,5.000,22.64533,,,,18.9120000
PDS 70 b,PDS 70,1,2,0,43500.00000000,20.000000,30.488,2.720,953.49000,3.00000,Mass,0.190000,,1204,0,K7,3972.00,1.26,0.76,-0.110,[Fe/H],-0.456,3.68,0.005,0.54110,17.2700,,3.13,11.5848000
PDS 70 c,PDS 70,1,2,0,,34.000000,22.866,2.040,635.66000,2.00000,Mass,0.110000,,995,0,K7,3972.00,1.06,0.76,-0.110,[Fe/H],-0.489,3.68,0.005,0.54110,17.2700,,3.13,11.5848000
PH2 b,PH2,1,1,0,282.52550000,0.828000,10.120,0.903,25426.40000,80.00000,Mass,0.410000,1.21,281,0,,5629.00,1.00,0.94,-0.078,[Fe/H],-0.102,4.41,2.040,1.30000,1.4300,,,12.5811000
POTS-1 b,POTS-1,1,1,0,3.16062960,0.037340,10.548,0.941,734.16000,2.31000,Mass,,,,0,K5 V,4400.00,0.59,0.69,-0.030,[Fe/H],-1.087,4.63,,4.81400,5.3000,,-16.23,17.2604000
PSR B0329+54 b,PSR B0329+54,1,1,0,10140.00000000,10.260000,1.220,0.109,1.97000,0.00620,Msini,0.236000,,,0,,,,1.44,,,,,,,,,,20.1861000
PSR B1257+12 b,PSR B1257+12,1,3,0,25.26200000,0.190000,0.338,0.030,0.02000,0.00006,Mass,0.000000,,,0,,,,1.40,,,,,3.000,,,,,
PSR B1257+12 c,PSR B1257+12,1,3,0,66.54190000,0.360000,1.910,0.170,4.30000,0.01353,Mass,0.018600,,,0,,,,1.40,,,,,3.000,,,,,
PSR B1257+12 d,PSR B1257+12,1,3,0,98.21140000,0.460000,1.800,0.161,3.90000,0.01227,Mass,0.026400,,,0,,,,1.40,,,,,3.000,,,,,
