pl_name,hostname,sy_snum,sy_pnum,pl_orbper,pl_orbsmax,pl_rade,pl_radj,pl_bmasse,pl_bmassj,pl_orbeccen,st_spectype,st_teff,st_rad,st_mass,st_met,st_metratio,st_age,st_dens,sy_dist
Kepler-1523 b,Kepler-1523,1,1,0.93875077,0.018500,1.580,0.141,3.12000,0.00982,0.000000,,5708.00,0.96,0.97,0.000,[Fe/H],4.370,3.37522,865.5960000
Kepler-1524 b,Kepler-1524,1,1,70.96746030,0.339200,3.540,0.316,12.30000,0.03860,0.000000,,6179.00,1.25,1.17,0.040,[Fe/H],2.880,1.96319,381.7730000
Kepler-1525 b,Kepler-1525,1,1,2.41660118,0.036000,0.910,0.081,0.69300,0.00218,0.000000,,5748.00,1.04,1.07,0.270,[Fe/H],2.820,1.17993,382.9890000
Kepler-1526 b,Kepler-1526,1,1,3.90863200,0.041800,2.430,0.217,6.48000,0.02040,0.000000,,4601.00,0.69,0.73,-0.010,[Fe/H],4.680,6.31698,555.5740000
Kepler-1527 b,Kepler-1527,1,1,160.12991800,0.627600,4.770,0.426,20.40000,0.06410,0.000000,,6224.00,1.32,1.21,0.070,[Fe/H],2.820,0.31933,1842.1300000
Kepler-1528 b,Kepler-1528,1,1,1.79111021,0.029600,1.460,0.130,2.73000,0.00859,0.000000,,5857.00,1.03,1.03,0.030,[Fe/H],3.890,1.72820,817.5340000
Kepler-1529 b,Kepler-1529,1,1,5.33905686,0.052500,2.100,0.187,5.06000,0.01590,0.000000,,5048.00,0.77,0.81,-0.030,[Fe/H],4.790,10.95654,661.0140000
Kepler-153 b,Kepler-153,1,2,18.87022700,0.129000,2.920,0.261,8.85000,0.02790,0.000000,,5404.00,0.89,0.83,-0.120,[Fe/H],13.800,5.61288,459.3680000
Kepler-153 c,Kepler-153,1,2,46.90232000,0.237000,2.530,0.226,6.94000,0.02180,0.000000,,5404.00,0.89,0.83,-0.120,[Fe/H],13.800,5.68569,459.3680000
Kepler-1530 b,Kepler-1530,1,2,2.59044340,0.037100,1.640,0.146,3.33000,0.01050,0.000000,,5477.00,0.88,0.92,0.030,[Fe/H],4.270,2.25028,489.8760000
Kepler-1530 c,Kepler-1530,1,2,5.32274060,0.060000,1.650,0.147,3.36000,0.01060,0.000000,,5477.00,0.88,0.92,0.030,[Fe/H],4.270,2.76538,489.8760000
Kepler-1531 b,Kepler-1531,1,1,1.13854338,0.022000,1.110,0.099,1.41000,0.00444,0.000000,,6260.00,1.27,1.16,-0.030,[Fe/H],2.820,0.92465,666.3340000
Kepler-1532 b,Kepler-1532,1,1,1.09366356,0.020600,1.350,0.120,2.39000,0.00752,0.000000,,5559.00,0.88,0.91,-0.100,[Fe/H],4.270,2.32608,798.2460000
Kepler-1533 b,Kepler-1533,1,1,308.54710000,0.962500,3.460,0.309,11.80000,0.03720,0.000000,,6431.00,1.51,1.31,0.030,[Fe/H],2.190,0.43857,966.8010000
Kepler-1534 b,Kepler-1534,1,1,5.71668872,0.059900,1.890,0.169,4.23000,0.01330,0.000000,,5442.00,0.86,0.90,-0.010,[Fe/H],4.570,6.81343,1107.0000000
Kepler-1535 b,Kepler-1535,1,1,138.94420000,0.532900,2.550,0.227,7.04000,0.02210,0.000000,,6021.00,1.11,1.08,0.000,[Fe/H],3.470,0.98758,897.7330000
Kepler-1536 b,Kepler-1536,1,1,364.75803100,0.850700,3.140,0.280,10.00000,0.03150,0.000000,,4434.00,0.67,0.71,0.050,[Fe/H],2.950,0.28680,387.2480000
Kepler-1537 b,Kepler-1537,1,1,1.44445380,0.024500,1.180,0.105,1.76000,0.00553,0.000000,,5079.00,0.77,0.81,-0.080,[Fe/H],5.010,9.67479,517.2920000
Kepler-1538 b,Kepler-1538,1,1,175.13881900,0.609500,2.820,0.252,8.35000,0.02630,0.000000,,5837.00,1.03,1.03,0.020,[Fe/H],4.370,1.25633,1125.3000000
Kepler-1539 b,Kepler-1539,1,1,133.30367410,0.476500,2.700,0.241,7.75000,0.02440,0.000000,,5176.00,0.80,0.84,-0.010,[Fe/H],4.790,3.02160,748.3260000
Kepler-154 b,Kepler-154,1,5,33.04053200,0.198000,2.260,0.202,5.73000,0.01800,0.000000,,5690.00,1.00,0.98,-0.040,[Fe/H],4.470,5.84640,915.2120000
Kepler-154 c,Kepler-154,1,5,62.30327600,0.303000,2.950,0.263,9.01000,0.02830,0.000000,,5690.00,1.00,0.98,-0.040,[Fe/H],4.470,0.50914,915.2120000
Kepler-154 d,Kepler-154,1,5,20.54981883,0.141500,3.840,0.343,14.10000,0.04440,0.000000,,5769.00,0.98,0.98,-0.040,[Fe/H],4.470,1.12051,915.2120000
Kepler-154 e,Kepler-154,1,5,3.93276465,0.047000,1.500,0.134,2.86000,0.00899,0.000000,,5769.00,0.98,0.98,-0.040,[Fe/H],4.470,1.18089,915.2120000
Kepler-154 f,Kepler-154,1,5,9.91935684,0.087100,1.500,0.134,2.86000,0.00899,0.000000,,5769.00,0.98,0.98,-0.040,[Fe/H],4.470,1.03249,915.2120000
Kepler-1540 b,Kepler-1540,2,1,125.41311770,0.442600,2.490,0.222,6.76000,0.02130,0.000000,,4540.00,0.69,0.74,0.100,[Fe/H],2.510,107.44923,244.9600000
Kepler-1541 b,Kepler-1541,1,1,8.40691199,0.078100,1.160,0.103,1.65000,0.00521,0.000000,,5282.00,0.81,0.86,-0.040,[Fe/H],4.470,10.44514,416.6920000
Kepler-1542 b,Kepler-1542,1,4,3.95116882,0.047900,0.760,0.068,0.36300,0.00114,0.000000,,5564.00,0.99,0.94,0.060,[Fe/H],8.510,0.92434,399.1140000
Kepler-1542 c,Kepler-1542,1,4,2.89223021,0.038900,0.650,0.058,0.20800,0.00065,0.000000,,5564.00,0.99,0.94,0.060,[Fe/H],8.510,0.92434,399.1140000
Kepler-1542 d,Kepler-1542,1,4,5.99273738,0.063200,0.870,0.078,0.59000,0.00186,0.000000,,5564.00,0.99,0.94,0.060,[Fe/H],8.510,0.92434,399.1140000
Kepler-1542 e,Kepler-1542,1,4,5.10115756,0.056700,0.760,0.068,0.36300,0.00114,0.000000,,5564.00,0.99,0.94,0.060,[Fe/H],8.510,0.92434,399.1140000
Kepler-1543 b,Kepler-1543,1,1,6.96710269,0.086700,2.710,0.242,7.80000,0.02450,0.000000,,6561.00,1.65,1.39,0.070,[Fe/H],1.910,0.75391,921.7840000
Kepler-1544 b,Kepler-1544,1,1,168.81117400,0.542100,1.780,0.159,3.82000,0.01200,0.000000,,4886.00,0.74,0.81,0.020,[Fe/H],2.340,2.06000,335.0900000
Kepler-1545 b,Kepler-1545,1,1,163.69234900,0.544200,2.700,0.241,7.75000,0.02440,0.000000,,5201.00,0.80,0.84,-0.060,[Fe/H],4.470,4.68026,729.9640000
Kepler-1546 b,Kepler-1546,1,1,19.59749710,0.136600,3.130,0.279,9.96000,0.03130,0.000000,,5623.00,0.93,0.95,0.010,[Fe/H],3.720,1.92028,931.9560000
Kepler-1547 b,Kepler-1547,1,1,0.69297968,0.016500,0.900,0.080,0.66600,0.00210,0.000000,,6078.00,1.18,1.12,0.040,[Fe/H],3.390,0.71633,674.6950000
Kepler-1548 b,Kepler-1548,1,1,124.82867900,0.467900,2.640,0.236,7.46000,0.02350,0.000000,,5706.00,0.97,0.99,0.050,[Fe/H],4.370,4.08760,872.2790000
Kepler-1549 b,Kepler-1549,1,1,214.88654500,0.668700,2.570,0.229,7.13000,0.02240,0.000000,,5324.00,0.84,0.88,0.020,[Fe/H],4.790,1.90642,803.0520000
Kepler-155 b,Kepler-155,1,2,5.93119400,0.056000,2.090,0.186,5.02000,0.01580,0.000000,M0 V,4508.00,0.62,0.64,-0.142,[M/H],2.900,1.00752,293.4990000
Kepler-155 c,Kepler-155,1,2,52.66179300,0.242000,2.240,0.200,5.65000,0.01780,0.000000,M0 V,4508.00,0.62,0.64,-0.142,[M/H],2.900,4.11000,293.4990000
Kepler-1550 b,Kepler-1550,1,1,225.58280900,0.768100,3.020,0.269,9.38000,0.02950,0.000000,,5991.00,1.11,1.07,0.010,[Fe/H],3.550,1.46229,1179.0100000
Kepler-1551 b,Kepler-1551,1,1,24.49736980,0.177200,2.660,0.237,7.56000,0.02380,0.000000,,6136.00,1.22,1.14,0.010,[Fe/H],2.880,1.10553,1463.7200000
Kepler-1552 b,Kepler-1552,1,1,184.77185300,0.604500,2.470,0.220,6.66000,0.02100,0.000000,,5202.00,0.78,0.85,-0.070,[Fe/H],3.310,1.71000,769.0960000
Kepler-1553 b,Kepler-1553,1,1,4.24261881,0.048100,1.150,0.103,1.60000,0.00505,0.000000,,5288.00,0.81,0.85,-0.090,[Fe/H],4.570,2.03642,692.5940000
Kepler-1554 b,Kepler-1554,1,1,198.08877400,0.631400,2.900,0.259,8.75000,0.02750,0.000000,,5297.00,0.81,0.84,-0.100,[Fe/H],4.680,2.48796,946.8470000
Kepler-1555 b,Kepler-1555,1,1,8.10501635,0.080500,1.610,0.144,3.22000,0.01010,0.000000,,5866.00,1.06,1.04,0.030,[Fe/H],4.370,0.72654,2013.2700000
Kepler-1556 b,Kepler-1556,1,1,8.82713457,0.082900,1.960,0.175,4.50000,0.01420,0.000000,,5608.00,0.95,0.97,0.080,[Fe/H],4.900,8.39086,944.5400000
Kepler-1557 b,Kepler-1557,1,1,3.74032496,0.049000,1.530,0.136,2.96000,0.00930,0.000000,,6099.00,1.17,1.11,0.020,[Fe/H],3.310,2.12805,1380.1600000
Kepler-1558 b,Kepler-1558,1,1,3.50470358,0.041900,0.680,0.061,0.24400,0.00077,0.000000,,5101.00,0.79,0.83,0.000,[Fe/H],4.900,3.74289,325.7370000
Kepler-1559 b,Kepler-1559,1,1,0.97191543,0.018000,0.720,0.064,0.29900,0.00094,0.000000,,5316.00,0.82,0.86,-0.040,[Fe/H],4.270,1.67188,614.8270000
Kepler-156 b,Kepler-156,1,2,4.97345600,0.054000,2.300,0.205,5.90000,0.01860,0.000000,,5094.00,0.81,0.84,0.254,[M/H],5.370,1.63761,443.4830000
Kepler-156 c,Kepler-156,1,2,15.90680100,0.117000,2.550,0.227,7.04000,0.02210,0.000000,,5094.00,0.81,0.84,0.254,[M/H],5.370,2.29229,443.4830000
Kepler-1560 b,Kepler-1560,1,1,3.03195744,0.039700,0.890,0.079,0.64000,0.00201,0.000000,,5815.00,1.02,1.02,0.040,[Fe/H],4.170,1.41640,502.4970000
Kepler-1561 b,Kepler-1561,1,1,1.00520701,0.019400,1.090,0.097,1.32000,0.00416,0.000000,,5957.00,1.11,1.07,0.040,[Fe/H],3.390,2.00283,839.0760000
Kepler-1562 b,Kepler-1562,1,1,64.27377520,0.330800,3.550,0.317,12.30000,0.03880,0.000000,,5760.00,1.05,1.02,0.110,[Fe/H],4.790,0.38317,2060.7200000
Kepler-1563 b,Kepler-1563,1,1,3.43276598,0.044200,0.750,0.067,0.34700,0.00109,0.000000,,5765.00,0.99,1.00,0.020,[Fe/H],4.070,0.28641,616.6970000
Kepler-1564 b,Kepler-1564,1,1,18.05403810,0.132700,1.470,0.131,2.76000,0.00869,0.000000,,5528.00,0.90,0.93,0.030,[Fe/H],4.570,1.57821,908.8050000
Kepler-1565 b,Kepler-1565,1,1,1.53818844,0.024100,1.190,0.106,1.81000,0.00570,0.000000,,4940.00,0.73,0.76,-0.160,[Fe/H],5.620,2.54419,629.9300000
Kepler-1566 b,Kepler-1566,1,1,0.53991524,0.012100,0.790,0.070,0.41800,0.00131,0.000000,,5254.00,0.81,0.84,-0.070,[Fe/H],5.010,2.85988,466.5860000
Kepler-1567 b,Kepler-1567,1,1,153.97957800,0.552000,2.730,0.244,7.90000,0.02490,0.000000,,5655.00,0.93,0.95,-0.030,[Fe/H],4.170,1.90062,1206.1100000
Kepler-1568 b,Kepler-1568,1,1,20.92539200,0.149900,1.300,0.116,2.24000,0.00705,0.000000,,5956.00,1.19,1.09,0.090,[Fe/H],4.570,0.54814,916.3130000
Kepler-1569 b,Kepler-1569,1,1,5.79180156,0.065400,1.680,0.150,3.46000,0.01090,0.000000,,6319.00,1.40,1.25,0.060,[Fe/H],2.450,1.38609,945.4540000
Kepler-157 b,Kepler-157,1,3,1.73234200,0.028000,1.320,0.118,2.30000,0.00724,0.000000,,5774.00,1.04,1.02,-0.059,[M/H],4.070,1.38122,773.7130000
Kepler-157 c,Kepler-157,1,3,13.54050000,0.110000,2.240,0.200,5.65000,0.01780,0.000000,,5774.00,1.04,1.02,-0.059,[M/H],4.070,1.29576,773.7130000
Kepler-157 d,Kepler-157,1,3,7.02573474,0.069800,1.460,0.130,2.73000,0.00859,0.000000,,5866.00,1.03,1.02,-0.010,[Fe/H],4.070,6.48970,773.7130000
Kepler-1570 b,Kepler-1570,1,1,26.54895500,0.178400,1.070,0.095,1.24000,0.00390,0.000000,,5550.00,0.89,0.92,-0.040,[Fe/H],4.170,0.44967,918.9950000
Kepler-1571 b,Kepler-1571,1,1,3.38555488,0.043200,1.520,0.136,2.92000,0.00920,0.000000,,6297.00,1.39,1.23,0.040,[Fe/H],2.340,3.35780,675.3030000
Kepler-1572 b,Kepler-1572,1,1,5.49548621,0.061400,0.940,0.084,0.77900,0.00245,0.000000,,5618.00,0.95,0.97,0.080,[Fe/H],4.790,2.94225,946.6020000
Kepler-1573 b,Kepler-1573,1,1,2.61575540,0.036400,1.200,0.107,1.87000,0.00588,0.000000,,5808.00,1.00,1.01,0.020,[Fe/H],4.070,0.97758,1455.3600000
Kepler-1574 b,Kepler-1574,1,1,6.94243340,0.074300,1.290,0.115,2.21000,0.00696,0.000000,,5892.00,1.08,1.06,0.080,[Fe/H],3.800,0.96902,1384.1600000
Kepler-1575 b,Kepler-1575,1,1,2.55314213,0.036600,1.310,0.117,2.27000,0.00714,0.000000,,5667.00,0.92,0.95,-0.070,[Fe/H],4.170,2.61888,1246.9200000
Kepler-1576 b,Kepler-1576,1,1,6.98471973,0.072600,1.040,0.093,1.12000,0.00352,0.000000,,5876.00,1.06,1.05,0.050,[Fe/H],4.070,1.59966,460.9100000
Kepler-1577 b,Kepler-1577,1,1,6.30560247,0.065700,1.130,0.101,1.51000,0.00474,0.000000,,4862.00,0.74,0.78,0.000,[Fe/H],4.270,2.23018,510.0290000
Kepler-1578 b,Kepler-1578,1,1,1.45088691,0.025200,1.040,0.093,1.12000,0.00352,0.000000,,5545.00,0.86,0.90,-0.130,[Fe/H],4.270,2.00730,1064.0500000
Kepler-1579 b,Kepler-1579,1,1,0.84990789,0.014000,0.840,0.075,0.52000,0.00164,0.000000,,4584.00,0.70,0.75,0.110,[Fe/H],2.240,2.42054,466.0000000
Kepler-158 b,Kepler-158,1,2,16.70918400,0.111000,2.120,0.189,5.14000,0.01620,0.000000,,4623.00,0.62,0.66,-0.030,[Fe/H],13.900,0.50919,315.1770000
Kepler-158 c,Kepler-158,1,2,28.55138300,0.158000,1.900,0.170,4.27000,0.01340,0.000000,,4623.00,0.62,0.66,-0.030,[Fe/H],13.900,2.46093,315.1770000
Kepler-1580 b,Kepler-1580,1,1,56.64492790,0.323000,2.110,0.188,5.10000,0.01600,0.000000,,6228.00,2.15,1.47,0.120,[Fe/H],2.750,0.09572,1002.0200000
Kepler-1581 b,Kepler-1581,1,1,6.28385491,0.067400,0.800,0.071,0.43700,0.00137,0.000000,,6022.00,1.23,1.12,0.070,[Fe/H],4.170,0.50483,493.1750000
Kepler-1582 b,Kepler-1582,1,1,4.83817712,0.031600,1.490,0.133,2.83000,0.00889,0.000000,,3208.00,0.30,0.28,0.480,[Fe/H],7.760,26.12704,78.8906000
Kepler-1583 b,Kepler-1583,1,1,9.32807355,0.085000,0.600,0.054,0.15600,0.00049,0.000000,,5645.00,0.91,0.94,-0.070,[Fe/H],4.270,1.12325,403.9330000
Kepler-1584 b,Kepler-1584,1,1,13.39970990,0.116800,1.610,0.144,3.22000,0.01010,0.000000,,6069.00,1.13,1.10,0.000,[Fe/H],3.310,1.98810,1416.3100000
Kepler-1585 b,Kepler-1585,1,1,3.58274630,0.044500,1.790,0.160,3.86000,0.01210,0.000000,,5538.00,0.91,0.94,0.080,[Fe/H],4.370,8.05131,944.4650000
Kepler-1586 b,Kepler-1586,1,1,15.60492120,0.126600,1.520,0.136,2.92000,0.00920,0.000000,,6681.00,1.75,1.45,0.060,[Fe/H],1.700,1.35176,552.5500000
Kepler-1587 b,Kepler-1587,1,1,9.40604670,0.087800,1.330,0.119,2.33000,0.00733,0.000000,,5933.00,1.22,1.08,0.070,[Fe/H],5.010,0.54468,1026.4800000
Kepler-1588 b,Kepler-1588,1,1,7.84931739,0.072600,0.760,0.068,0.36300,0.00114,0.000000,,5817.00,0.99,0.96,-0.140,[Fe/H],5.500,1.26826,924.1410000
Kepler-1589 b,Kepler-1589,1,1,0.99166527,0.020500,1.090,0.097,1.32000,0.00416,0.000000,,6166.00,1.25,1.18,0.080,[Fe/H],2.750,0.62556,1513.1400000
Kepler-159 b,Kepler-159,1,2,10.13962300,0.082000,2.380,0.212,6.26000,0.01970,0.000000,M0 V,4625.00,0.66,0.63,-0.280,[Fe/H],2.510,5.02511,373.7440000
Kepler-159 c,Kepler-159,1,2,43.59579200,0.218000,3.410,0.304,11.50000,0.03630,0.000000,M0 V,4625.00,0.66,0.63,-0.280,[Fe/H],2.510,4.00084,373.7440000
Kepler-1590 b,Kepler-1590,1,1,7.61760804,0.077200,1.140,0.102,1.55000,0.00489,0.000000,,6053.00,1.16,1.11,0.030,[Fe/H],3.390,1.49506,771.1520000
Kepler-1591 b,Kepler-1591,1,1,8.18504949,0.079400,1.270,0.113,2.15000,0.00678,0.000000,,6082.00,1.16,1.10,0.010,[Fe/H],3.240,0.92539,1419.5800000
Kepler-1592 b,Kepler-1592,1,1,3.05710069,0.040000,1.540,0.137,2.99000,0.00940,0.000000,,6213.00,1.28,1.18,0.040,[Fe/H],2.690,0.58289,1639.4700000
Kepler-1593 b,Kepler-1593,1,1,174.50983500,0.546000,3.170,0.283,10.20000,0.03200,0.000000,,4995.00,0.77,0.81,0.020,[Fe/H],3.630,2.14000,638.2490000
Kepler-1594 b,Kepler-1594,1,1,2.71603809,0.039600,1.060,0.095,1.20000,0.00377,0.000000,,5946.00,1.08,1.06,0.030,[Fe/H],3.890,3.63808,976.8680000
Kepler-1595 b,Kepler-1595,1,1,4.56380468,0.051000,1.230,0.110,2.04000,0.00642,0.000000,,5203.00,0.80,0.84,-0.020,[Fe/H],4.680,2.74456,845.0220000
Kepler-1596 b,Kepler-1596,1,1,66.37337900,0.323700,1.900,0.170,4.27000,0.01340,0.000000,,5706.00,0.92,0.95,-0.110,[Fe/H],3.890,0.42377,2146.2300000
Kepler-1597 b,Kepler-1597,1,1,2.94654179,0.042700,1.060,0.095,1.20000,0.00377,0.000000,,6377.00,1.39,1.25,0.020,[Fe/H],2.400,0.81600,1221.0500000
Kepler-1598 b,Kepler-1598,1,1,4.34195123,0.052700,0.950,0.085,0.80900,0.00254,0.000000,,5940.00,1.09,1.07,0.040,[Fe/H],3.800,1.92063,619.8620000
Kepler-1599 b,Kepler-1599,1,1,122.36355300,0.482300,1.620,0.145,3.26000,0.01020,0.000000,,5767.00,0.99,0.99,0.020,[Fe/H],4.270,0.78973,1328.2000000
Kepler-16 b,Kepler-16,2,1,228.77600000,0.704800,8.449,0.754,105.83300,0.33300,0.006900,,4450.00,0.65,0.69,-0.300,[m/H],3.800,3.56300,75.0852000
Kepler-160 b,Kepler-160,1,3,4.30939700,0.055110,1.715,0.153,3.59000,0.01130,0.000000,,5471.00,1.12,0.97,0.140,[Fe/H],1.600,1.20000,937.0130000
Kepler-160 c,Kepler-160,1,3,13.69942900,0.119200,3.760,0.335,13.60000,0.04280,0.000000,,5471.00,1.12,0.97,0.140,[Fe/H],1.600,1.20000,937.0130000
Kepler-160 d,Kepler-160,1,3,30.00000000,0.170000,,,100.00000,0.31463,,,5471.00,1.12,0.97,0.140,[Fe/H],1.600,1.20000,937.0130000
Kepler-1600 b,Kepler-1600,1,1,386.37054800,0.971200,3.130,0.279,9.96000,0.03130,0.000000,,5214.00,0.82,0.86,0.070,[Fe/H],4.680,2.68951,1030.8100000
Kepler-1601 b,Kepler-1601,1,1,2.20921951,0.033600,0.820,0.073,0.47700,0.00150,0.000000,,5869.00,1.07,1.04,0.050,[Fe/H],4.270,0.54774,644.4560000
Kepler-1602 b,Kepler-1602,1,1,11.17931605,0.107400,1.340,0.120,2.36000,0.00742,0.000000,,6296.00,1.36,1.22,0.020,[Fe/H],2.510,1.21717,629.8040000
Kepler-1603 b,Kepler-1603,1,1,2.27163926,0.035100,1.290,0.115,2.21000,0.00696,0.000000,,6241.00,1.31,1.21,0.070,[Fe/H],2.820,0.30293,2712.5800000
Kepler-1604 b,Kepler-1604,1,1,0.68368426,0.008900,1.410,0.126,2.57000,0.00809,0.000000,,4976.00,0.76,0.81,0.020,[Fe/H],4.170,3.06854,541.1890000
Kepler-1605 b,Kepler-1605,1,1,85.75654950,0.391200,1.080,0.096,1.28000,0.00403,0.000000,,5280.00,0.82,0.86,-0.010,[Fe/H],4.680,2.95143,546.2300000
Kepler-1606 b,Kepler-1606,1,1,196.43522400,0.642100,2.070,0.185,4.94000,0.01550,0.000000,,5422.00,0.86,0.90,0.010,[Fe/H],4.270,1.19000,831.2870000
Kepler-1607 b,Kepler-1607,1,1,13.64736760,0.107500,0.920,0.082,0.72100,0.00227,0.000000,,6116.00,1.21,1.14,0.050,[Fe/H],3.160,0.25152,1286.1000000
Kepler-1608 b,Kepler-1608,1,1,16.47356860,0.112600,1.730,0.154,3.64000,0.01150,0.000000,,4992.00,0.72,0.75,-0.240,[Fe/H],5.130,1.98837,832.0000000
Kepler-1609 b,Kepler-1609,1,1,114.34219000,0.467900,2.220,0.198,5.56000,0.01750,0.000000,,6132.00,1.27,1.18,0.100,[Fe/H],3.020,0.22412,1826.0400000
Kepler-161 b,Kepler-161,1,2,4.92135500,0.054000,2.120,0.189,12.10000,0.03800,0.000000,,5078.00,0.81,0.86,0.070,[Fe/H],4.680,6.71333,434.6320000
Kepler-161 c,Kepler-161,1,2,7.06424000,0.068000,2.050,0.183,11.80000,0.03700,0.000000,,5078.00,0.81,0.86,0.070,[Fe/H],4.680,24.23054,434.6320000
Kepler-1610 b,Kepler-1610,1,1,8.70181574,0.077700,1.610,0.144,3.22000,0.01010,0.000000,,5383.00,0.87,0.91,0.100,[Fe/H],4.680,2.71100,864.3310000
Kepler-1611 b,Kepler-1611,1,1,5.17624290,0.058600,0.810,0.072,0.45700,0.00144,0.000000,,5605.00,0.93,0.94,0.010,[Fe/H],5.010,0.30556,908.4440000
Kepler-1612 b,Kepler-1612,1,1,3.91795101,0.048200,1.030,0.092,1.08000,0.00340,0.000000,,5643.00,0.94,0.96,0.030,[Fe/H],4.570,1.72996,764.7260000
Kepler-1613 b,Kepler-1613,1,1,1.51842990,0.026400,2.080,0.186,4.98000,0.01570,0.000000,,6005.00,1.12,1.08,0.010,[Fe/H],3.550,0.35882,1508.3300000
Kepler-1614 b,Kepler-1614,1,1,3.94661410,0.047100,1.490,0.133,2.83000,0.00889,0.000000,,5121.00,0.76,0.79,-0.170,[Fe/H],5.500,1.34731,1191.1900000
Kepler-1615 b,Kepler-1615,1,1,47.31261920,0.278800,2.060,0.184,4.90000,0.01540,0.000000,,5865.00,1.05,1.04,0.060,[Fe/H],3.890,0.01114,1393.8300000
Kepler-1616 b,Kepler-1616,1,1,6.76284377,0.076100,1.020,0.091,1.04000,0.00328,0.000000,,6266.00,1.34,1.21,0.020,[Fe/H],2.750,0.28392,1137.8100000
Kepler-1617 b,Kepler-1617,1,1,27.47855720,0.181000,1.200,0.107,1.87000,0.00588,0.000000,,6167.00,1.22,1.15,0.010,[Fe/H],3.020,0.30973,898.3100000
Kepler-1618 b,Kepler-1618,1,1,6.10826019,0.070600,1.260,0.112,2.13000,0.00669,0.000000,,6620.00,1.65,1.41,0.040,[Fe/H],1.780,0.77868,1229.2500000
Kepler-1619 b,Kepler-1619,1,1,23.62259130,0.161100,0.760,0.068,0.36300,0.00114,0.000000,,5852.00,1.00,1.00,-0.070,[Fe/H],4.270,0.44411,734.8500000
Kepler-162 b,Kepler-162,1,2,6.91979800,0.069000,1.260,0.112,2.13000,0.00669,0.000000,,5816.00,0.96,0.95,0.030,[Fe/H],3.020,1.64288,855.6410000
Kepler-162 c,Kepler-162,1,2,19.44635500,0.137000,3.030,0.270,9.43000,0.02970,0.000000,,5816.00,0.96,0.95,0.030,[Fe/H],3.020,0.93116,855.6410000
Kepler-1620 b,Kepler-1620,1,1,101.95182900,0.432200,1.610,0.144,3.22000,0.01010,0.000000,,6157.00,1.23,1.15,0.030,[Fe/H],3.020,4.11039,895.0690000
Kepler-1621 b,Kepler-1621,1,1,92.26371400,0.420400,2.160,0.193,5.31000,0.01670,0.000000,,6158.00,1.24,1.15,0.030,[Fe/H],2.690,0.81792,1631.6600000
Kepler-1622 b,Kepler-1622,1,1,10.81187370,0.099400,1.470,0.131,2.76000,0.00869,0.000000,,6436.00,1.50,1.31,0.040,[Fe/H],2.190,0.82231,796.4770000
Kepler-1623 b,Kepler-1623,1,1,4.36128348,0.051800,1.310,0.117,2.27000,0.00714,0.000000,,5772.00,1.00,1.00,0.040,[Fe/H],4.270,3.20972,837.4810000
Kepler-1624 b,Kepler-1624,1,1,3.29030452,0.032700,5.700,0.509,27.60000,0.08670,0.000000,,3636.00,0.47,0.50,0.060,[Fe/H],4.470,4.32842,258.9790000
Kepler-1625 b,Kepler-1625,1,1,287.37894900,0.874800,6.060,0.541,30.60000,0.09620,0.000000,,5677.00,0.94,0.96,0.010,[Fe/H],4.370,0.43238,2310.1100000
Kepler-1626 b,Kepler-1626,1,1,4.13962966,0.053700,2.020,0.180,4.74000,0.01490,0.000000,,6826.00,1.85,1.51,0.040,[Fe/H],1.550,0.98942,1368.8300000
Kepler-1627 b,Kepler-1627,1,1,7.20283653,0.064300,3.690,0.329,13.20000,0.04150,0.000000,,5445.00,0.84,0.87,-0.100,[Fe/H],4.680,3.00576,317.4370000
Kepler-1628 b,Kepler-1628,1,1,76.37803300,0.295200,6.430,0.574,33.80000,0.10600,0.000000,,3724.00,0.52,0.55,0.170,[Fe/H],5.130,4.31349,352.0000000
Kepler-1629 b,Kepler-1629,1,1,3.87595807,0.048500,0.770,0.069,0.38100,0.00120,0.000000,,5776.00,1.01,1.01,0.050,[Fe/H],4.270,2.09831,336.0900000
Kepler-163 b,Kepler-163,1,2,7.81093700,0.078000,1.050,0.094,1.16000,0.00364,0.000000,,5776.00,0.92,0.88,0.141,[M/H],4.270,2.11347,689.8140000
Kepler-163 c,Kepler-163,1,2,21.34726200,0.152000,2.260,0.202,5.73000,0.01800,0.000000,,5776.00,0.92,0.88,0.141,[M/H],4.270,3.42751,689.8140000
Kepler-1630 b,Kepler-1630,1,1,509.99740200,1.121800,2.190,0.195,5.43000,0.01710,0.000000,,4736.00,0.63,0.66,-0.460,[Fe/H],5.010,7.73631,331.2130000
Kepler-1631 b,Kepler-1631,1,1,4.09513932,0.051100,1.350,0.120,2.39000,0.00752,0.000000,,5679.00,0.95,0.97,0.040,[Fe/H],4.170,4.00557,1305.9900000
Kepler-1632 b,Kepler-1632,1,1,448.30355800,0.676200,2.470,0.220,6.66000,0.02100,0.000000,,6137.00,1.19,1.12,0.000,[Fe/H],3.090,0.47119,716.7600000
Kepler-1633 b,Kepler-1633,1,1,186.40427100,0.387500,1.580,0.141,3.12000,0.00982,0.000000,,6256.00,1.32,1.20,0.020,[Fe/H],2.820,0.15864,1114.9100000
Kepler-1634 b,Kepler-1634,1,1,374.87623900,1.052500,3.190,0.285,10.30000,0.03240,0.000000,,5474.00,0.89,0.92,0.020,[Fe/H],4.470,1.46428,617.3390000
