pl_name,hostname,sy_snum,sy_pnum,pl_orbper,pl_orbsmax,pl_rade,pl_radj,pl_bmasse,pl_bmassj,pl_orbeccen,st_spectype,st_teff,st_rad,st_mass,st_met,st_metratio,st_age,st_dens,sy_dist
Kepler-1635 b,Kepler-1635,1,1,469.63111000,1.117000,3.640,0.325,12.90000,0.04050,0.000000,,5347.00,0.85,0.89,0.060,[Fe/H],4.900,0.21977,1069.4500000
Kepler-1636 b,Kepler-1636,1,1,425.47785000,1.154600,3.230,0.288,10.50000,0.03310,0.000000,,5797.00,1.02,1.01,0.030,[Fe/H],3.980,0.68540,1947.5400000
Kepler-1637 b,Kepler-1637,1,1,6.10960324,0.059600,0.890,0.079,0.64000,0.00201,0.000000,,5789.00,1.02,1.02,0.070,[Fe/H],4.170,0.30143,567.1870000
Kepler-1638 b,Kepler-1638,1,1,259.33683000,0.745000,1.870,0.167,4.16000,0.01310,0.000000,,5710.00,0.95,0.97,-0.010,[Fe/H],4.370,0.40427,1525.5200000
Kepler-1639 b,Kepler-1639,1,1,9.87848200,0.093200,2.580,0.230,7.18000,0.02260,0.000000,,6150.00,1.18,1.12,-0.030,[Fe/H],3.160,2.98927,1031.3100000
Kepler-164 b,Kepler-164,1,3,5.03503000,0.058000,1.410,0.126,2.57000,0.00809,0.000000,,5888.00,1.15,1.09,0.000,[Fe/H],0.620,7.98815,890.7580000
Kepler-164 c,Kepler-164,1,3,10.94572300,0.097000,2.730,0.244,7.90000,0.02490,0.000000,,5888.00,1.15,1.09,0.000,[Fe/H],0.620,3.35490,890.7580000
Kepler-164 d,Kepler-164,1,3,28.98676900,0.187000,2.450,0.219,6.57000,0.02070,0.000000,,5888.00,1.15,1.09,0.000,[Fe/H],0.620,6.40225,890.7580000
Kepler-1640 b,Kepler-1640,1,1,7.58441260,0.083600,4.820,0.430,20.70000,0.06520,0.000000,,6324.00,1.43,1.27,0.100,[Fe/H],2.400,0.27467,1859.7800000
Kepler-1641 b,Kepler-1641,1,2,19.67226600,0.147300,3.110,0.277,9.85000,0.03100,0.000000,,6152.00,1.19,1.12,-0.020,[Fe/H],3.020,0.57811,860.3700000
Kepler-1641 c,Kepler-1641,1,2,32.65721200,0.206500,2.950,0.263,9.01000,0.02830,0.000000,,6152.00,1.19,1.12,-0.020,[Fe/H],3.020,1.39791,860.3700000
Kepler-1642 b,Kepler-1642,1,2,12.20575130,0.101600,3.200,0.285,10.30000,0.03250,0.000000,,5355.00,0.84,0.88,-0.010,[Fe/H],4.470,6.63612,413.8730000
Kepler-1642 c,Kepler-1642,1,2,6.65138020,0.067800,2.660,0.237,7.56000,0.02380,0.000000,,5355.00,0.84,0.88,-0.010,[Fe/H],4.470,5.96613,413.8730000
Kepler-1643 b,Kepler-1643,1,1,5.34264507,0.053100,2.300,0.205,5.90000,0.01860,0.000000,,5508.00,0.88,0.92,-0.010,[Fe/H],3.890,3.35637,341.7740000
Kepler-1644 b,Kepler-1644,1,1,21.09077580,0.142000,1.880,0.168,4.19000,0.01320,0.000000,,5499.00,0.86,0.89,-0.100,[Fe/H],4.270,1.00918,629.2700000
Kepler-1645 b,Kepler-1645,1,1,16.17795610,0.128500,1.780,0.159,3.82000,0.01200,0.000000,,5812.00,1.02,1.02,0.040,[Fe/H],4.170,0.63558,1202.4700000
Kepler-1646 b,Kepler-1646,1,1,4.48558383,0.029500,1.230,0.110,2.04000,0.00642,0.000000,,3299.00,0.26,0.24,0.040,[Fe/H],4.680,9.78459,127.5910000
Kepler-1647 b,Kepler-1647,2,1,1107.59230000,2.720500,11.874,1.059,483.00000,1.51968,0.058100,,6210.00,1.79,1.22,-0.140,[Fe/H],4.400,0.30649,1212.4500000
Kepler-1649 b,Kepler-1649,1,2,8.68909900,0.051400,1.017,0.091,1.03000,0.00325,0.000000,,3240.00,0.23,0.20,-0.150,[M/H],,22.91997,92.1913000
Kepler-1649 c,Kepler-1649,1,2,19.53527000,0.064900,1.060,0.095,1.20000,0.00377,0.000000,,3240.00,0.23,0.20,-0.150,[M/H],,22.91997,92.1913000
Kepler-165 b,Kepler-165,1,2,8.18084800,0.072000,2.320,0.207,5.99000,0.01890,0.000000,,5211.00,0.77,0.79,0.120,[Fe/H],10.500,0.42495,560.8850000
Kepler-165 c,Kepler-165,1,2,15.31299000,0.110000,2.230,0.199,5.60000,0.01760,0.000000,,5211.00,0.77,0.79,0.120,[Fe/H],10.500,4.92783,560.8850000
Kepler-1650 b,Kepler-1650,1,1,1.53818001,0.016700,0.960,0.086,0.84000,0.00264,0.010000,,3410.00,0.33,0.33,-0.110,[Fe/H],13.900,8.73000,134.3970000
Kepler-1651 b,Kepler-1651,2,1,9.87863917,0.069200,1.840,0.164,4.04000,0.01270,0.130000,,3713.00,0.50,0.52,-0.160,[Fe/H],,4.10000,66.4074000
Kepler-1652 b,Kepler-1652,1,1,38.09722000,0.165400,1.600,0.143,3.19000,0.01000,0.000000,,3638.00,0.38,0.40,-0.300,[Fe/H],3.200,7.05000,252.0000000
Kepler-1653 b,Kepler-1653,1,1,140.25240000,0.470600,2.170,0.194,5.35000,0.01680,0.000000,,4807.00,0.69,0.72,-0.180,[Fe/H],7.700,2.16000,755.0000000
Kepler-1654 b,Kepler-1654,1,1,1047.83560000,2.026000,9.180,0.819,158.91500,0.50000,0.260000,G5 V,5597.00,1.18,1.01,-0.088,[Fe/H],5.000,0.87600,568.1170000
Kepler-1655 b,Kepler-1655,1,1,11.87287870,0.103000,2.213,0.197,5.00000,0.01573,0.000000,G0 V,6148.00,1.03,1.03,-0.240,[Fe/H],2.560,1.30000,213.2600000
Kepler-1656 b,Kepler-1656,1,1,31.57865900,0.197000,5.020,0.448,48.60000,0.15291,0.836000,,5731.00,1.10,1.03,0.190,[Fe/H],6.310,1.22864,185.8750000
Kepler-1658 b,Kepler-1658,1,1,3.84937278,0.054400,11.994,1.070,1868.84040,5.88000,0.062800,,6216.00,2.89,1.45,-0.180,[m/H],2.010,0.11300,788.2380000
Kepler-166 b,Kepler-166,1,3,7.65025400,0.072000,2.270,0.203,5.77000,0.01820,0.000000,,5413.00,0.74,0.88,-0.030,[Fe/H],0.800,3.36870,603.5300000
Kepler-166 c,Kepler-166,1,3,34.26028100,0.195000,2.380,0.212,6.26000,0.01970,0.000000,,5413.00,0.74,0.88,-0.030,[Fe/H],0.800,2.83200,603.5300000
Kepler-166 d,Kepler-166,1,3,1.55400393,0.024600,1.730,0.154,3.64000,0.01150,0.000000,,5350.00,0.83,0.88,-0.030,[Fe/H],4.470,2.54733,603.5300000
Kepler-1661 b,Kepler-1661,2,1,175.06000000,0.633000,3.870,0.345,17.00000,0.05349,0.057000,K,5100.00,0.76,0.84,-0.120,[M/H],2.000,4.62644,410.6070000
Kepler-1663 b,Kepler-1663,1,1,17.60460000,0.107200,3.304,0.295,10.90000,0.03440,0.000000,,3844.00,0.63,0.61,0.060,[Fe/H],0.000,3.46716,337.9260000
Kepler-1664 b,Kepler-1664,1,1,14.38680000,0.113700,3.033,0.271,9.45000,0.02970,0.000000,,5735.81,1.07,0.94,0.370,[M/H],8.200,12.22310,626.6910000
Kepler-1665 b,Kepler-1665,1,1,11.95480000,0.100600,2.839,0.253,8.44000,0.02660,0.000000,,5049.84,0.78,0.84,-0.013,[M/H],13.900,2.52288,335.5150000
Kepler-1666 b,Kepler-1666,1,2,25.84760000,0.176100,2.883,0.257,8.66000,0.02730,0.000000,,6293.00,1.15,1.23,-0.200,[Fe/H],0.410,1.15260,1379.3700000
Kepler-1666 c,Kepler-1666,1,2,40.71570000,0.238300,3.236,0.289,10.50000,0.03320,0.000000,,6293.00,1.15,1.23,-0.200,[Fe/H],0.410,1.15260,1379.3700000
Kepler-1667 b,Kepler-1667,1,1,83.57810000,0.425600,2.984,0.266,9.19000,0.02890,0.000000,,5941.54,1.09,1.09,-0.260,[M/H],4.700,1.19479,626.8190000
Kepler-1668 b,Kepler-1668,1,1,15.43400000,0.124000,4.348,0.388,17.40000,0.05480,0.000000,,5542.00,1.02,0.98,0.070,[Fe/H],,1.31202,1335.6400000
Kepler-1669 b,Kepler-1669,1,1,9.51216000,0.074500,2.780,0.248,8.15000,0.02560,0.000000,,4303.00,0.71,0.67,-0.230,[Fe/H],13.900,2.59347,543.4440000
Kepler-167 b,Kepler-167,2,4,4.39316320,0.048300,1.615,0.144,3.24000,0.01020,0.000000,K4,4890.00,0.73,0.77,-0.030,[Fe/H],3.300,2.88000,341.9080000
Kepler-167 c,Kepler-167,2,4,7.40611400,0.068400,1.548,0.138,3.01000,0.00949,0.000000,K4,4890.00,0.73,0.77,-0.030,[Fe/H],3.300,2.88000,341.9080000
Kepler-167 d,Kepler-167,2,4,21.80385500,0.140500,1.194,0.107,1.83000,0.00577,0.120000,K4,4890.00,0.73,0.77,-0.030,[Fe/H],3.300,2.88000,341.9080000
Kepler-167 e,Kepler-167,2,4,1071.23228000,1.890000,10.150,0.906,73.40000,0.23100,0.062000,K4,4890.00,0.73,0.77,-0.030,[Fe/H],3.300,2.88000,341.9080000
Kepler-1670 b,Kepler-1670,1,1,20.49980000,0.152800,3.356,0.299,11.20000,0.03530,0.000000,,5838.00,1.52,1.05,-0.080,[Fe/H],0.300,0.42245,2065.9800000
Kepler-1671 b,Kepler-1671,1,1,4.16787000,0.049100,1.326,0.118,2.32000,0.00729,0.000000,,5135.55,0.93,0.87,0.250,[M/H],13.400,1.51899,357.0590000
Kepler-1672 b,Kepler-1672,1,1,150.87800000,0.572600,2.970,0.265,9.11000,0.02870,0.000000,,6131.95,1.09,1.16,-0.250,[M/H],4.190,1.26837,391.1810000
Kepler-1673 b,Kepler-1673,1,1,33.78880000,0.212700,2.936,0.262,8.93000,0.02810,0.000000,,6014.95,1.13,1.11,0.228,[M/H],0.300,1.07979,727.1870000
Kepler-1674 b,Kepler-1674,1,1,62.56110000,0.301700,3.206,0.286,10.40000,0.03260,0.000000,,5473.91,0.88,0.96,0.056,[M/H],0.500,2.00462,1012.4800000
Kepler-1675 b,Kepler-1675,1,1,63.03820000,0.307600,3.125,0.279,9.93000,0.03130,0.000000,,5853.19,1.13,1.06,0.254,[M/H],1.900,1.03943,651.1170000
Kepler-1676 b,Kepler-1676,1,1,29.92210000,0.195400,3.377,0.301,11.30000,0.03570,0.000000,,5878.30,1.06,1.07,0.135,[M/H],0.300,12.66372,
Kepler-1677 b,Kepler-1677,1,1,22.06400000,0.162400,2.702,0.241,7.76000,0.02440,0.000000,,6013.72,1.25,1.11,0.108,[M/H],0.300,0.80203,735.3690000
Kepler-1678 b,Kepler-1678,1,1,147.97400000,0.530200,3.304,0.295,10.90000,0.03440,0.000000,,5754.00,0.83,1.03,0.000,[Fe/H],0.300,2.49449,847.3390000
Kepler-1679 b,Kepler-1679,1,1,9.75376000,0.089200,2.069,0.185,4.93000,0.01550,0.000000,,5501.00,0.87,0.96,-0.040,[Fe/H],0.400,2.03283,909.2800000
Kepler-168 b,Kepler-168,1,2,4.42539100,0.056000,1.460,0.130,2.73000,0.00859,0.000000,,6282.00,1.11,1.11,0.090,[Fe/H],2.290,0.86387,1343.6000000
Kepler-168 c,Kepler-168,1,2,13.19324200,0.116000,2.690,0.240,7.70000,0.02420,0.000000,,6282.00,1.11,1.11,0.090,[Fe/H],2.290,0.96679,1343.6000000
Kepler-1680 b,Kepler-1680,1,1,8.77424000,0.078400,1.360,0.121,2.42000,0.00761,0.000000,,5021.00,0.72,0.83,0.200,[Fe/H],13.800,3.10778,310.3150000
Kepler-1681 b,Kepler-1681,1,1,69.89560000,0.320000,2.553,0.228,7.05000,0.02220,0.000000,,5756.40,0.76,0.89,0.106,[M/H],3.300,3.45002,758.3000000
Kepler-1682 b,Kepler-1682,1,1,14.83340000,0.113400,2.889,0.258,8.70000,0.02740,0.000000,,5619.12,0.84,0.99,-0.048,[M/H],5.700,2.33560,1159.8500000
Kepler-1683 b,Kepler-1683,1,1,15.03370000,0.118200,1.875,0.167,4.17000,0.01310,0.000000,,5429.00,0.90,0.95,0.160,[Fe/H],13.600,1.83523,733.1430000
Kepler-1684 b,Kepler-1684,1,1,47.70550000,0.225300,2.871,0.256,8.60000,0.02710,0.000000,,4706.54,0.67,0.75,0.127,[M/H],,3.56721,621.9960000
Kepler-1685 b,Kepler-1685,1,1,20.49050000,0.148500,2.577,0.230,7.16000,0.02250,0.000000,,5484.00,0.84,0.96,0.210,[Fe/H],,2.32100,1141.8900000
Kepler-1686 b,Kepler-1686,1,1,9.30987000,0.086600,1.426,0.127,2.62000,0.00825,0.000000,,5714.96,1.20,1.02,0.077,[M/H],0.400,0.83322,729.8230000
Kepler-1687 b,Kepler-1687,1,1,5.77954000,0.053200,1.656,0.148,3.38000,0.01060,0.000000,,4132.00,0.73,0.65,-0.140,[Fe/H],13.800,2.39362,417.0140000
Kepler-1688 b,Kepler-1688,1,1,5.62012000,0.057700,1.262,0.113,2.13000,0.00670,0.000000,,4632.11,0.75,0.81,-0.046,[M/H],14.000,3.14359,567.4468709
Kepler-1689 b,Kepler-1689,1,1,8.48300000,0.079800,0.947,0.084,0.79900,0.00251,0.000000,,5731.43,1.00,1.02,-0.146,[M/H],2.500,1.45879,294.1220000
Kepler-169 b,Kepler-169,1,5,3.25061900,0.040000,1.130,0.101,1.51000,0.00474,0.000000,,4997.00,0.76,0.84,0.050,[Fe/H],13.800,2.62345,406.5290000
Kepler-169 c,Kepler-169,1,5,6.19546900,0.062000,1.210,0.108,1.92000,0.00606,0.000000,,4997.00,0.76,0.84,0.050,[Fe/H],13.800,2.61327,406.5290000
Kepler-169 d,Kepler-169,1,5,8.34812500,0.075000,1.250,0.112,2.10000,0.00660,0.000000,,4997.00,0.76,0.84,0.050,[Fe/H],13.800,0.36492,406.5290000
Kepler-169 e,Kepler-169,1,5,13.76710200,0.105000,2.200,0.196,5.48000,0.01720,0.000000,,4997.00,0.76,0.84,0.050,[Fe/H],13.800,0.96318,406.5290000
Kepler-169 f,Kepler-169,1,5,87.09019500,0.359000,2.580,0.230,7.18000,0.02260,0.000000,,4997.00,0.76,0.84,0.050,[Fe/H],13.800,3.27495,406.5290000
Kepler-1690 b,Kepler-1690,1,1,234.63600000,0.709700,2.811,0.251,8.30000,0.02610,0.000000,,5404.00,0.86,0.94,0.000,[Fe/H],8.500,2.06657,703.7890000
Kepler-1691 b,Kepler-1691,1,1,3.84820000,0.049500,1.835,0.164,4.02000,0.01270,0.000000,,6000.00,1.13,1.11,0.160,[Fe/H],0.610,1.08021,1267.6700000
Kepler-1692 b,Kepler-1692,1,1,5.95966000,0.064600,1.112,0.099,1.42000,0.00447,0.000000,,5146.00,0.87,0.87,0.360,[Fe/H],6.100,1.88766,591.0190000
Kepler-1693 b,Kepler-1693,1,1,12.09990000,0.101100,1.289,0.115,2.21000,0.00695,0.000000,,5432.34,0.88,0.95,0.026,[M/H],0.800,1.97682,760.0650000
Kepler-1694 b,Kepler-1694,1,1,3.89526000,0.044900,1.180,0.105,1.76000,0.00553,0.000000,,4954.00,0.76,0.82,0.140,[Fe/H],0.700,2.67254,513.3290000
Kepler-1695 b,Kepler-1695,1,1,4.73290000,0.052900,1.119,0.100,1.46000,0.00458,0.000000,,5473.19,0.99,0.96,-0.035,[M/H],0.500,1.40696,791.1750000
Kepler-1696 b,Kepler-1696,1,1,65.94090000,0.324400,2.810,0.251,8.29000,0.02610,0.000000,,5712.00,1.20,1.02,-0.040,[Fe/H],,0.83614,1506.3600000
Kepler-1697 b,Kepler-1697,1,1,33.49690000,0.200800,1.260,0.112,2.12000,0.00668,0.000000,,4681.53,0.77,0.75,0.034,[M/H],,2.28588,247.7710000
Kepler-1698 b,Kepler-1698,1,1,1.21070000,0.020300,1.073,0.096,1.25000,0.00394,0.000000,,4975.03,0.74,0.82,0.080,[M/H],,2.84025,222.3450000
Kepler-1699 b,Kepler-1699,1,1,3.49082000,0.041800,1.567,0.140,3.08000,0.00968,0.000000,,5575.53,0.72,0.81,0.225,[M/H],,9.94108,818.7590000
Kepler-17 b,Kepler-17,1,1,1.48571080,0.025910,14.680,1.310,778.65000,2.45000,0.011000,G2 V,5781.00,1.01,1.04,0.260,[M/H],1.800,1.42165,720.7530000
Kepler-170 b,Kepler-170,1,2,7.93059200,0.080000,3.200,0.285,82.60000,0.26000,0.000000,,5679.00,1.03,1.09,0.310,[Fe/H],1.800,0.91343,738.6570000
Kepler-170 c,Kepler-170,1,2,16.66586300,0.131000,2.860,0.255,8.55000,0.02690,0.000000,,5679.00,1.03,1.09,0.310,[Fe/H],1.800,2.08535,738.6570000
Kepler-1700 b,Kepler-1700,1,1,234.23900000,0.757600,2.901,0.259,8.76000,0.02760,0.000000,,6031.00,1.09,1.12,0.160,[Fe/H],,1.20694,717.5970000
Kepler-1701 b,Kepler-1701,1,1,169.13400000,0.560800,2.222,0.198,5.57000,0.01750,0.000000,,5146.00,0.84,0.87,0.030,[M/H],,2.06781,584.1420000
Kepler-1702 b,Kepler-1702,1,1,18.50120000,0.127500,1.602,0.143,3.20000,0.01010,0.000000,,5093.00,0.73,0.85,-0.240,[Fe/H],,3.13500,857.1400000
Kepler-171 b,Kepler-171,1,3,4.16697200,0.050000,2.340,0.209,6.08000,0.01910,0.000000,,5642.00,0.84,0.91,0.110,[M/H],3.470,1.82708,863.8550000
Kepler-171 c,Kepler-171,1,3,11.46346200,0.098000,2.560,0.228,7.08000,0.02230,0.000000,,5642.00,0.84,0.91,0.110,[M/H],3.470,6.28804,863.8550000
Kepler-171 d,Kepler-171,1,3,39.59551900,0.223000,1.890,0.169,4.23000,0.01330,0.000000,,5642.00,0.84,0.91,0.110,[M/H],3.470,0.65169,863.8550000
Kepler-172 b,Kepler-172,1,4,2.94030900,0.040000,2.350,0.210,6.12000,0.01930,0.000000,,5526.00,1.08,1.00,0.230,[Fe/H],6.460,1.58662,828.5920000
Kepler-172 c,Kepler-172,1,4,6.38899600,0.068000,2.860,0.255,8.55000,0.02690,0.000000,,5526.00,1.08,1.00,0.230,[Fe/H],6.460,1.59738,828.5920000
Kepler-172 d,Kepler-172,1,4,14.62711900,0.118000,2.250,0.201,5.69000,0.01790,0.000000,,5526.00,1.08,1.00,0.230,[Fe/H],6.460,1.98664,828.5920000
Kepler-172 e,Kepler-172,1,4,35.11873600,0.211000,2.760,0.246,8.05000,0.02530,0.000000,,5526.00,1.08,1.00,0.230,[Fe/H],6.460,6.81939,828.5920000
Kepler-173 b,Kepler-173,1,2,4.26374200,0.048000,1.290,0.115,2.21000,0.00696,0.000000,,6031.00,0.95,0.79,0.036,[M/H],3.300,2.66952,833.1650000
Kepler-173 c,Kepler-173,1,2,8.00577700,0.074000,2.430,0.217,6.48000,0.02040,0.000000,,6031.00,0.95,0.79,0.036,[M/H],3.300,2.36963,833.1650000
Kepler-174 b,Kepler-174,1,3,13.98179000,0.100000,1.960,0.175,4.50000,0.01420,0.000000,,4880.00,0.62,0.60,-0.440,[M/H],4.900,4.96160,384.7570000
Kepler-174 c,Kepler-174,1,3,44.00052900,0.214000,1.490,0.133,2.83000,0.00889,0.000000,,4880.00,0.62,0.60,-0.440,[M/H],4.900,2.87230,384.7570000
Kepler-174 d,Kepler-174,1,3,247.35373000,0.677000,2.190,0.195,5.43000,0.01710,0.000000,,4880.00,0.62,0.60,-0.440,[M/H],4.900,3.33950,384.7570000
Kepler-175 b,Kepler-175,1,2,11.90351500,0.105000,2.560,0.228,7.08000,0.02230,0.000000,,6064.00,1.01,1.12,0.100,[Fe/H],3.390,1.02936,1312.3400000
Kepler-175 c,Kepler-175,1,2,34.03525700,0.213000,3.100,0.277,9.80000,0.03080,0.000000,,6064.00,1.01,1.12,0.100,[Fe/H],3.390,0.71902,1312.3400000
Kepler-176 b,Kepler-176,1,4,5.43307400,0.058000,1.430,0.128,2.63000,0.00829,0.000000,,5232.00,0.89,0.79,0.160,[Fe/H],13.700,3.56337,527.3210000
Kepler-176 c,Kepler-176,1,4,12.75971200,0.102000,2.600,0.232,23.00000,0.07200,0.000000,,5232.00,0.89,0.79,0.160,[Fe/H],13.700,2.45566,527.3210000
Kepler-176 d,Kepler-176,1,4,25.75197400,0.163000,2.510,0.224,15.20000,0.04800,0.000000,,5232.00,0.89,0.79,0.160,[Fe/H],13.700,7.12817,527.3210000
Kepler-176 e,Kepler-176,1,4,51.16579000,0.249400,1.450,0.129,2.70000,0.00849,0.000000,,5295.00,0.83,0.87,0.030,[Fe/H],4.680,3.09428,527.3210000
Kepler-177 b,Kepler-177,1,2,35.86010000,0.218400,3.500,0.312,5.84000,0.01837,0.000000,,5732.00,1.32,0.92,-0.110,[Fe/H],1.800,0.79060,1435.4400000
Kepler-177 c,Kepler-177,1,2,49.40926000,0.265500,8.730,0.779,14.70000,0.04625,0.000000,,5732.00,1.32,0.92,-0.110,[Fe/H],1.800,0.56415,1435.4400000
Kepler-178 b,Kepler-178,1,3,9.57669400,0.085000,2.900,0.259,8.75000,0.02750,0.000000,,5676.00,1.07,0.94,0.180,[Fe/H],11.300,2.32199,716.0250000
Kepler-178 c,Kepler-178,1,3,20.55280200,0.142000,2.880,0.257,8.65000,0.02720,0.000000,,5676.00,1.07,0.94,0.180,[Fe/H],11.300,10.59769,716.0250000
Kepler-178 d,Kepler-178,1,3,96.67898800,0.397000,3.950,0.352,14.80000,0.04650,0.000000,,5676.00,1.07,0.94,0.180,[Fe/H],11.300,4.04888,716.0250000
Kepler-179 b,Kepler-179,1,2,2.73592600,0.036000,1.640,0.146,3.33000,0.01050,0.000000,,5302.00,0.76,0.84,0.123,[M/H],0.600,3.16386,605.6800000
Kepler-179 c,Kepler-179,1,2,6.40013000,0.064000,2.000,0.178,4.66000,0.01470,0.000000,,5302.00,0.76,0.84,0.123,[M/H],0.600,3.92897,605.6800000
Kepler-18 b,Kepler-18,1,3,3.50472500,0.044700,2.000,0.178,6.90000,0.02200,0.000000,,5345.00,1.11,0.97,0.190,[Fe/H],10.000,1.01000,433.0470000
Kepler-18 c,Kepler-18,1,3,7.64159000,0.075200,5.490,0.490,17.30000,0.05400,0.000000,,5345.00,1.11,0.97,0.190,[Fe/H],10.000,1.01000,433.0470000
Kepler-18 d,Kepler-18,1,3,14.85888000,0.117200,6.980,0.623,16.40000,0.05200,0.000000,,5345.00,1.11,0.97,0.190,[Fe/H],10.000,1.01000,433.0470000
Kepler-180 b,Kepler-180,1,2,13.81712400,0.109000,1.500,0.134,2.86000,0.00899,0.000000,,5731.00,1.06,0.95,0.030,[Fe/H],9.700,2.24939,695.6500000
Kepler-180 c,Kepler-180,1,2,41.88577500,0.229000,3.010,0.269,9.32000,0.02930,0.000000,,5731.00,1.06,0.95,0.030,[Fe/H],9.700,1.66339,695.6500000
Kepler-181 b,Kepler-181,1,2,3.13787300,0.040000,1.270,0.113,2.15000,0.00678,0.000000,,5333.00,0.75,0.85,-0.023,[M/H],0.500,3.54077,609.2830000
Kepler-181 c,Kepler-181,1,2,4.30214900,0.049000,1.990,0.178,4.62000,0.01450,0.000000,,5333.00,0.75,0.85,-0.023,[M/H],0.500,4.86015,609.2830000
Kepler-182 b,Kepler-182,1,2,9.82579200,0.096000,2.580,0.230,7.18000,0.02260,0.000000,,6250.00,1.15,1.16,0.072,[M/H],3.090,0.19037,1549.0900000
Kepler-182 c,Kepler-182,1,2,20.68434200,0.157000,3.430,0.306,11.60000,0.03660,0.000000,,6250.00,1.15,1.16,0.072,[M/H],3.090,0.37705,1549.0900000
Kepler-183 b,Kepler-183,1,2,5.68794500,0.064000,2.060,0.184,4.90000,0.01540,0.000000,,5888.00,0.96,0.94,0.101,[M/H],4.270,4.45432,1050.6400000
Kepler-183 c,Kepler-183,1,2,11.63707100,0.103000,2.270,0.203,35.70000,0.11200,0.000000,,5888.00,0.96,0.94,0.101,[M/H],4.270,2.80492,1050.6400000
Kepler-184 b,Kepler-184,1,3,10.68757600,0.092000,2.360,0.211,6.17000,0.01940,0.000000,,5788.00,0.87,0.97,-0.196,[M/H],1.700,2.70030,610.3260000
Kepler-184 c,Kepler-184,1,3,20.30300500,0.141000,1.970,0.176,8.80000,0.02800,0.000000,,5788.00,0.87,0.97,-0.196,[M/H],1.700,1.57943,610.3260000
Kepler-184 d,Kepler-184,1,3,29.02235800,0.179000,2.490,0.222,6.76000,0.02130,0.000000,,5788.00,0.87,0.97,-0.196,[M/H],1.700,0.51622,610.3260000
Kepler-185 b,Kepler-185,1,2,1.63290000,0.026000,1.170,0.104,1.71000,0.00537,0.000000,,5208.00,0.81,0.81,0.160,[Fe/H],11.900,2.85831,466.7350000
Kepler-185 c,Kepler-185,1,2,20.72904200,0.139000,2.020,0.180,4.74000,0.01490,0.000000,,5208.00,0.81,0.81,0.160,[Fe/H],11.900,8.08961,466.7350000
Kepler-186 b,Kepler-186,1,5,3.88679070,0.034300,1.070,0.095,1.24000,0.00390,0.000000,M1,3788.00,0.47,0.48,-0.280,[Me/H],4.000,6.40000,177.5940000
Kepler-186 c,Kepler-186,1,5,7.26730200,0.045100,1.250,0.112,2.10000,0.00660,0.000000,M1,3788.00,0.47,0.48,-0.280,[Me/H],4.000,6.40000,177.5940000
Kepler-186 d,Kepler-186,1,5,13.34299600,0.078100,1.400,0.125,2.54000,0.00800,0.000000,M1,3788.00,0.47,0.48,-0.280,[Me/H],4.000,6.40000,177.5940000
Kepler-186 e,Kepler-186,1,5,22.40770400,0.110000,1.270,0.113,2.15000,0.00678,0.000000,M1,3788.00,0.47,0.48,-0.280,[Me/H],4.000,6.40000,177.5940000
Kepler-186 f,Kepler-186,1,5,129.94410000,0.432000,1.170,0.104,1.71000,0.00537,0.040000,M1,3755.00,0.52,0.54,-0.260,[Fe/H],4.000,5.29000,177.5940000
Kepler-187 b,Kepler-187,1,2,4.93886400,0.059000,1.410,0.126,2.57000,0.00809,0.000000,,6105.00,1.29,1.11,-0.020,[Fe/H],3.720,0.41310,1143.0000000
Kepler-187 c,Kepler-187,1,2,10.64026300,0.099000,2.670,0.238,7.61000,0.02390,0.000000,,6105.00,1.29,1.11,-0.020,[Fe/H],3.720,0.17649,1143.0000000
Kepler-188 b,Kepler-188,1,2,2.06189700,0.032000,1.680,0.150,3.46000,0.01090,0.000000,,6021.00,1.14,0.98,0.140,[Fe/H],5.800,2.68246,968.5440000
Kepler-188 c,Kepler-188,1,2,5.99655300,0.066000,3.190,0.285,10.30000,0.03240,0.000000,,6021.00,1.14,0.98,0.140,[Fe/H],5.800,0.98292,968.5440000
Kepler-189 b,Kepler-189,1,2,10.39993100,0.088000,1.210,0.108,1.92000,0.00606,0.000000,,5235.00,0.75,0.79,-0.020,[Fe/H],0.700,2.31395,591.5340000
Kepler-189 c,Kepler-189,1,2,20.13486600,0.137000,2.380,0.212,22.70000,0.07100,0.000000,,5235.00,0.75,0.79,-0.020,[Fe/H],0.700,1.45819,591.5340000
Kepler-19 b,Kepler-19,1,3,9.28716000,0.083500,2.209,0.197,8.40000,0.02643,0.120000,,5544.00,0.86,0.94,-0.080,[Fe/H],1.900,2.20846,218.5620000
Kepler-19 c,Kepler-19,1,3,28.73100000,,3.680,0.328,13.10000,0.04122,0.210000,,5544.00,0.86,0.94,-0.080,[Fe/H],1.900,2.20846,218.5620000
Kepler-19 d,Kepler-19,1,3,62.95000000,,5.060,0.451,22.50000,0.07079,0.050000,,5544.00,0.86,0.94,-0.080,[Fe/H],1.900,2.20846,218.5620000
Kepler-190 b,Kepler-190,1,2,2.01999900,0.030000,1.560,0.139,3.05000,0.00961,0.000000,,5106.00,0.80,0.86,0.020,[Fe/H],3.720,2.77228,433.3870000
Kepler-190 c,Kepler-190,1,2,3.76302400,0.045000,1.460,0.130,2.73000,0.00859,0.000000,,5106.00,0.80,0.86,0.020,[Fe/H],3.720,9.62119,433.3870000
