pl_name,hostname,default_flag,sy_snum,sy_pnum,pl_orbper,pl_orbsmax,pl_bmasse,pl_bmassj,pl_orbeccen,pl_eqt,st_teff,st_rad,st_mass,st_met,st_metratio,st_logg,sy_gaiamag
Kepler-232 b,Kepler-232,0,1,2,4.43122771,,,,,,5570.00,1.14,0.98,,,4.32,15.3201000
Kepler-232 b,Kepler-232,0,1,2,4.43118500,0.052000,,,0.000000,1047,5774.00,0.88,0.96,,,4.54,15.3201000
Kepler-232 b,Kepler-232,0,1,2,4.43124259,0.053600,,,0.000000,1074,5841.00,0.93,1.05,0.070,[Fe/H],4.52,15.3201000
Kepler-232 b,Kepler-232,0,1,2,4.43124259,0.053600,,,0.000000,1074,5841.00,0.93,1.05,0.070,[Fe/H],4.52,15.3201000
Kepler-232 b,Kepler-232,0,1,2,4.43124259,0.053600,,,0.000000,1074,5841.00,0.93,1.05,0.070,[Fe/H],4.52,15.3201000
Kepler-232 c,Kepler-232,0,1,2,11.37937790,,,,,,5570.00,1.14,0.98,,,4.32,15.3201000
Kepler-232 c,Kepler-232,0,1,2,11.37938071,,,,,,5654.00,0.95,0.97,0.030,[Fe/H],4.47,15.3201000
Kepler-232 c,Kepler-232,0,1,2,,,,,,,5718.00,1.09,,,,,15.3201000
Kepler-232 c,Kepler-232,0,1,2,11.37939106,,,,,,5570.00,1.14,0.98,,,4.32,15.3201000
Kepler-232 c,Kepler-232,0,1,2,11.37934400,0.098000,,,0.000000,762,5774.00,0.88,0.96,,,4.54,15.3201000
Kepler-232 c,Kepler-232,1,1,2,11.37934900,0.101000,,,,,5847.00,0.97,,,,4.50,15.3201000
Kepler-232 c,Kepler-232,0,1,2,11.37938071,0.100600,,,0.000000,784,5841.00,0.93,1.05,0.070,[Fe/H],4.52,15.3201000
Kepler-232 c,Kepler-232,0,1,2,11.37938071,0.100600,,,0.000000,784,5841.00,0.93,1.05,0.070,[Fe/H],4.52,15.3201000
Kepler-232 c,Kepler-232,0,1,2,11.37936986,0.099300,,,0.000000,806,5714.00,1.01,1.01,0.160,[Fe/H],4.43,15.3201000
Kepler-232 c,Kepler-232,0,1,2,11.37936986,,,,,,5570.00,1.14,0.98,,,4.32,15.3201000
Kepler-232 c,Kepler-232,0,1,2,11.37938071,0.100600,,,0.000000,784,5841.00,0.93,1.05,0.070,[Fe/H],4.52,15.3201000
Kepler-233 b,Kepler-233,0,1,2,8.47237911,,,,,,5175.00,0.85,0.88,,,4.52,15.3263000
Kepler-233 b,Kepler-233,0,1,2,8.47237911,0.077800,,,0.000000,751,5354.00,0.79,0.88,-0.080,[Fe/H],4.59,15.3263000
Kepler-233 b,Kepler-233,1,1,2,8.47238200,0.077000,,,,,5360.00,0.76,,,,4.61,15.3263000
Kepler-233 b,Kepler-233,0,1,2,8.47237844,,,,,,5261.00,0.80,0.84,-0.090,[Fe/H],4.56,15.3263000
Kepler-233 b,Kepler-233,0,1,2,8.47238613,,,,,,5175.00,0.85,0.88,,,4.52,15.3263000
Kepler-233 b,Kepler-233,0,1,2,,,,,,,5360.00,0.83,,,,,15.3263000
Kepler-233 b,Kepler-233,0,1,2,8.47238854,,,,,,5175.00,0.85,0.88,,,4.52,15.3263000
Kepler-233 b,Kepler-233,0,1,2,8.47239600,0.077000,,,0.000000,734,5331.00,0.75,0.85,,,4.62,15.3263000
Kepler-233 b,Kepler-233,0,1,2,8.47237844,0.077800,,,0.000000,752,5354.00,0.79,0.88,-0.080,[Fe/H],4.59,15.3263000
Kepler-233 b,Kepler-233,0,1,2,8.47237844,0.077800,,,0.000000,752,5354.00,0.79,0.88,-0.080,[Fe/H],4.59,15.3263000
Kepler-233 b,Kepler-233,0,1,2,8.47237844,0.077800,,,0.000000,752,5354.00,0.79,0.88,-0.080,[Fe/H],4.59,15.3263000
Kepler-233 c,Kepler-233,0,1,2,60.41893690,,,,,,5175.00,0.85,0.88,,,4.52,15.3263000
Kepler-233 c,Kepler-233,0,1,2,60.41861370,,,,,,5261.00,0.80,0.84,-0.090,[Fe/H],4.56,15.3263000
Kepler-233 c,Kepler-233,0,1,2,60.41896236,,,,,,5175.00,0.85,0.88,,,4.52,15.3263000
Kepler-233 c,Kepler-233,0,1,2,,,,,,,5360.00,0.83,,,,,15.3263000
Kepler-233 c,Kepler-233,0,1,2,60.41898964,,,,,,5175.00,0.85,0.88,,,4.52,15.3263000
Kepler-233 c,Kepler-233,1,1,2,60.41895500,0.287000,,,,,5360.00,0.76,,,,4.61,15.3263000
Kepler-233 c,Kepler-233,0,1,2,60.41861370,0.288400,,,0.000000,390,5354.00,0.79,0.88,-0.080,[Fe/H],4.59,15.3263000
Kepler-233 c,Kepler-233,0,1,2,60.41861370,0.288400,,,0.000000,390,5354.00,0.79,0.88,-0.080,[Fe/H],4.59,15.3263000
Kepler-233 c,Kepler-233,0,1,2,60.41861370,0.288400,,,0.000000,390,5354.00,0.79,0.88,-0.080,[Fe/H],4.59,15.3263000
Kepler-233 c,Kepler-233,0,1,2,60.41893690,0.288400,,,0.000000,390,5354.00,0.79,0.88,-0.080,[Fe/H],4.59,15.3263000
Kepler-233 c,Kepler-233,0,1,2,60.41916000,0.286000,,,0.000000,381,5331.00,0.75,0.85,,,4.62,15.3263000
Kepler-234 b,Kepler-234,0,1,2,2.71148200,0.039000,,,0.000000,1372,6157.00,1.00,1.09,,,4.48,15.5014000
Kepler-234 b,Kepler-234,0,1,2,2.71150258,0.039900,,,0.000000,1405,6167.00,1.06,1.15,0.070,[Fe/H],4.44,15.5014000
Kepler-234 b,Kepler-234,0,1,2,2.71150258,0.039900,,,0.000000,1405,6167.00,1.06,1.15,0.070,[Fe/H],4.44,15.5014000
Kepler-234 b,Kepler-234,0,1,2,2.71150258,0.039900,,,0.000000,1405,6167.00,1.06,1.15,0.070,[Fe/H],4.44,15.5014000
Kepler-234 b,Kepler-234,0,1,2,2.71150409,0.040100,,,0.000000,1420,6214.00,1.08,1.17,0.070,[Fe/H],4.44,15.5014000
Kepler-234 b,Kepler-234,0,1,2,2.71153770,,,,,,5929.00,1.25,1.08,,,4.28,15.5014000
Kepler-234 b,Kepler-234,1,1,2,2.71150600,0.040000,,,,,6224.00,1.11,,,,4.42,15.5014000
Kepler-234 b,Kepler-234,0,1,2,2.71150258,,,,,,6003.00,1.15,1.11,0.090,[Fe/H],4.36,15.5014000
Kepler-234 b,Kepler-234,0,1,2,2.71149991,,,,,,5929.00,1.25,1.08,,,4.28,15.5014000
Kepler-234 b,Kepler-234,0,1,2,,,,,,,5911.00,1.22,,,,,15.5014000
Kepler-234 b,Kepler-234,0,1,2,2.71150409,,,,,,5929.00,1.25,1.08,,,4.28,15.5014000
Kepler-234 c,Kepler-234,0,1,2,7.21203100,0.075000,,,0.000000,990,6157.00,1.00,1.09,,,4.48,15.5014000
Kepler-234 c,Kepler-234,0,1,2,7.21204152,0.076500,,,0.000000,1015,6167.00,1.06,1.15,0.070,[Fe/H],4.44,15.5014000
Kepler-234 c,Kepler-234,0,1,2,7.21204152,0.076500,,,0.000000,1015,6167.00,1.06,1.15,0.070,[Fe/H],4.44,15.5014000
Kepler-234 c,Kepler-234,0,1,2,7.21204152,0.076500,,,0.000000,1015,6167.00,1.06,1.15,0.070,[Fe/H],4.44,15.5014000
Kepler-234 c,Kepler-234,0,1,2,7.21203748,0.077000,,,0.000000,1025,6214.00,1.08,1.17,0.070,[Fe/H],4.44,15.5014000
Kepler-234 c,Kepler-234,0,1,2,7.21203748,,,,,,5929.00,1.25,1.08,,,4.28,15.5014000
Kepler-234 c,Kepler-234,1,1,2,7.21205000,0.077000,,,,,6224.00,1.11,,,,4.42,15.5014000
Kepler-234 c,Kepler-234,0,1,2,7.21204152,,,,,,6003.00,1.15,1.11,0.090,[Fe/H],4.36,15.5014000
Kepler-234 c,Kepler-234,0,1,2,7.21196017,,,,,,5929.00,1.25,1.08,,,4.28,15.5014000
Kepler-234 c,Kepler-234,0,1,2,,,,,,,5911.00,1.22,,,,,15.5014000
Kepler-234 c,Kepler-234,0,1,2,7.21204844,,,,,,5929.00,1.25,1.08,,,4.28,15.5014000
Kepler-235 b,Kepler-235,0,1,4,,,,,,,4000.00,0.59,0.63,,,,15.9695000
Kepler-235 b,Kepler-235,0,1,4,3.34022436,,,,,,4074.00,0.64,0.64,,,4.64,15.9695000
Kepler-235 b,Kepler-235,0,1,4,3.34024000,0.034870,,,,638,3887.00,0.48,0.51,-0.360,[M/H],,15.9695000
Kepler-235 b,Kepler-235,0,1,4,3.34021995,,,,,,4067.00,0.53,0.54,-0.420,[Fe/H],4.73,15.9695000
Kepler-235 b,Kepler-235,0,1,4,3.34021921,,,,,,4074.00,0.64,0.64,,,4.64,15.9695000
Kepler-235 b,Kepler-235,0,1,4,3.34021780,0.034820,,,,731,3996.00,0.49,0.51,-0.510,[Fe/H],4.75,15.9695000
Kepler-235 b,Kepler-235,0,1,4,,,,,,,3949.00,0.61,,,,,15.9695000
Kepler-235 b,Kepler-235,0,1,4,3.34022152,,,,,,4074.00,0.64,0.64,,,4.64,15.9695000
Kepler-235 b,Kepler-235,0,1,4,3.34021900,0.037000,,,0.000000,723,4243.00,0.55,0.58,,,4.72,15.9695000
Kepler-235 b,Kepler-235,0,1,4,3.34021995,0.035000,,,0.000000,635,3887.00,0.48,0.51,-0.360,[Fe/H],4.78,15.9695000
Kepler-235 b,Kepler-235,0,1,4,3.34021995,0.035000,,,0.000000,635,3887.00,0.48,0.51,-0.360,[Fe/H],4.78,15.9695000
Kepler-235 b,Kepler-235,0,1,4,3.34021995,0.035000,,,0.000000,635,3887.00,0.48,0.51,-0.360,[Fe/H],4.78,15.9695000
Kepler-235 b,Kepler-235,0,1,4,3.34021884,0.034800,,,0.000000,656,3950.00,0.49,0.50,-0.460,[Fe/H],4.75,15.9695000
Kepler-235 b,Kepler-235,0,1,4,3.34021884,,,,,,4074.00,0.64,0.64,,,4.64,15.9695000
Kepler-235 b,Kepler-235,1,1,4,3.34022200,0.037000,,,,,4255.00,0.55,,,,4.73,15.9695000
Kepler-235 c,Kepler-235,0,1,4,,,,,,,4000.00,0.59,0.63,,,,15.9695000
Kepler-235 c,Kepler-235,0,1,4,7.82501206,,,,,,4067.00,0.53,0.54,-0.420,[Fe/H],4.73,15.9695000
Kepler-235 c,Kepler-235,0,1,4,7.82504600,0.061410,,,,555,3996.00,0.49,0.51,-0.510,[Fe/H],4.75,15.9695000
Kepler-235 c,Kepler-235,0,1,4,,,,,,,3949.00,0.61,,,,,15.9695000
Kepler-235 c,Kepler-235,0,1,4,7.82494897,,,,,,4074.00,0.64,0.64,,,4.64,15.9695000
Kepler-235 c,Kepler-235,0,1,4,7.82496000,0.064000,,,0.000000,550,4243.00,0.55,0.58,,,4.72,15.9695000
Kepler-235 c,Kepler-235,1,1,4,7.82490400,0.065000,,,,,4255.00,0.55,,,,4.73,15.9695000
Kepler-235 c,Kepler-235,0,1,4,7.82501206,0.061700,,,0.000000,478,3887.00,0.48,0.51,-0.360,[Fe/H],4.78,15.9695000
Kepler-235 c,Kepler-235,0,1,4,7.82501206,0.061700,,,0.000000,478,3887.00,0.48,0.51,-0.360,[Fe/H],4.78,15.9695000
Kepler-235 c,Kepler-235,0,1,4,7.82502168,0.061400,,,0.000000,494,3950.00,0.49,0.50,-0.460,[Fe/H],4.75,15.9695000
Kepler-235 c,Kepler-235,0,1,4,7.82502168,,,,,,4074.00,0.64,0.64,,,4.64,15.9695000
Kepler-235 c,Kepler-235,0,1,4,7.82527952,,,,,,4074.00,0.64,0.64,,,4.64,15.9695000
Kepler-235 c,Kepler-235,0,1,4,7.82501206,0.061700,,,0.000000,478,3887.00,0.48,0.51,-0.360,[Fe/H],4.78,15.9695000
Kepler-235 d,Kepler-235,1,1,4,20.06054800,0.122000,,,,,4255.00,0.55,,,,4.73,15.9695000
Kepler-235 d,Kepler-235,0,1,4,20.06036336,,,,,,4074.00,0.64,0.64,,,4.64,15.9695000
Kepler-235 d,Kepler-235,0,1,4,20.06036336,0.115000,,,0.000000,361,3950.00,0.49,0.50,-0.460,[Fe/H],4.75,15.9695000
Kepler-235 d,Kepler-235,0,1,4,20.06037454,0.115500,,,0.000000,350,3887.00,0.48,0.51,-0.360,[Fe/H],4.78,15.9695000
Kepler-235 d,Kepler-235,0,1,4,20.06037454,0.115500,,,0.000000,350,3887.00,0.48,0.51,-0.360,[Fe/H],4.78,15.9695000
Kepler-235 d,Kepler-235,0,1,4,20.06037454,0.115500,,,0.000000,350,3887.00,0.48,0.51,-0.360,[Fe/H],4.78,15.9695000
Kepler-235 d,Kepler-235,0,1,4,20.06057000,0.121000,,,0.000000,400,4243.00,0.55,0.58,,,4.72,15.9695000
Kepler-235 d,Kepler-235,0,1,4,20.06031851,,,,,,4074.00,0.64,0.64,,,4.64,15.9695000
Kepler-235 d,Kepler-235,0,1,4,,,,,,,3949.00,0.61,,,,,15.9695000
Kepler-235 d,Kepler-235,0,1,4,20.06039000,0.115000,,,,401,3996.00,0.49,0.51,-0.510,[Fe/H],4.75,15.9695000
Kepler-235 d,Kepler-235,0,1,4,20.06055885,,,,,,4074.00,0.64,0.64,,,4.64,15.9695000
Kepler-235 d,Kepler-235,0,1,4,20.06037454,,,,,,4067.00,0.53,0.54,-0.420,[Fe/H],4.73,15.9695000
Kepler-235 d,Kepler-235,0,1,4,20.06085968,0.115210,,,,351,3887.00,0.48,0.51,-0.360,[M/H],,15.9695000
Kepler-235 d,Kepler-235,0,1,4,,,,,,,4000.00,0.59,0.63,,,,15.9695000
Kepler-235 d,Kepler-235,0,1,4,20.05993080,,,,,,4074.00,0.64,0.64,,,4.64,15.9695000
Kepler-235 e,Kepler-235,0,1,4,,,,,,,3949.00,0.61,,,,,15.9695000
Kepler-235 e,Kepler-235,0,1,4,46.18468647,,,,,,4074.00,0.64,0.64,,,4.64,15.9695000
Kepler-235 e,Kepler-235,0,1,4,46.18418752,,,,,,4074.00,0.64,0.64,,,4.64,15.9695000
Kepler-235 e,Kepler-235,0,1,4,46.18415000,,,,,,4067.00,0.53,0.54,-0.420,[Fe/H],4.73,15.9695000
Kepler-235 e,Kepler-235,0,1,4,46.18510056,0.200870,,,,266,3887.00,0.48,0.51,-0.360,[M/H],,15.9695000
Kepler-235 e,Kepler-235,0,1,4,,,,,,,4000.00,0.59,0.63,,,,15.9695000
Kepler-235 e,Kepler-235,0,1,4,46.18428829,,,,,,4074.00,0.64,0.64,,,4.64,15.9695000
Kepler-235 e,Kepler-235,1,1,4,46.18366900,0.213000,,,,,4255.00,0.55,,,,4.73,15.9695000
Kepler-235 e,Kepler-235,0,1,4,46.18420390,,,,,,4074.00,0.64,0.64,,,4.64,15.9695000
Kepler-235 e,Kepler-235,0,1,4,46.18420390,0.200500,,,0.000000,273,3950.00,0.49,0.50,-0.460,[Fe/H],4.75,15.9695000
Kepler-235 e,Kepler-235,0,1,4,46.18415000,0.201400,,,0.000000,265,3887.00,0.48,0.51,-0.360,[Fe/H],4.78,15.9695000
Kepler-235 e,Kepler-235,0,1,4,46.18415000,0.201400,,,0.000000,265,3887.00,0.48,0.51,-0.360,[Fe/H],4.78,15.9695000
Kepler-235 e,Kepler-235,0,1,4,46.18415000,0.201400,,,0.000000,265,3887.00,0.48,0.51,-0.360,[Fe/H],4.78,15.9695000
Kepler-235 e,Kepler-235,0,1,4,46.18288000,0.210000,,,0.000000,303,4243.00,0.55,0.58,,,4.72,15.9695000
Kepler-235 e,Kepler-235,0,1,4,46.18406000,0.201200,,,,306,3996.00,0.49,0.51,-0.510,[Fe/H],4.75,15.9695000
Kepler-236 b,Kepler-236,0,1,2,,,,,,,3866.00,0.55,0.59,,,,15.3743000
Kepler-236 b,Kepler-236,0,1,2,8.29600000,,,,,,3758.00,0.47,0.49,-0.200,[Fe/H],4.77,15.3743000
Kepler-236 b,Kepler-236,0,1,2,8.29559431,,,,,,3931.00,0.56,0.58,-0.050,[Fe/H],4.71,15.3743000
Kepler-236 b,Kepler-236,0,1,2,,,,,,,3747.00,0.61,,,,,15.3743000
Kepler-236 b,Kepler-236,0,1,2,8.29562997,,,,,,3840.00,0.61,0.60,,,4.64,15.3743000
Kepler-236 b,Kepler-236,1,1,2,8.29561100,0.065000,,,,,3750.00,0.51,,,,4.75,15.3743000
Kepler-236 b,Kepler-236,0,1,2,8.29559431,0.065300,,,0.000000,462,3750.00,0.51,0.54,0.080,[Fe/H],4.75,15.3743000
Kepler-236 b,Kepler-236,0,1,2,8.29559431,0.065300,,,0.000000,462,3750.00,0.51,0.54,0.080,[Fe/H],4.75,15.3743000
Kepler-236 b,Kepler-236,0,1,2,8.29559431,0.065300,,,0.000000,462,3750.00,0.51,0.54,0.080,[Fe/H],4.75,15.3743000
Kepler-236 b,Kepler-236,0,1,2,8.29561738,0.065200,,,0.000000,469,3747.00,0.52,0.54,0.100,[Fe/H],4.73,15.3743000
Kepler-236 b,Kepler-236,0,1,2,8.29561738,,,,,,3840.00,0.61,0.60,,,4.64,15.3743000
Kepler-236 b,Kepler-236,0,1,2,8.29561000,0.066000,,,0.000000,504,4055.00,0.52,0.55,,,4.74,15.3743000
Kepler-236 c,Kepler-236,1,1,2,23.96812700,0.132000,,,,,3750.00,0.51,,,,4.75,15.3743000
Kepler-236 c,Kepler-236,0,1,2,,,,,,,3866.00,0.55,0.59,,,,15.3743000
Kepler-236 c,Kepler-236,0,1,2,23.97159958,0.132150,,,,325,3750.00,0.51,0.54,0.080,[M/H],,15.3743000
Kepler-236 c,Kepler-236,0,1,2,23.96800000,,,,,,3758.00,0.47,0.49,-0.200,[Fe/H],4.77,15.3743000
Kepler-236 c,Kepler-236,0,1,2,23.96799320,,,,,,3931.00,0.56,0.58,-0.050,[Fe/H],4.71,15.3743000
Kepler-236 c,Kepler-236,0,1,2,23.96804824,,,,,,3840.00,0.61,0.60,,,4.64,15.3743000
Kepler-236 c,Kepler-236,0,1,2,,,,,,,3747.00,0.61,,,,,15.3743000
Kepler-236 c,Kepler-236,0,1,2,23.96799518,,,,,,3840.00,0.61,0.60,,,4.64,15.3743000
Kepler-236 c,Kepler-236,0,1,2,23.96812000,0.133000,,,0.000000,355,4055.00,0.52,0.55,,,4.74,15.3743000
Kepler-236 c,Kepler-236,0,1,2,23.96799320,0.132500,,,0.000000,325,3750.00,0.51,0.54,0.080,[Fe/H],4.75,15.3743000
Kepler-236 c,Kepler-236,0,1,2,23.96799320,0.132500,,,0.000000,325,3750.00,0.51,0.54,0.080,[Fe/H],4.75,15.3743000
Kepler-236 c,Kepler-236,0,1,2,23.96799320,0.132500,,,0.000000,325,3750.00,0.51,0.54,0.080,[Fe/H],4.75,15.3743000
Kepler-236 c,Kepler-236,0,1,2,23.96793669,,,,,,3840.00,0.61,0.60,,,4.64,15.3743000
Kepler-236 c,Kepler-236,0,1,2,23.96793669,0.132200,,,0.000000,329,3747.00,0.52,0.54,0.100,[Fe/H],4.73,15.3743000
Kepler-237 b,Kepler-237,0,1,2,4.71510365,,,,,,4952.00,0.76,0.81,0.030,[Fe/H],4.59,15.2832000
Kepler-237 b,Kepler-237,0,1,2,,,,,,,4897.00,0.77,,,,,15.2832000
Kepler-237 b,Kepler-237,0,1,2,4.71504258,,,,,,4812.00,0.83,0.78,,,4.49,15.2832000
Kepler-237 b,Kepler-237,0,1,2,4.71497400,0.049000,,,0.000000,794,4833.00,0.68,0.70,,,4.62,15.2832000
Kepler-237 b,Kepler-237,1,1,2,4.71510600,0.050000,,,,,4861.00,0.72,,,,4.58,15.2832000
Kepler-237 b,Kepler-237,0,1,2,4.71510365,0.049600,,,0.000000,824,4861.00,0.73,0.73,-0.080,[Fe/H],4.57,15.2832000
Kepler-237 b,Kepler-237,0,1,2,4.71510365,0.049600,,,0.000000,824,4861.00,0.73,0.73,-0.080,[Fe/H],4.57,15.2832000
Kepler-237 b,Kepler-237,0,1,2,4.71510843,0.049600,,,0.000000,823,4861.00,0.73,0.73,-0.080,[Fe/H],4.57,15.2832000
Kepler-237 b,Kepler-237,0,1,2,4.71510843,,,,,,4812.00,0.83,0.78,,,4.49,15.2832000
Kepler-237 b,Kepler-237,0,1,2,4.71510365,0.049600,,,0.000000,824,4861.00,0.73,0.73,-0.080,[Fe/H],4.57,15.2832000
Kepler-237 c,Kepler-237,1,1,2,8.10363600,0.071000,,,,,4861.00,0.72,,,,4.58,15.2832000
Kepler-237 c,Kepler-237,0,1,2,8.10361363,,,,,,4952.00,0.76,0.81,0.030,[Fe/H],4.59,15.2832000
Kepler-237 c,Kepler-237,0,1,2,8.10362295,,,,,,4812.00,0.83,0.78,,,4.49,15.2832000
Kepler-237 c,Kepler-237,0,1,2,,,,,,,4897.00,0.77,,,,,15.2832000
Kepler-237 c,Kepler-237,0,1,2,8.10364416,,,,,,4812.00,0.83,0.78,,,4.49,15.2832000
Kepler-237 c,Kepler-237,0,1,2,8.10361300,0.070000,,,0.000000,664,4833.00,0.68,0.70,,,4.62,15.2832000
Kepler-237 c,Kepler-237,0,1,2,8.10361363,0.071200,,,0.000000,688,4861.00,0.73,0.73,-0.080,[Fe/H],4.57,15.2832000
Kepler-237 c,Kepler-237,0,1,2,8.10361363,0.071200,,,0.000000,688,4861.00,0.73,0.73,-0.080,[Fe/H],4.57,15.2832000
Kepler-237 c,Kepler-237,0,1,2,8.10361363,0.071200,,,0.000000,688,4861.00,0.73,0.73,-0.080,[Fe/H],4.57,15.2832000
Kepler-237 c,Kepler-237,0,1,2,8.10363271,,,,,,4812.00,0.83,0.78,,,4.49,15.2832000
Kepler-237 c,Kepler-237,0,1,2,8.10363271,0.071200,,,0.000000,687,4861.00,0.73,0.73,-0.080,[Fe/H],4.57,15.2832000
Kepler-238 b,Kepler-238,1,1,5,2.09087600,0.034000,,,,,5751.00,1.43,,,,4.19,15.0243000
Kepler-238 b,Kepler-238,0,1,5,2.09081565,,,,,,5732.00,1.26,1.06,0.230,[Fe/H],4.26,15.0243000
Kepler-238 b,Kepler-238,0,1,5,,,,,,,5800.00,1.63,,,,,15.0243000
Kepler-238 b,Kepler-238,0,1,5,2.09086366,,,,,,5630.00,1.73,1.00,,,3.96,15.0243000
Kepler-238 b,Kepler-238,0,1,5,2.09081130,,,,,,5630.00,1.73,1.00,,,3.96,15.0243000
Kepler-238 b,Kepler-238,0,1,5,2.09081565,0.032600,,,0.000000,1404,5858.00,0.96,1.06,0.100,[Fe/H],4.50,15.0243000
Kepler-238 b,Kepler-238,0,1,5,2.09081565,0.032600,,,0.000000,1404,5858.00,0.96,1.06,0.100,[Fe/H],4.50,15.0243000
Kepler-238 b,Kepler-238,0,1,5,2.09081565,0.032600,,,0.000000,1404,5858.00,0.96,1.06,0.100,[Fe/H],4.50,15.0243000
Kepler-238 b,Kepler-238,0,1,5,2.09081130,0.032900,,,0.000000,1642,5739.00,1.38,1.08,0.300,[Fe/H],4.19,15.0243000
Kepler-238 b,Kepler-238,0,1,5,2.09087900,0.032000,,,0.000000,1327,5779.00,0.90,0.97,,,4.55,15.0243000
Kepler-238 c,Kepler-238,0,1,5,6.15555756,,,,,,5732.00,1.26,1.06,0.230,[Fe/H],4.26,15.0243000
Kepler-238 c,Kepler-238,1,1,5,6.15555700,0.069000,,,,,5751.00,1.43,,,,4.19,15.0243000
Kepler-238 c,Kepler-238,0,1,5,6.15560377,,,,,,5630.00,1.73,1.00,,,3.96,15.0243000
Kepler-238 c,Kepler-238,0,1,5,,,,,,,5800.00,1.63,,,,,15.0243000
Kepler-238 c,Kepler-238,0,1,5,6.15574851,,,,,,5630.00,1.73,1.00,,,3.96,15.0243000
Kepler-238 c,Kepler-238,0,1,5,6.15554100,0.065000,,,0.000000,931,5779.00,0.90,0.97,,,4.55,15.0243000
Kepler-238 c,Kepler-238,0,1,5,6.15555756,0.067000,,,0.000000,980,5858.00,0.96,1.06,0.100,[Fe/H],4.50,15.0243000
Kepler-238 c,Kepler-238,0,1,5,6.15555756,0.067000,,,0.000000,980,5858.00,0.96,1.06,0.100,[Fe/H],4.50,15.0243000
Kepler-238 c,Kepler-238,0,1,5,6.15555756,0.067000,,,0.000000,980,5858.00,0.96,1.06,0.100,[Fe/H],4.50,15.0243000
Kepler-238 c,Kepler-238,0,1,5,6.15560285,0.067600,,,0.000000,1146,5739.00,1.38,1.08,0.300,[Fe/H],4.19,15.0243000
Kepler-238 c,Kepler-238,0,1,5,6.15560285,,,,,,5630.00,1.73,1.00,,,3.96,15.0243000
Kepler-238 d,Kepler-238,0,1,5,13.23356008,,,,,,5732.00,1.26,1.06,0.230,[Fe/H],4.26,15.0243000
Kepler-238 d,Kepler-238,0,1,5,13.23333754,,,,,,5630.00,1.73,1.00,,,3.96,15.0243000
Kepler-238 d,Kepler-238,0,1,5,,,,,,,5800.00,1.63,,,,,15.0243000
Kepler-238 d,Kepler-238,0,1,5,13.23417332,,,,,,5630.00,1.73,1.00,,,3.96,15.0243000
Kepler-238 d,Kepler-238,0,1,5,13.23580000,0.108000,,,0.000000,722,5779.00,0.90,0.97,,,4.55,15.0243000
Kepler-238 d,Kepler-238,1,1,5,13.23354900,0.115000,,,,,5751.00,1.43,,,,4.19,15.0243000
Kepler-238 d,Kepler-238,0,1,5,13.23356008,0.111600,,,0.000000,759,5858.00,0.96,1.06,0.100,[Fe/H],4.50,15.0243000
Kepler-238 d,Kepler-238,0,1,5,13.23356008,0.111600,,,0.000000,759,5858.00,0.96,1.06,0.100,[Fe/H],4.50,15.0243000
Kepler-238 d,Kepler-238,0,1,5,13.23352214,0.112600,,,0.000000,888,5739.00,1.38,1.08,0.300,[Fe/H],4.19,15.0243000
Kepler-238 d,Kepler-238,0,1,5,13.23352214,,,,,,5630.00,1.73,1.00,,,3.96,15.0243000
Kepler-238 d,Kepler-238,0,1,5,13.23356008,0.111600,,,0.000000,759,5858.00,0.96,1.06,0.100,[Fe/H],4.50,15.0243000
Kepler-238 e,Kepler-238,0,1,5,23.65367567,,,,,,5630.00,1.73,1.00,,,3.96,15.0243000
Kepler-238 e,Kepler-238,0,1,5,23.65368621,,,,,,5732.00,1.26,1.06,0.230,[Fe/H],4.26,15.0243000
Kepler-238 e,Kepler-238,1,1,5,23.65400000,,169.70000,0.53400,,,,0.96,1.06,,,4.49,15.0243000
Kepler-238 e,Kepler-238,0,1,5,23.65369415,,,,,,5630.00,1.73,1.00,,,3.96,15.0243000
Kepler-238 e,Kepler-238,0,1,5,23.65369415,0.165800,,,0.000000,731,5739.00,1.38,1.08,0.300,[Fe/H],4.19,15.0243000
Kepler-238 e,Kepler-238,0,1,5,23.65368621,0.164400,,,0.000000,625,5858.00,0.96,1.06,0.100,[Fe/H],4.50,15.0243000
Kepler-238 e,Kepler-238,0,1,5,23.65368621,0.164400,,,0.000000,625,5858.00,0.96,1.06,0.100,[Fe/H],4.50,15.0243000
Kepler-238 e,Kepler-238,0,1,5,23.65368621,0.164400,,,0.000000,625,5858.00,0.96,1.06,0.100,[Fe/H],4.50,15.0243000
Kepler-238 e,Kepler-238,0,1,5,23.65359300,0.160000,,,0.000000,593,5779.00,0.90,0.97,,,4.55,15.0243000
Kepler-238 e,Kepler-238,0,1,5,,,,,,,5800.00,1.63,,,,,15.0243000
Kepler-238 e,Kepler-238,0,1,5,23.65370130,,,,,,5630.00,1.73,1.00,,,3.96,15.0243000
Kepler-238 f,Kepler-238,0,1,5,50.44731560,,,,,,5732.00,1.26,1.06,0.230,[Fe/H],4.26,15.0243000
Kepler-238 f,Kepler-238,0,1,5,50.44727195,,,,,,5630.00,1.73,1.00,,,3.96,15.0243000
Kepler-238 f,Kepler-238,0,1,5,,,,,,,5800.00,1.63,,,,,15.0243000
Kepler-238 f,Kepler-238,0,1,5,50.44723062,,,,,,5630.00,1.73,1.00,,,3.96,15.0243000
