pl_name,hostname,default_flag,sy_snum,sy_pnum,pl_orbper,pl_orbsmax,pl_bmasse,pl_bmassj,pl_orbeccen,pl_eqt,st_teff,st_rad,st_mass,st_met,st_metratio,st_logg,sy_gaiamag
Kepler-226 b,Kepler-226,0,1,3,3.94104632,0.046900,,,0.000000,1017,5559.00,0.81,0.88,-0.180,[Fe/H],4.57,15.4026000
Kepler-226 b,Kepler-226,0,1,3,3.94104632,0.046900,,,0.000000,1017,5559.00,0.81,0.88,-0.180,[Fe/H],4.57,15.4026000
Kepler-226 b,Kepler-226,0,1,3,3.94104632,,,,,,5427.00,0.85,0.89,-0.030,[Fe/H],4.53,15.4026000
Kepler-226 b,Kepler-226,0,1,3,3.94104632,0.046900,,,0.000000,1017,5559.00,0.81,0.88,-0.180,[Fe/H],4.57,15.4026000
Kepler-226 b,Kepler-226,0,1,3,3.94104600,0.047000,,,0.000000,1015,5559.00,0.81,0.91,,,4.58,15.4026000
Kepler-226 b,Kepler-226,0,1,3,3.94102254,,,,,,5338.00,0.89,0.92,,,4.51,15.4026000
Kepler-226 b,Kepler-226,0,1,3,,,,,,,5356.00,0.88,,,,,15.4026000
Kepler-226 b,Kepler-226,1,1,3,3.94099700,0.047000,,,,,5571.00,0.80,,,,4.59,15.4026000
Kepler-226 c,Kepler-226,1,1,3,5.34955500,0.058000,,,,,5571.00,0.80,,,,4.59,15.4026000
Kepler-226 c,Kepler-226,0,1,3,5.35000000,,45.20000,0.14200,,,,0.81,0.88,,,,15.4026000
Kepler-226 c,Kepler-226,0,1,3,5.34955671,,,,,,5427.00,0.85,0.89,-0.030,[Fe/H],4.53,15.4026000
Kepler-226 c,Kepler-226,0,1,3,5.34956788,,,,,,5338.00,0.89,0.92,,,4.51,15.4026000
Kepler-226 c,Kepler-226,0,1,3,,,,,,,5356.00,0.88,,,,,15.4026000
Kepler-226 c,Kepler-226,0,1,3,5.34956900,0.058000,,,0.000000,914,5559.00,0.81,0.91,,,4.58,15.4026000
Kepler-226 c,Kepler-226,0,1,3,5.34955671,0.057500,,,0.000000,918,5559.00,0.81,0.88,-0.180,[Fe/H],4.57,15.4026000
Kepler-226 c,Kepler-226,0,1,3,5.34955671,0.057500,,,0.000000,918,5559.00,0.81,0.88,-0.180,[Fe/H],4.57,15.4026000
Kepler-226 c,Kepler-226,0,1,3,5.34955671,0.057500,,,0.000000,918,5559.00,0.81,0.88,-0.180,[Fe/H],4.57,15.4026000
Kepler-226 c,Kepler-226,0,1,3,5.34955382,0.056300,,,0.000000,919,5185.00,0.91,0.83,0.160,[Fe/H],4.44,15.4026000
Kepler-226 c,Kepler-226,0,1,3,5.34955382,,,,,,5338.00,0.89,0.92,,,4.51,15.4026000
Kepler-226 c,Kepler-226,0,1,3,5.34954331,,,,,,5338.00,0.89,0.92,,,4.51,15.4026000
Kepler-226 d,Kepler-226,0,1,3,8.10904671,,,,,,5427.00,0.85,0.89,-0.030,[Fe/H],4.53,15.4026000
Kepler-226 d,Kepler-226,0,1,3,,,,,,,5356.00,0.88,,,,,15.4026000
Kepler-226 d,Kepler-226,0,1,3,8.10906800,,,,,,5338.00,0.89,0.92,,,4.51,15.4026000
Kepler-226 d,Kepler-226,0,1,3,8.10938000,0.077000,,,0.000000,793,5559.00,0.81,0.91,,,4.58,15.4026000
Kepler-226 d,Kepler-226,1,1,3,8.10904400,0.076000,,,,,5571.00,0.80,,,,4.59,15.4026000
Kepler-226 d,Kepler-226,0,1,3,8.10904671,0.075900,,,0.000000,799,5559.00,0.81,0.88,-0.180,[Fe/H],4.57,15.4026000
Kepler-226 d,Kepler-226,0,1,3,8.10904671,0.075900,,,0.000000,799,5559.00,0.81,0.88,-0.180,[Fe/H],4.57,15.4026000
Kepler-226 d,Kepler-226,0,1,3,8.10904807,0.074300,,,0.000000,800,5185.00,0.91,0.83,0.160,[Fe/H],4.44,15.4026000
Kepler-226 d,Kepler-226,0,1,3,8.10904807,,,,,,5338.00,0.89,0.92,,,4.51,15.4026000
Kepler-226 d,Kepler-226,0,1,3,8.10904671,0.075900,,,0.000000,799,5559.00,0.81,0.88,-0.180,[Fe/H],4.57,15.4026000
Kepler-227 b,Kepler-227,0,1,2,9.48803557,,,,,,5524.63,0.95,0.97,0.081,[M/H],4.47,15.3234000
Kepler-227 b,Kepler-227,0,1,2,9.48803557,0.085300,,,0.000000,793,5455.00,0.93,0.92,0.140,[Fe/H],4.47,15.3234000
Kepler-227 b,Kepler-227,1,1,2,9.48801500,0.090000,,,,,5854.00,1.09,,,,4.40,15.3234000
Kepler-227 b,Kepler-227,0,1,2,9.48803146,,,,,,5624.00,0.94,0.96,0.060,[Fe/H],4.48,15.3234000
Kepler-227 b,Kepler-227,0,1,2,9.48804311,,,,,,5524.63,0.95,0.97,0.081,[M/H],4.47,15.3234000
Kepler-227 b,Kepler-227,0,1,2,,,,,,,5539.00,0.95,,,,,15.3234000
Kepler-227 b,Kepler-227,0,1,2,9.48803155,,,,,,5524.63,0.95,0.97,0.081,[M/H],4.47,15.3234000
Kepler-227 b,Kepler-227,0,1,2,9.48810200,0.085000,,,0.000000,867,5763.00,0.99,0.92,,,4.41,15.3234000
Kepler-227 b,Kepler-227,0,1,2,9.48803146,0.089300,,,0.000000,881,5850.00,1.04,1.05,0.140,[Fe/H],4.43,15.3234000
Kepler-227 b,Kepler-227,0,1,2,9.48803146,0.089300,,,0.000000,881,5850.00,1.04,1.05,0.140,[Fe/H],4.43,15.3234000
Kepler-227 b,Kepler-227,0,1,2,9.48803146,0.089300,,,0.000000,881,5850.00,1.04,1.05,0.140,[Fe/H],4.43,15.3234000
Kepler-227 c,Kepler-227,0,1,2,54.41838270,,,,,,5524.63,0.95,0.97,0.081,[M/H],4.47,15.3234000
Kepler-227 c,Kepler-227,0,1,2,54.41846400,,,,,,5624.00,0.94,0.96,0.060,[Fe/H],4.48,15.3234000
Kepler-227 c,Kepler-227,0,1,2,54.41831246,,,,,,5524.63,0.95,0.97,0.081,[M/H],4.47,15.3234000
Kepler-227 c,Kepler-227,0,1,2,,,,,,,5539.00,0.95,,,,,15.3234000
Kepler-227 c,Kepler-227,0,1,2,54.41845036,,,,,,5524.63,0.95,0.97,0.081,[M/H],4.47,15.3234000
Kepler-227 c,Kepler-227,1,1,2,54.41869400,0.290000,,,,,5854.00,1.09,,,,4.40,15.3234000
Kepler-227 c,Kepler-227,0,1,2,54.41846400,0.286000,,,0.000000,492,5850.00,1.04,1.05,0.140,[Fe/H],4.43,15.3234000
Kepler-227 c,Kepler-227,0,1,2,54.41846400,0.286000,,,0.000000,492,5850.00,1.04,1.05,0.140,[Fe/H],4.43,15.3234000
Kepler-227 c,Kepler-227,0,1,2,54.41846400,0.286000,,,0.000000,492,5850.00,1.04,1.05,0.140,[Fe/H],4.43,15.3234000
Kepler-227 c,Kepler-227,0,1,2,54.41838270,0.273400,,,0.000000,443,5455.00,0.93,0.92,0.140,[Fe/H],4.47,15.3234000
Kepler-227 c,Kepler-227,0,1,2,54.41759000,0.274000,,,0.000000,483,5763.00,0.99,0.92,,,4.41,15.3234000
Kepler-228 b,Kepler-228,0,1,3,2.56659092,0.037400,,,0.000000,1360,6046.00,0.97,1.05,-0.080,[Fe/H],4.49,15.7042000
Kepler-228 b,Kepler-228,0,1,3,2.56658897,0.037400,,,0.000000,1360,6046.00,0.97,1.05,-0.080,[Fe/H],4.49,15.7042000
Kepler-228 b,Kepler-228,0,1,3,2.56658897,,,,,,5675.00,1.18,1.01,,,4.30,15.7042000
Kepler-228 b,Kepler-228,1,1,3,2.56654600,0.038000,,,,,6043.00,1.01,,,,4.47,15.7042000
Kepler-228 b,Kepler-228,0,1,3,2.56659092,0.037400,,,0.000000,1360,6046.00,0.97,1.05,-0.080,[Fe/H],4.49,15.7042000
Kepler-228 b,Kepler-228,0,1,3,,,,,,,5660.00,1.15,,,,,15.7042000
Kepler-228 b,Kepler-228,0,1,3,2.56658411,,,,,,5675.00,1.18,1.01,,,4.30,15.7042000
Kepler-228 b,Kepler-228,0,1,3,2.56657500,0.037000,,,0.000000,1336,6014.00,0.94,1.04,,,4.51,15.7042000
Kepler-228 b,Kepler-228,0,1,3,2.56659092,0.037400,,,0.000000,1360,6046.00,0.97,1.05,-0.080,[Fe/H],4.49,15.7042000
Kepler-228 b,Kepler-228,0,1,3,2.56659092,,,,,,5630.00,0.92,0.95,-0.030,[Fe/H],4.50,15.7042000
Kepler-228 c,Kepler-228,0,1,3,4.13443005,,,,,,5630.00,0.92,0.95,-0.030,[Fe/H],4.50,15.7042000
Kepler-228 c,Kepler-228,1,1,3,4.13444400,0.052000,,,,,6043.00,1.01,,,,4.47,15.7042000
Kepler-228 c,Kepler-228,0,1,3,4.13442899,,,,,,5675.00,1.18,1.01,,,4.30,15.7042000
Kepler-228 c,Kepler-228,0,1,3,,,,,,,5660.00,1.15,,,,,15.7042000
Kepler-228 c,Kepler-228,0,1,3,4.13447859,,,,,,5675.00,1.18,1.01,,,4.30,15.7042000
Kepler-228 c,Kepler-228,0,1,3,4.13440300,0.051000,,,0.000000,1138,6014.00,0.94,1.04,,,4.51,15.7042000
Kepler-228 c,Kepler-228,0,1,3,4.13443005,0.051400,,,0.000000,1160,6046.00,0.97,1.05,-0.080,[Fe/H],4.49,15.7042000
Kepler-228 c,Kepler-228,0,1,3,4.13443005,0.051400,,,0.000000,1160,6046.00,0.97,1.05,-0.080,[Fe/H],4.49,15.7042000
Kepler-228 c,Kepler-228,0,1,3,4.13443005,0.051400,,,0.000000,1160,6046.00,0.97,1.05,-0.080,[Fe/H],4.49,15.7042000
Kepler-228 c,Kepler-228,0,1,3,4.13443512,0.051400,,,0.000000,1160,6046.00,0.97,1.05,-0.080,[Fe/H],4.49,15.7042000
Kepler-228 c,Kepler-228,0,1,3,4.13443512,,,,,,5675.00,1.18,1.01,,,4.30,15.7042000
Kepler-228 d,Kepler-228,0,1,3,11.09432054,,,,,,5675.00,1.18,1.01,,,4.30,15.7042000
Kepler-228 d,Kepler-228,0,1,3,11.09432054,0.099200,,,0.000000,835,6046.00,0.97,1.05,-0.080,[Fe/H],4.49,15.7042000
Kepler-228 d,Kepler-228,0,1,3,11.09431923,0.099200,,,0.000000,835,6046.00,0.97,1.05,-0.080,[Fe/H],4.49,15.7042000
Kepler-228 d,Kepler-228,0,1,3,11.09431923,0.099200,,,0.000000,835,6046.00,0.97,1.05,-0.080,[Fe/H],4.49,15.7042000
Kepler-228 d,Kepler-228,0,1,3,11.09431923,0.099200,,,0.000000,835,6046.00,0.97,1.05,-0.080,[Fe/H],4.49,15.7042000
Kepler-228 d,Kepler-228,1,1,3,11.09428600,0.101000,,,,,6043.00,1.01,,,,4.47,15.7042000
Kepler-228 d,Kepler-228,0,1,3,11.09435443,,,,,,5675.00,1.18,1.01,,,4.30,15.7042000
Kepler-228 d,Kepler-228,0,1,3,,,,,,,5660.00,1.15,,,,,15.7042000
Kepler-228 d,Kepler-228,0,1,3,11.09433661,,,,,,5675.00,1.18,1.01,,,4.30,15.7042000
Kepler-228 d,Kepler-228,0,1,3,11.09431923,,,,,,5630.00,0.92,0.95,-0.030,[Fe/H],4.50,15.7042000
Kepler-228 d,Kepler-228,0,1,3,11.09432900,0.099000,,,0.000000,817,6014.00,0.94,1.04,,,4.51,15.7042000
Kepler-229 b,Kepler-229,0,1,3,6.25296225,,,,,,4881.00,0.75,0.80,,,4.59,15.8265000
Kepler-229 b,Kepler-229,0,1,3,6.25296225,0.061700,,,0.000000,823,5031.00,0.85,0.80,0.160,[Fe/H],4.49,15.8265000
Kepler-229 b,Kepler-229,0,1,3,6.25296490,0.062100,,,0.000000,782,5126.00,0.74,0.83,-0.120,[Fe/H],4.61,15.8265000
Kepler-229 b,Kepler-229,0,1,3,6.25296490,0.062100,,,0.000000,782,5126.00,0.74,0.83,-0.120,[Fe/H],4.61,15.8265000
Kepler-229 b,Kepler-229,0,1,3,6.25296490,0.062100,,,0.000000,782,5126.00,0.74,0.83,-0.120,[Fe/H],4.61,15.8265000
Kepler-229 b,Kepler-229,1,1,3,6.25297200,0.062000,,,,,5120.00,0.73,,,,4.63,15.8265000
Kepler-229 b,Kepler-229,0,1,3,6.25301549,,,,,,4881.00,0.75,0.80,,,4.59,15.8265000
Kepler-229 b,Kepler-229,0,1,3,,,,,,,5002.00,0.72,,,,,15.8265000
Kepler-229 b,Kepler-229,0,1,3,6.25298062,,,,,,4881.00,0.75,0.80,,,4.59,15.8265000
Kepler-229 b,Kepler-229,0,1,3,6.25296490,,,,,,5014.00,0.76,0.80,-0.050,[Fe/H],4.59,15.8265000
Kepler-229 b,Kepler-229,0,1,3,6.25294800,0.062000,,,0.000000,755,5099.00,0.70,0.79,,,4.65,15.8265000
Kepler-229 c,Kepler-229,1,1,3,16.06863800,0.117000,,,,,5120.00,0.73,,,,4.63,15.8265000
Kepler-229 c,Kepler-229,0,1,3,16.06862959,,,,,,5014.00,0.76,0.80,-0.050,[Fe/H],4.59,15.8265000
Kepler-229 c,Kepler-229,0,1,3,16.06863063,,,,,,4881.00,0.75,0.80,,,4.59,15.8265000
Kepler-229 c,Kepler-229,0,1,3,,,,,,,5002.00,0.72,,,,,15.8265000
Kepler-229 c,Kepler-229,0,1,3,16.06865239,,,,,,4881.00,0.75,0.80,,,4.59,15.8265000
Kepler-229 c,Kepler-229,0,1,3,16.06861800,0.115000,,,0.000000,555,5099.00,0.70,0.79,,,4.65,15.8265000
Kepler-229 c,Kepler-229,0,1,3,16.06862959,0.116500,,,0.000000,571,5126.00,0.74,0.83,-0.120,[Fe/H],4.61,15.8265000
Kepler-229 c,Kepler-229,0,1,3,16.06862959,0.116500,,,0.000000,571,5126.00,0.74,0.83,-0.120,[Fe/H],4.61,15.8265000
Kepler-229 c,Kepler-229,0,1,3,16.06862959,0.116500,,,0.000000,571,5126.00,0.74,0.83,-0.120,[Fe/H],4.61,15.8265000
Kepler-229 c,Kepler-229,0,1,3,16.06864674,,,,,,4881.00,0.75,0.80,,,4.59,15.8265000
Kepler-229 c,Kepler-229,0,1,3,16.06864674,0.115800,,,0.000000,600,5031.00,0.85,0.80,0.160,[Fe/H],4.49,15.8265000
Kepler-229 d,Kepler-229,0,1,3,41.19708740,,,,,,5014.00,0.76,0.80,-0.050,[Fe/H],4.59,15.8265000
Kepler-229 d,Kepler-229,0,1,3,41.19727955,,,,,,4881.00,0.75,0.80,,,4.59,15.8265000
Kepler-229 d,Kepler-229,0,1,3,,,,,,,5002.00,0.72,,,,,15.8265000
Kepler-229 d,Kepler-229,0,1,3,41.19274000,0.216000,,,0.000000,405,5099.00,0.70,0.79,,,4.65,15.8265000
Kepler-229 d,Kepler-229,1,1,3,41.19491200,0.220000,,,,,5120.00,0.73,,,,4.63,15.8265000
Kepler-229 d,Kepler-229,0,1,3,41.19708740,0.218300,,,0.000000,417,5126.00,0.74,0.83,-0.120,[Fe/H],4.61,15.8265000
Kepler-229 d,Kepler-229,0,1,3,41.19708740,0.218300,,,0.000000,417,5126.00,0.74,0.83,-0.120,[Fe/H],4.61,15.8265000
Kepler-229 d,Kepler-229,0,1,3,41.19725502,0.217000,,,0.000000,439,5031.00,0.85,0.80,0.160,[Fe/H],4.49,15.8265000
Kepler-229 d,Kepler-229,0,1,3,41.19725502,,,,,,4881.00,0.75,0.80,,,4.59,15.8265000
Kepler-229 d,Kepler-229,0,1,3,41.19708740,0.218300,,,0.000000,417,5126.00,0.74,0.83,-0.120,[Fe/H],4.61,15.8265000
Kepler-23 b,Kepler-23,0,1,3,7.10700000,,15.20000,0.04800,,,,1.55,1.08,,,,13.4015000
Kepler-23 b,Kepler-23,0,1,3,7.10699500,,,,0.060000,,5861.98,1.53,1.06,-0.112,[M/H],4.09,13.4015000
Kepler-23 b,Kepler-23,0,1,3,7.10694385,,,,,,5880.00,1.57,1.10,0.030,[Fe/H],4.09,13.4015000
Kepler-23 b,Kepler-23,1,1,3,7.10730000,0.075000,254.30000,0.80000,,,5760.00,1.52,1.11,-0.090,[M/H],4.00,13.4015000
Kepler-23 b,Kepler-23,0,1,3,7.10695741,,,,,,5861.98,1.53,1.06,-0.112,[M/H],4.09,13.4015000
Kepler-23 b,Kepler-23,0,1,3,7.10695741,0.073300,,,0.000000,1157,5761.00,1.52,1.04,0.060,[Fe/H],4.09,13.4015000
Kepler-23 b,Kepler-23,0,1,3,7.10697755,,,,,,5861.98,1.53,1.06,-0.112,[M/H],4.09,13.4015000
Kepler-23 b,Kepler-23,0,1,3,7.10694385,0.074200,,,0.000000,1174,5828.00,1.55,1.08,-0.050,[Fe/H],4.09,13.4015000
Kepler-23 b,Kepler-23,0,1,3,7.10694385,0.074200,,,0.000000,1174,5828.00,1.55,1.08,-0.050,[Fe/H],4.09,13.4015000
Kepler-23 b,Kepler-23,0,1,3,7.10690000,0.077000,,,0.000000,1336,6142.00,1.87,1.19,,,3.97,13.4015000
Kepler-23 b,Kepler-23,0,1,3,7.10709728,,,,,,5861.98,1.53,1.06,-0.112,[M/H],4.09,13.4015000
Kepler-23 b,Kepler-23,0,1,3,,,,,,,5823.00,1.52,,,,,13.4015000
Kepler-23 b,Kepler-23,0,1,3,7.10694385,0.074200,,,0.000000,1174,5828.00,1.55,1.08,-0.050,[Fe/H],4.09,13.4015000
Kepler-23 c,Kepler-23,0,1,3,,,,,,,5823.00,1.52,,,,,13.4015000
Kepler-23 c,Kepler-23,0,1,3,10.74244700,0.101000,,,0.000000,1166,6142.00,1.87,1.19,,,3.97,13.4015000
Kepler-23 c,Kepler-23,0,1,3,10.74242766,0.097700,,,0.000000,1023,5828.00,1.55,1.08,-0.050,[Fe/H],4.09,13.4015000
Kepler-23 c,Kepler-23,0,1,3,10.74242766,0.097700,,,0.000000,1023,5828.00,1.55,1.08,-0.050,[Fe/H],4.09,13.4015000
Kepler-23 c,Kepler-23,0,1,3,10.74242766,0.097700,,,0.000000,1023,5828.00,1.55,1.08,-0.050,[Fe/H],4.09,13.4015000
Kepler-23 c,Kepler-23,0,1,3,10.74241765,0.096500,,,0.000000,1008,5761.00,1.52,1.04,0.060,[Fe/H],4.09,13.4015000
Kepler-23 c,Kepler-23,0,1,3,10.74241765,,,,,,5861.98,1.53,1.06,-0.112,[M/H],4.09,13.4015000
Kepler-23 c,Kepler-23,1,1,3,10.74210000,0.099000,858.10000,2.70000,,,5760.00,1.52,1.11,-0.090,[M/H],4.00,13.4015000
Kepler-23 c,Kepler-23,0,1,3,10.74200000,,60.20000,0.18900,,,,1.55,1.08,,,,13.4015000
Kepler-23 c,Kepler-23,0,1,3,10.74243400,,,,0.020000,,5861.98,1.53,1.06,-0.112,[M/H],4.09,13.4015000
Kepler-23 c,Kepler-23,0,1,3,10.74242766,,,,,,5880.00,1.57,1.10,0.030,[Fe/H],4.09,13.4015000
Kepler-23 c,Kepler-23,0,1,3,10.74244253,,,,,,5861.98,1.53,1.06,-0.112,[M/H],4.09,13.4015000
Kepler-23 d,Kepler-23,0,1,3,15.27443889,,,,,,5861.98,1.53,1.06,-0.112,[M/H],4.09,13.4015000
Kepler-23 d,Kepler-23,0,1,3,15.27443889,0.122000,,,0.000000,896,5761.00,1.52,1.04,0.060,[Fe/H],4.09,13.4015000
Kepler-23 d,Kepler-23,0,1,3,15.27438229,0.123500,,,0.000000,910,5828.00,1.55,1.08,-0.050,[Fe/H],4.09,13.4015000
Kepler-23 d,Kepler-23,0,1,3,15.27438229,0.123500,,,0.000000,910,5828.00,1.55,1.08,-0.050,[Fe/H],4.09,13.4015000
Kepler-23 d,Kepler-23,0,1,3,15.27400000,,17.60000,0.05500,,,,1.55,1.08,,,,13.4015000
Kepler-23 d,Kepler-23,0,1,3,15.27429000,,,,0.080000,,5861.98,1.53,1.06,-0.112,[M/H],4.09,13.4015000
Kepler-23 d,Kepler-23,1,1,3,15.27429900,0.124000,,,,,5828.00,1.55,,,,4.09,13.4015000
Kepler-23 d,Kepler-23,0,1,3,15.27458613,,,,,,5861.98,1.53,1.06,-0.112,[M/H],4.09,13.4015000
Kepler-23 d,Kepler-23,0,1,3,,,,,,,5823.00,1.52,,,,,13.4015000
Kepler-23 d,Kepler-23,0,1,3,15.27445486,,,,,,5861.98,1.53,1.06,-0.112,[M/H],4.09,13.4015000
Kepler-23 d,Kepler-23,0,1,3,15.27448000,0.128000,,,0.000000,1036,6142.00,1.87,1.19,,,3.97,13.4015000
Kepler-23 d,Kepler-23,0,1,3,15.27438229,0.123500,,,0.000000,910,5828.00,1.55,1.08,-0.050,[Fe/H],4.09,13.4015000
Kepler-23 d,Kepler-23,0,1,3,15.27438229,,,,,,5880.00,1.57,1.10,0.030,[Fe/H],4.09,13.4015000
Kepler-230 b,Kepler-230,0,1,2,32.62882975,0.189000,,,0.000000,506,5588.00,0.80,0.85,-0.300,[Fe/H],4.56,15.0730000
Kepler-230 b,Kepler-230,0,1,2,32.62876672,0.188900,,,0.000000,506,5586.00,0.80,0.84,-0.300,[Fe/H],4.56,15.0730000
Kepler-230 b,Kepler-230,0,1,2,32.62876672,,,,,,5333.00,0.77,0.92,,,4.63,15.0730000
Kepler-230 b,Kepler-230,1,1,2,32.62555500,0.191000,,,,,5588.00,0.82,,,,4.55,15.0730000
Kepler-230 b,Kepler-230,0,1,2,32.62882975,0.189000,,,0.000000,506,5588.00,0.80,0.85,-0.300,[Fe/H],4.56,15.0730000
Kepler-230 b,Kepler-230,0,1,2,32.62885195,,,,,,5333.00,0.77,0.92,,,4.63,15.0730000
Kepler-230 b,Kepler-230,0,1,2,,,,,,,5253.00,0.79,,,,,15.0730000
Kepler-230 b,Kepler-230,0,1,2,32.62501000,0.194000,,,0.000000,513,5608.00,0.83,0.92,,,4.56,15.0730000
Kepler-230 b,Kepler-230,0,1,2,32.62882975,0.189000,,,0.000000,506,5588.00,0.80,0.85,-0.300,[Fe/H],4.56,15.0730000
Kepler-230 b,Kepler-230,0,1,2,32.62882975,,,,,,5328.00,0.81,0.84,-0.140,[Fe/H],4.56,15.0730000
Kepler-230 c,Kepler-230,0,1,2,91.77328620,0.376400,,,0.000000,359,5586.00,0.80,0.84,-0.300,[Fe/H],4.56,15.0730000
Kepler-230 c,Kepler-230,0,1,2,91.77328620,,,,,,5333.00,0.77,0.92,,,4.63,15.0730000
Kepler-230 c,Kepler-230,1,1,2,91.77324200,0.380000,,,,,5588.00,0.82,,,,4.55,15.0730000
Kepler-230 c,Kepler-230,0,1,2,91.77221000,,,,,,5328.00,0.81,0.84,-0.140,[Fe/H],4.56,15.0730000
Kepler-230 c,Kepler-230,0,1,2,91.77716205,,,,,,5333.00,0.77,0.92,,,4.63,15.0730000
Kepler-230 c,Kepler-230,0,1,2,,,,,,,5253.00,0.79,,,,,15.0730000
Kepler-230 c,Kepler-230,0,1,2,91.78721127,,,,,,5333.00,0.77,0.92,,,4.63,15.0730000
Kepler-230 c,Kepler-230,0,1,2,91.77430000,0.387000,,,0.000000,363,5608.00,0.83,0.92,,,4.56,15.0730000
Kepler-230 c,Kepler-230,0,1,2,91.77221000,0.376700,,,0.000000,358,5588.00,0.80,0.85,-0.300,[Fe/H],4.56,15.0730000
Kepler-230 c,Kepler-230,0,1,2,91.77221000,0.376700,,,0.000000,358,5588.00,0.80,0.85,-0.300,[Fe/H],4.56,15.0730000
Kepler-230 c,Kepler-230,0,1,2,91.77221000,0.376700,,,0.000000,358,5588.00,0.80,0.85,-0.300,[Fe/H],4.56,15.0730000
Kepler-231 b,Kepler-231,0,1,2,10.06524317,0.076000,,,0.000000,488,4077.00,0.56,0.58,-0.240,[Fe/H],4.70,15.3896000
Kepler-231 b,Kepler-231,0,1,2,10.06524317,,,,,,4079.00,0.59,0.64,,,4.70,15.3896000
Kepler-231 b,Kepler-231,1,1,2,10.06527500,0.074000,,,,,3767.00,0.49,,,,4.78,15.3896000
Kepler-231 b,Kepler-231,0,1,2,10.06500000,,35.40000,0.11100,,,,0.61,0.65,,,,15.3896000
Kepler-231 b,Kepler-231,0,1,2,10.06525147,,,,,,4079.00,0.59,0.64,,,4.70,15.3896000
Kepler-231 b,Kepler-231,0,1,2,,,,,,,4078.00,0.61,0.65,,,,15.3896000
Kepler-231 b,Kepler-231,0,1,2,10.06525843,0.072900,,,0.000000,426,3767.00,0.48,0.51,-0.100,[Fe/H],4.78,15.3896000
Kepler-231 b,Kepler-231,0,1,2,10.06523212,,,,,,4079.00,0.59,0.64,,,4.70,15.3896000
Kepler-231 b,Kepler-231,0,1,2,,,,,,,4078.00,0.59,,,,,15.3896000
Kepler-231 b,Kepler-231,0,1,2,10.06524580,,,,,,4079.00,0.59,0.64,,,4.70,15.3896000
Kepler-231 b,Kepler-231,0,1,2,10.06518600,0.076000,,,0.000000,503,4237.00,0.55,0.58,,,4.72,15.3896000
Kepler-231 b,Kepler-231,0,1,2,10.06525843,0.072900,,,0.000000,426,3767.00,0.48,0.51,-0.100,[Fe/H],4.78,15.3896000
Kepler-231 b,Kepler-231,0,1,2,10.06525843,0.072900,,,0.000000,426,3767.00,0.48,0.51,-0.100,[Fe/H],4.78,15.3896000
Kepler-231 b,Kepler-231,0,1,2,10.06525843,,,,,,4147.00,0.57,0.59,-0.260,[Fe/H],4.70,15.3896000
Kepler-231 c,Kepler-231,1,1,2,19.27156600,0.114000,,,,,3767.00,0.49,,,,4.78,15.3896000
Kepler-231 c,Kepler-231,0,1,2,19.27100000,,24.10000,0.07600,,,,0.61,0.65,,,,15.3896000
Kepler-231 c,Kepler-231,0,1,2,19.27103179,,,,,,4079.00,0.59,0.64,,,4.70,15.3896000
Kepler-231 c,Kepler-231,0,1,2,,,,,,,4078.00,0.61,0.65,,,,15.3896000
Kepler-231 c,Kepler-231,0,1,2,19.26930046,0.112100,,,,345,3767.00,0.48,0.51,-0.100,[M/H],,15.3896000
Kepler-231 c,Kepler-231,0,1,2,19.27154680,,,,,,4147.00,0.57,0.59,-0.260,[Fe/H],4.70,15.3896000
Kepler-231 c,Kepler-231,0,1,2,19.27153424,,,,,,4079.00,0.59,0.64,,,4.70,15.3896000
Kepler-231 c,Kepler-231,0,1,2,,,,,,,4078.00,0.59,,,,,15.3896000
Kepler-231 c,Kepler-231,0,1,2,19.27147000,0.117000,,,0.000000,406,4237.00,0.55,0.58,,,4.72,15.3896000
Kepler-231 c,Kepler-231,0,1,2,19.27154680,0.112500,,,0.000000,343,3767.00,0.48,0.51,-0.100,[Fe/H],4.78,15.3896000
Kepler-231 c,Kepler-231,0,1,2,19.27154680,0.112500,,,0.000000,343,3767.00,0.48,0.51,-0.100,[Fe/H],4.78,15.3896000
Kepler-231 c,Kepler-231,0,1,2,19.27154680,0.112500,,,0.000000,343,3767.00,0.48,0.51,-0.100,[Fe/H],4.78,15.3896000
Kepler-231 c,Kepler-231,0,1,2,19.27153892,,,,,,4079.00,0.59,0.64,,,4.70,15.3896000
Kepler-231 c,Kepler-231,0,1,2,19.27153892,0.117100,,,0.000000,393,4077.00,0.56,0.58,-0.240,[Fe/H],4.70,15.3896000
Kepler-232 b,Kepler-232,0,1,2,4.43123849,,,,,,5570.00,1.14,0.98,,,4.32,15.3201000
Kepler-232 b,Kepler-232,0,1,2,4.43123849,0.052900,,,0.000000,1104,5714.00,1.01,1.01,0.160,[Fe/H],4.43,15.3201000
Kepler-232 b,Kepler-232,1,1,2,4.43122200,0.054000,,,,,5847.00,0.97,,,,4.50,15.3201000
Kepler-232 b,Kepler-232,0,1,2,4.43124259,,,,,,5654.00,0.95,0.97,0.030,[Fe/H],4.47,15.3201000
Kepler-232 b,Kepler-232,0,1,2,4.43123554,,,,,,5570.00,1.14,0.98,,,4.32,15.3201000
Kepler-232 b,Kepler-232,0,1,2,,,,,,,5718.00,1.09,,,,,15.3201000
